name,brand,barcode,proteins,carbohydrates,fats,energy,saturated_fats,monounsaturated_fats,polyunsaturated_fats,omega3,omega6,sugars,salt,dietary_fiber,cholesterol,caffeine_milli,vitamin_a,vitamin_b1,vitamin_b2,vitamin_b3,vitamin_b5,vitamin_b6,vitamin_b7_micro,vitamin_b9,vitamin_b12,vitamin_c,vitamin_d,vitamin_e,vitamin_k_micro,manganese_milli,magnesium,potassium,calcium,copper_milli,zinc,sodium,iron,phosphorus,selenium,iodine,package_weight,serving_weight
Crème d'anchois,,,19.8,0.2,21.3,272,4.1,13.9,2.2,,,0.1,19.0,0.0,0.057,,,2.9999999999999997e-05,0.00019,0.0029300000000000003,0.00047,0.00028000000000000003,,1.2e-05,1.568e-05,0.0004,1.3e-06,0.00519,,,0.17,0.19,0.22,,0.0013,7.72,0.0021000000000000003,0.21,6e-06,2.5e-05,,
Crème (en moyenne),,,2.2,3.3,28.6,279,17.1,6.7,1.3,,,3.3,0.1,0.0,0.085,,,2e-05,0.00014000000000000001,8e-05,0.00035999999999999997,2e-05,,5.0999999999999995e-06,2.8e-07,0.0005,4.0000000000000003e-07,0.00067,,,0.0070999999999999995,0.12,0.08,,0.0002,0.042,0.0,0.074,0.0,9.1e-06,,
"Crème entière, pasteurisée",,,2.0,3.1,34.8,334,20.9,8.2,1.6,,,3.1,0.1,0.0,0.101,,,2e-05,0.00013000000000000002,8e-05,0.00031,2.9999999999999997e-05,,7e-06,2.1e-07,0.0007,5e-07,0.0008399999999999999,,,0.0062,0.12,0.071,,0.0002,0.035,0.0001,0.071,0.0,7e-06,,
"Crème entière, UHT",,,2.0,3.1,34.9,335,20.9,8.2,1.6,,,3.1,0.1,0.0,0.101,,,2e-05,0.00011999999999999999,5e-05,0.00033,2e-05,,1.5e-06,1.6e-07,0.0,6e-07,0.0007700000000000001,,,0.0063,0.11,0.071,,0.0002,0.025,0.0,0.068,0.0,6.1e-06,,
"Crème glacée, aux fruits",,,3.5,24.7,8.0,185,5.0,2.6,0.3,,,23.7,0.2,0.0,0.026,,,4e-05,0.00026000000000000003,0.0,0.0,7.000000000000001e-05,,9e-06,0.0,0.001,1.0000000000000001e-07,0.00017,,,0.0,0.18,0.11,,0.0004,0.061,0.0005,0.099,0.0,0.0,,
"Crème glacée, avec arome",,,4.1,24.2,17.9,278,10.8,3.7,0.8,,,21.9,0.2,2.0,0.073,,,5e-05,0.00017999999999999998,0.0001,0.00057,4e-05,,1.56e-05,4.6999999999999995e-07,0.001,0.0,0.0003,,,0.021,0.21,0.11,,0.0006,0.062,0.0013,0.11,3e-06,1.7e-05,,
"Crêpe à la compote de pomme, préparée",,,3.5,16.7,3.2,113,1.5,0.8,0.4,,,6.7,0.3,1.5,0.042,,,4e-05,7.000000000000001e-05,0.00011,0.00033,4e-05,,9.800000000000001e-06,1.5e-07,0.0014,3e-07,0.00044,,,0.006900000000000001,0.12,0.026,,0.0003,0.12,0.0004,0.047,0.0,6e-06,,
"Crêpe au fromage, préparée",,,10.0,18.2,8.9,194,4.4,2.4,0.9,,,1.3,0.9,0.8,0.111,,,5.9999999999999995e-05,0.00017,0.00013000000000000002,0.0007199999999999999,5e-05,,1.63e-05,5.4e-07,0.0002,8.000000000000001e-07,0.0005200000000000001,,,0.013,0.13,0.15,,0.001,0.36,0.0007,0.16,0.0,1.4e-05,,
"Crêpe au jambon, préparée",,,9.7,17.3,5.1,155,2.1,1.6,0.7,,,1.3,1.0,0.8,0.101,,,0.00015,0.00015,0.00099,0.0007199999999999999,8e-05,,1.58e-05,3.6e-07,0.0106,7e-07,0.0005,,,0.013,0.18,0.047,,0.0008,0.41,0.0007,0.13,0.0,1.3e-05,,
"Crêpe au lard, préparée",,,9.3,17.3,8.9,188,3.5,3.4,1.0,,,1.3,1.1,0.8,0.102,,,0.00013000000000000002,0.00014000000000000001,0.00068,0.0007099999999999999,5.9999999999999995e-05,,1.6e-05,3.9e-07,0.0050999999999999995,8.000000000000001e-07,0.0005200000000000001,,,0.011,0.15,0.046,,0.0008,0.44,0.0007,0.11,0.0,1.2e-05,,
"Crêpe au Nutella, préparée",,,6.7,30.4,12.7,266,5.3,5.0,1.4,,,14.4,0.5,1.4,0.066,,,7.000000000000001e-05,0.00014000000000000001,0.00017,0.00058,5e-05,,1.43e-05,2.8e-07,0.0003,5e-07,0.00127,,,0.021,0.2,0.069,,0.0006,0.19,0.0012,0.1,0.0,9.6e-06,,
"Crêpe au sucre et cannelle, préparée",,,6.6,26.2,5.9,186,2.8,1.6,0.7,,,6.6,0.6,0.9,0.083,,,5.9999999999999995e-05,0.00011,0.00011999999999999999,0.00057,4e-05,,1.2699999999999999e-05,3e-07,0.0003,6e-07,0.00043,,,0.0094,0.12,0.047,,0.0005,0.23,0.0006,0.082,5.6e-06,1.1e-05,,
"Crêpe aux champignons, préparée",,,5.4,11.7,6.5,130,3.4,1.6,0.6,,,1.3,0.5,1.5,0.051,,,8e-05,0.00022,0.00185,0.00122,7.000000000000001e-05,,1.54e-05,1.6e-07,0.0018,1.3e-06,0.00029,,,0.011,0.27,0.034,,0.0005,0.18,0.0009,0.1,0.0,1.5e-05,,
"Crêpe aux légumes, préparée",,,5.3,17.7,5.5,144,2.2,1.9,0.6,,,2.7,0.4,1.5,0.062,,,5.9999999999999995e-05,0.00011,0.00028000000000000003,0.00047999999999999996,8.999999999999999e-05,,1.87e-05,2.2e-07,0.0193,4.0000000000000003e-07,0.00079,,,0.01,0.16,0.041,,0.0004,0.17,0.0005,0.07,4.2999999999999995e-06,8.400000000000001e-06,,
"Crêpe fine à la Nutella, préparée",,,7.9,35.8,22.1,377,9.3,8.9,2.3,,,26.4,0.3,1.7,0.088,,,8.999999999999999e-05,0.00020999999999999998,0.00023,0.0008100000000000001,8e-05,,2.0300000000000002e-05,3.9e-07,0.0005,7e-07,0.0021000000000000003,,,0.035,0.29,0.11,,0.001,0.11,0.0019,0.16,0.0,1.3e-05,,
"Crêpe fine au camembert, préparée",,,11.9,14.9,15.5,247,8.2,4.0,1.2,,,2.3,0.8,0.6,0.142,,,7.000000000000001e-05,0.00023,0.00035999999999999997,0.00099,0.0001,,3.55e-05,8.4e-07,0.0005,1e-06,0.00063,,,0.019,0.17,0.15,,0.0012,0.32,0.0008,0.18,0.0,2.1e-05,,
"Crêpe fine au jambon, préparée",,,12.9,13.2,9.7,193,4.7,2.8,0.9,,,2.2,1.0,0.5,0.124,,,0.00031,0.00022,0.00213,0.00094,0.00017999999999999998,,1.64e-05,4.2e-07,0.0197,8.000000000000001e-07,0.0005200000000000001,,,0.02,0.27,0.068,,0.0013,0.41,0.0009,0.21,9.4e-06,1.5e-05,,
"Crêpe fine au lard, préparée",,,11.3,15.0,16.3,253,7.4,5.6,1.4,,,2.4,0.9,0.6,0.137,,,0.00020999999999999998,0.00020999999999999998,0.00101,0.00095,0.00011,,1.87e-05,5.2e-07,0.0058,1e-06,0.0005899999999999999,,,0.018,0.21,0.074,,0.0012,0.37,0.0009,0.16,1e-05,1.6e-05,,
"Crêpe fine au sucre et cannelle, préparée",,,8.3,29.0,11.5,254,5.7,3.1,1.1,,,14.9,0.3,0.7,0.141,,,8e-05,0.0002,0.00014000000000000001,0.00092,7.000000000000001e-05,,2.0300000000000002e-05,5e-07,0.0005,1e-06,0.0006,,,0.016,0.17,0.083,,0.0008,0.14,0.001,0.14,8.8e-06,1.8e-05,,
"Crêpe fine aux champignons, préparée",,,5.9,7.9,9.0,139,4.8,2.2,0.7,,,1.7,0.4,1.6,0.068,,,8.999999999999999e-05,0.00028000000000000003,0.0023,0.0015300000000000001,8.999999999999999e-05,,1.93e-05,2.1e-07,0.0023,1.7e-06,0.00032,,,0.015,0.33,0.045,,0.0007,0.14,0.0011,0.13,0.0,2e-05,,
"Crêpe fine aux légumes, préparée",,,6.1,13.9,9.2,166,4.0,3.1,0.9,,,4.1,0.2,1.6,0.095,,,8e-05,0.00016,0.00035999999999999997,0.0007,0.00014000000000000001,,2.68e-05,3.4000000000000003e-07,0.0277,7e-07,0.00106,,,0.015,0.22,0.063,,0.0006,0.096,0.0007,0.1,6e-06,1.3e-05,,
"Crêpe fine nature, préparée",,,9.4,19.0,13.2,234,6.6,3.6,1.2,,,2.9,0.4,0.7,0.161,,,8.999999999999999e-05,0.00023,0.00015,0.0010500000000000002,8e-05,,2.3100000000000002e-05,5.699999999999999e-07,0.0006,1.2e-06,0.00068,,,0.018,0.19,0.092,,0.001,0.16,0.001,0.16,1e-05,2.1e-05,,
"Crêpe nature, préparée",,,7.0,22.2,6.3,175,3.0,1.7,0.7,,,1.5,0.6,0.9,0.087,,,7.000000000000001e-05,0.00011999999999999999,0.00013000000000000002,0.0006,4e-05,,1.34e-05,3.1e-07,0.0003,6e-07,0.00046,,,0.0099,0.13,0.049,,0.0005,0.24,0.0006,0.087,5.9e-06,1.1e-05,,
"Cresson, cru",,,1.7,1.9,0.2,19,0.1,0.0,0.1,,,0.6,0.2,1.2,0.0,,,8.999999999999999e-05,0.0001,0.0006,0.00016,0.00017999999999999998,,7.05e-05,0.0,0.0363,0.0,0.001,,,0.017,0.31,0.083,,0.0002,0.06,0.0016,0.068,1e-06,1.4e-05,,
"Crevette, crue",,,11.4,1.2,1.1,60,0.3,0.1,0.3,,,0.0,0.5,0.0,0.15,,,0.00014000000000000001,8.999999999999999e-05,0.002,0.0,8e-05,,1.4e-05,0.0,0.001,0.0,0.0015,,,0.0,0.21,0.03,,0.0008,0.19,0.0003,0.21,3.3e-05,9.1e-05,,
"Crevette, cuite",,,9.0,1.3,1.0,50,0.3,0.1,0.3,,,0.0,0.4,0.0,0.158,,,0.00011,7.000000000000001e-05,0.00147,0.0,5.9999999999999995e-05,,1.0300000000000001e-05,0.0,0.0008,0.0,0.0014199999999999998,,,0.0,0.17,0.032,,0.0008,0.17,0.0003,0.18,3.1e-05,8.6e-05,,
"Croissant au beurre, à la farine blanche",,,8.7,43.5,24.2,432,14.1,5.7,1.5,,,3.3,1.2,2.6,0.077,,,0.00011999999999999999,0.00011,0.0005899999999999999,0.00038,0.00011,,2.15e-05,1.0000000000000001e-07,0.0003,5e-07,0.0007099999999999999,,,0.025,0.17,0.052,,0.0009,0.49,0.001,0.12,3.5e-06,3e-06,,
"Croissant au beurre, complet",,,6.8,37.3,19.7,365,11.4,4.6,1.3,,,1.2,1.1,5.2,0.063,,,0.00011999999999999999,7.000000000000001e-05,0.00067,0.00034,0.0001,,2.24e-05,4e-08,0.0,4.0000000000000003e-07,0.0007199999999999999,,,0.024,0.16,0.015,,0.001,0.44,0.001,0.11,2.1000000000000002e-06,2.5e-06,,
Croissant au jambon,,,11.1,26.0,20.9,340,9.5,8.1,2.2,,,0.7,1.4,1.4,0.043,,,0.00020999999999999998,8.999999999999999e-05,0.0016699999999999998,0.00041999999999999996,0.0001,,9.5e-06,1.2e-07,0.0202,2.0000000000000002e-07,0.00206,,,0.016,0.21,0.024,,0.0009,0.57,0.0007,0.13,0.0,5.0999999999999995e-06,,
"Croissant aux noisette, pâte levée",,,7.7,41.9,12.6,318,3.4,6.9,1.5,,,18.4,0.6,2.5,0.036,,,0.00019,0.00013000000000000002,0.0009,0.00046,0.00013000000000000002,,3.5e-05,1.0000000000000001e-07,0.0003,2.0000000000000002e-07,0.00264,,,0.032,0.2,0.048,,0.0008,0.26,0.001,0.12,8.000000000000001e-07,3.9e-06,,
"Croissant aux noisettes, pâte feuilletée",,,6.8,36.2,26.9,419,9.9,12.4,2.1,,,15.8,0.5,2.7,0.071,,,0.00013000000000000002,4e-05,0.00033,0.00047999999999999996,0.00014000000000000001,,1.7800000000000002e-05,8e-08,0.0004,4.0000000000000003e-07,0.0035299999999999997,,,0.039,0.19,0.042,,0.001,0.21,0.0012,0.11,2e-06,4.4e-06,,
Croissant de Sils (avec sel iodé),,,9.1,39.4,25.0,423,14.7,5.8,1.5,,,1.3,4.1,1.9,0.076,,,0.00011,8.999999999999999e-05,0.00039,0.00035,5e-05,,2e-05,8e-08,0.0,5e-07,0.00075,,,0.011,0.14,0.035,,0.0005,1.63,0.0004,0.068,2e-06,0.0001,,
Croissant (moyenne),,,7.8,40.4,22.0,398,12.8,5.1,1.4,,,2.3,1.2,3.9,0.07,,,0.00011999999999999999,8.999999999999999e-05,0.00063,0.00035999999999999997,0.00011,,2.1899999999999997e-05,7e-08,0.0001,4.0000000000000003e-07,0.0007199999999999999,,,0.024,0.16,0.033,,0.001,0.46,0.001,0.11,2.8e-06,2.8e-06,,
Croque Monsieur,,,16.4,26.6,9.4,260,4.4,2.9,1.1,,,2.6,2.3,1.8,0.031,,,0.00031,0.00015,0.00214,0.00051,0.00020999999999999998,,1.55e-05,3.4000000000000003e-07,0.0162,2.0000000000000002e-07,0.0007,,,0.039,0.24,0.18,,0.0022,0.92,0.0012,0.37,0.0,1.2e-05,,
"Croûte au fromage, préparée",,,13.8,26.0,12.1,272,6.8,2.9,1.0,,,1.0,1.4,2.3,0.073,,,0.00011,0.00017999999999999998,0.00067,0.0005200000000000001,7.000000000000001e-05,,1.2e-05,5.8e-07,0.0001,6e-07,0.00049,,,0.034,0.15,0.31,,0.0019,0.56,0.0012,0.29,0.0,1.6e-05,,
"Crustacés (moyenne), crus",,,15.5,1.0,1.2,77,0.2,0.2,0.4,,,0.0,0.7,0.0,0.123,,,0.00014000000000000001,5e-05,0.0038399999999999997,0.00075,0.00015,,1.55e-05,4.5000000000000003e-07,0.002,0.0,0.0015,,,0.034,0.21,0.03,,0.0027,0.27,0.0012,0.19,4.4e-05,0.00017,,
"Datte, sèche",,,2.4,64.7,0.4,287,0.0,0.0,0.0,,,64.7,0.0,7.5,0.0,,,5.9999999999999995e-05,5.9999999999999995e-05,0.00136,0.0006,0.00011999999999999999,,1.84e-05,0.0,0.0002,0.0,0.00067,,,0.055,0.73,0.068,,0.0004,0.011,0.0022,0.068,2e-06,1e-06,,
"Demi-crème, pasteurisée",,,2.3,3.3,27.9,274,16.7,6.6,1.3,,,3.3,0.1,0.0,0.082,,,2e-05,0.00015,7.000000000000001e-05,0.00045,2.9999999999999997e-05,,6.8e-06,2.6e-07,0.0009,4.0000000000000003e-07,0.00062,,,0.007,0.13,0.078,,0.0002,0.035,0.0,0.064,0.0,1.2e-05,,
"Demi-crème, UHT",,,2.5,3.7,25.1,251,15.1,5.9,1.2,,,3.7,0.1,0.0,0.071,,,2e-05,0.00013000000000000002,7.000000000000001e-05,0.00045,2e-05,,2.7e-06,2.6e-07,0.0,4.0000000000000003e-07,0.00069,,,0.0086,0.14,0.091,,0.0003,0.034,0.0,0.074,0.0,1.2e-05,,
Demie-crème acidulé,,,2.7,3.2,16.6,173,10.8,4.3,0.8,,,3.2,0.1,0.0,0.05,,,4e-05,0.0002,0.0001,0.00029,4e-05,,1.1e-05,2.3000000000000002e-07,0.0,3e-07,0.00045,,,0.011,0.13,0.1,,0.0004,0.04,0.0001,0.08,0.0,1.1e-05,,
"Dinde, poitrine, escalope ou émincé, cru",,,24.0,0.0,1.5,109,0.3,0.3,0.3,,,0.0,0.2,0.0,0.037,,,0.00011999999999999999,0.0001,0.009859999999999999,0.0008,0.0004,,8e-06,5.699999999999999e-07,0.0,0.0,0.0,,,0.032,0.33,0.0079,,0.0018,0.063,0.0007,0.21,8.900000000000001e-06,1.5e-06,,
"Dinde, poitrine, escalope ou émincé, grillé (sans adjonction de graisse ni de sel)",,,31.8,0.0,1.5,141,0.3,0.3,0.3,,,0.0,0.2,0.0,0.05,,,0.00011,0.00013000000000000002,0.01066,0.00086,0.0003,,5.4e-06,5e-07,0.0,0.0,0.0,,,0.035,0.4,0.011,,0.0024,0.072,0.0009,0.24,1.2e-05,2e-06,,
"Donut, nappé de chocolat",,,6.4,44.0,17.6,364,7.9,7.0,1.4,,,21.1,0.3,2.0,0.047,,,0.0001,0.00011999999999999999,0.0004,0.0004,8e-05,,2.2899999999999998e-05,1.5e-07,0.0002,3e-07,0.00163,,,0.029,0.21,0.037,,0.0008,0.11,0.0015,0.097,0.0,5.5e-06,,
"Double crème, pasteurisée",,,1.9,2.7,50.0,468,30.0,11.7,2.3,,,2.7,0.1,0.0,0.147,,,2e-05,0.00019,0.0,0.00023,1e-05,,7e-06,6e-07,0.001,3e-07,0.00164,,,0.005,0.065,0.049,,0.0002,0.022,0.0001,0.052,0.0,3.5e-05,,
Dulce de Leche,,,5.7,52.6,7.3,299,4.4,1.7,0.3,,,52.6,0.2,0.0,0.028,,,2.9999999999999997e-05,0.00037,0.00019,0.00055,4e-05,,5e-06,2.7e-07,0.0013,1.0000000000000001e-07,0.00023,,,0.018,0.28,0.21,,0.0006,0.069,0.0001,0.16,1.8999999999999998e-06,1.7e-05,,
Eau-de-vie de canne à sucre (p.ex. Rhum),,,0.0,0.0,0.0,234,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1e-05,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.002,0.0,,0.0001,0.001,0.0001,0.005,0.0,0.0,,
"Eau-de-vie de céréales, 40% vol (p.ex. Whisky)",,,0.0,0.1,0.0,247,0.0,0.0,0.0,,,0.1,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.001,0.003,0.002,,0.0001,0.001,0.0,0.005,0.0,0.0,,
Eau-de-vie de cerises (Kirsch),,,0.0,0.0,0.0,245,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.003,0.002,,0.0,0.0,0.0,0.0,0.0,0.0,,
"Eau-de-vie de vin (p. ex. Cognac, brandy)",,,0.0,2.0,0.0,240,0.0,0.0,0.0,,,2.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.001,0.002,0.0,,0.0,0.002,0.0,0.0,0.0,0.0,,
Eau potable (en moyenne en Suisse),,,0.0,0.0,0.0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.001,0.0,0.007,,0.0,0.001,0.0,0.0,0.0,0.0,,
"Eaux-de-vie, 40 % vol (p.ex. Vodka, Gin)",,,0.0,0.0,0.0,234,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.004,0.0,,0.0,0.003,0.0,0.004,0.0,0.0,,
"Echalote, crue",,,1.8,12.2,0.5,66,0.0,0.0,0.0,,,3.3,0.0,2.6,0.0,,,4e-05,1e-05,0.0002,0.00019,0.0001,,1.0199999999999999e-05,0.0,0.008,0.0,8e-05,,,0.0075,0.22,0.0095,,0.0002,0.005,0.0001,0.046,0.0,0.0,,
"Écorce de citron confite, citronat",,,0.4,70.0,0.4,289,0.1,0.0,0.2,,,70.0,0.0,2.0,0.0,,,2e-05,2.9999999999999997e-05,0.00011999999999999999,0.0001,5.9999999999999995e-05,,4e-06,0.0,0.004,0.0,0.0,,,0.005,0.05,0.04,,0.0001,0.002,0.0003,0.004,0.0,5e-07,,
"Edamame (fève de soja, immature), écossé, congelé",,,11.5,5.1,7.4,143,0.9,2.4,2.7,,,1.4,0.0,5.5,0.0,,,0.00015,0.00011999999999999999,0.00088,0.0016899999999999999,8.999999999999999e-05,,0.000108,0.0,0.0154,0.0,0.00249,,,0.06,0.4,0.07,,0.0012,0.009800000000000001,0.0019,0.16,1e-06,0.0,,
"Emincé de poulet à la sauce curry, fait maison",,,14.6,3.3,4.8,116,1.5,2.4,0.5,,,1.5,0.5,0.4,0.044,,,5.9999999999999995e-05,8e-05,0.00415,0.00035999999999999997,0.00029,,5.4e-06,1.0000000000000001e-07,0.0006,6e-07,0.00076,,,0.017,0.17,0.015,,0.0004,0.21,0.0009,0.11,0.0,1.2e-06,,
"Emincé de veau à la sauce curry, fait maison",,,13.1,3.3,5.0,111,1.6,2.4,0.6,,,1.5,0.5,0.4,0.046,,,2.9999999999999997e-05,0.00011,0.00285,0.00068,0.00014000000000000001,,4.6e-06,6e-07,0.0006,2.3e-06,0.00076,,,0.015,0.17,0.015,,0.0021000000000000003,0.22,0.0011,0.11,0.0,1.8000000000000001e-06,,
"Emincé/haché/escalope, végétarien, à base de mycoprotéine, cru",,,13.4,1.6,2.3,92,0.3,0.4,1.2,,,0.0,0.4,6.0,0.001,,,4e-05,0.00035,0.00095,0.00023,8e-05,,4.0799999999999996e-05,0.0,0.0,0.0,4e-05,,,0.041,0.11,0.17,,0.0066,0.16,0.0003,0.24,2.5e-06,1e-06,,
"Emincé (moyenne de veau, boeuf, porc, volaille), grillé (sans adjonction de graisse ni de sel)",,,29.5,0.2,2.6,142,0.8,1.0,0.4,,,0.0,0.2,0.0,0.072,,,0.00020999999999999998,0.00017999999999999998,0.00864,0.00094,0.00045,,6.7e-06,7.6e-07,0.0,5e-07,0.00038,,,0.028,0.37,0.012,,0.0025,0.068,0.001,0.24,1.5e-05,1.8000000000000001e-06,,
"Emincé, végétalien, à base de protéines de soja ou de pois, cru",,,20.7,3.5,3.3,139,0.4,1.1,1.3,,,1.4,1.5,6.5,0.0,,,0.00011,0.0001,0.0007099999999999999,0.00035999999999999997,8e-05,,4.44e-05,0.0,0.0005,3e-07,0.00109,,,0.089,0.66,0.086,,0.0016,0.61,0.0031,0.27,6.4000000000000006e-06,5.3e-06,,
"Emmentaler, gras",,,28.4,0.0,32.6,408,20.3,7.9,1.5,,,0.0,0.4,0.0,0.084,,,1e-05,0.0003,0.00017999999999999998,0.0003,0.00011999999999999999,,9.4e-06,1.6699999999999999e-06,0.0,5e-07,0.00035,,,0.031,0.084,1.03,,0.0046,0.17,0.0004,0.62,0.0,2e-05,,
"Endive, à la vapeur (sans adjonction de sel)",,,1.1,2.8,0.2,20,0.0,0.0,0.1,,,2.4,0.0,1.2,0.0,,,4e-05,4e-05,0.00017,0.00011999999999999999,2.9999999999999997e-05,,1.58e-05,0.0,0.0009,0.0,0.0,,,0.0083,0.16,0.018,,0.0001,0.0017,0.0001,0.024,1.0000000000000001e-07,4.0000000000000003e-07,,
"Endive, crue",,,1.1,2.8,0.2,20,0.0,0.0,0.1,,,2.4,0.0,1.2,0.0,,,5e-05,4e-05,0.00020999999999999998,0.00014000000000000001,2.9999999999999997e-05,,2.5600000000000002e-05,0.0,0.0016,0.0,0.0,,,0.0089,0.19,0.018,,0.0001,0.0019,0.0002,0.025,1.0000000000000001e-07,4.0000000000000003e-07,,
"Energy drink, avec caféine, taurine et vitamines, avec édulcorants",,,0.0,0.2,0.0,1,0.0,0.0,0.0,,,0.0,0.2,0.0,0.0,,,0.0,0.00043,0.00777,0.00155,0.0015400000000000001,,0.0,1.77e-06,0.0,0.0,0.0,,,0.001,0.003,0.004,,0.0,0.063,0.0,0.003,1.0000000000000001e-07,0.0,,
"Energy drink, avec caféine, taurine et vitamines, sucré",,,0.0,10.9,0.0,44,0.0,0.0,0.0,,,10.8,0.2,0.0,0.0,,,0.0,0.00043,0.00754,0.00155,0.0014199999999999998,,0.0,1.6299999999999999e-06,0.0,0.0,0.0,,,0.001,0.003,0.004,,0.0,0.063,0.0,0.003,1.0000000000000001e-07,0.0,,
"Épinard, à la vapeur (sans adjonction de sel)",,,3.3,1.6,0.8,31,0.1,0.0,0.4,,,0.1,0.2,2.3,0.0,,,8e-05,0.00023999999999999998,0.00065,0.00026000000000000003,0.00023999999999999998,,7.45e-05,0.0,0.036899999999999995,0.0,0.00276,,,0.11,0.66,0.13,,0.0007,0.077,0.0019,0.058,6e-07,1.5e-05,,
"Épinard, cru",,,2.6,1.3,0.6,25,0.1,0.0,0.4,,,0.1,0.2,1.9,0.0,,,7.000000000000001e-05,0.0002,0.00062,0.00023,0.00020999999999999998,,9.44e-05,0.0,0.051,0.0,0.0021000000000000003,,,0.089,0.59,0.1,,0.0006,0.069,0.0018,0.046,4.0000000000000003e-07,1.2e-05,,
"Epinards à la crème, cuits",,,2.9,4.0,3.8,65,1.4,1.0,1.0,,,1.2,0.7,1.8,0.006,,,5.9999999999999995e-05,0.00020999999999999998,0.0006,0.00023999999999999998,0.00016,,5e-05,4e-08,0.0246,0.0,0.0024100000000000002,,,0.074,0.49,0.11,,0.0006,0.3,0.0015,0.058,0.0,1.1e-05,,
"Escalope de veau, grillée à l'huile de colza HOLL",,,26.8,0.0,8.6,185,0.9,5.9,1.1,,,0.0,1.0,0.0,0.083,,,5e-05,0.0003,0.00753,0.00111,0.00027,,1.51e-05,9.8e-07,0.0,0.0,0.00057,,,0.029,0.28,0.0058,,0.003,0.39,0.0028,0.24,8.8e-06,3e-07,,
"Escalope (moyenne de veau, boeuf, porc, poulet), crue",,,22.6,0.2,2.1,110,0.7,0.9,0.3,,,0.0,0.2,0.0,0.052,,,0.00027,0.00016,0.0078,0.00079,0.00045,,7.9e-06,9.000000000000001e-07,0.0,2.0000000000000002e-07,0.00041,,,0.024,0.34,0.0092,,0.0019,0.061,0.0009,0.2,1.1e-05,1.3e-06,,
"Escalope (moyenne de volaille, veau, boeuf, porc), grillée (sans adjonction de graisse ni de sel)",,,29.7,0.2,2.4,141,0.8,1.0,0.4,,,0.0,0.2,0.0,0.071,,,0.00026000000000000003,0.0002,0.00876,0.0009,0.00041999999999999996,,8.2e-06,9.499999999999999e-07,0.0,2.0000000000000002e-07,0.00047999999999999996,,,0.029,0.37,0.012,,0.0025,0.072,0.0012,0.23,1.5e-05,1.8000000000000001e-06,,
"Escalope (moyenne de volaille, veau, boeuf, porc), panée, sautée",,,23.9,10.2,10.2,229,1.5,6.5,1.4,,,0.5,0.9,0.6,0.09,,,0.00028000000000000003,0.00017999999999999998,0.00725,0.00109,0.00044,,1.9399999999999997e-05,9.8e-07,0.0,5e-07,0.0024700000000000004,,,0.026,0.35,0.019,,0.002,0.34,0.0012,0.22,1.4e-05,6.3e-06,,
"Escargot aux noisettes, pâte levée",,,12.2,54.9,18.7,445,5.7,9.6,1.9,,,12.9,1.2,3.8,0.061,,,0.00033,0.00019,0.00151,0.00076,0.00020999999999999998,,5.8299999999999994e-05,1.7000000000000001e-07,0.0005,4.0000000000000003e-07,0.00312,,,0.042,0.3,0.069,,0.0012,0.47,0.0016,0.17,0.0,6.5e-06,,
Etoiles à la cannelle,,,14.2,50.9,25.9,505,2.2,16.6,6.0,,,50.3,0.1,5.6,0.0,,,8e-05,0.00051,0.0009599999999999999,0.00027,7.000000000000001e-05,,2.86e-05,4e-08,0.0006,0.0,0.01265,,,0.12,0.4,0.15,,0.0017,0.047,0.0022,0.25,2.6e-06,1.1e-06,,
"Expresso crème, non sucré",,,0.5,0.8,2.5,28,1.5,0.6,0.1,,,0.7,0.0,0.1,0.008,,,0.0,2e-05,0.00013000000000000002,7.000000000000001e-05,0.0,,5e-07,8e-08,0.0002,1.0000000000000001e-07,5.9999999999999995e-05,,,0.0040999999999999995,0.045,0.023,,0.0,0.014,0.0,0.017,0.0,1.8999999999999998e-06,,
"Falafel, frit (à l'huile de colza HOLL)",,,8.4,26.9,7.9,225,0.7,5.0,1.8,,,1.9,0.7,6.4,0.0,,,0.00014000000000000001,4e-05,0.00047999999999999996,0.00026000000000000003,0.00011,,5.19e-05,0.0,0.0046,0.0,0.00226,,,0.047,0.36,0.047,,0.0009,0.3,0.0019,0.14,0.0,9.000000000000001e-07,,
Farine à spätzli,,,12.9,67.6,1.5,347,0.2,0.1,0.5,,,1.4,0.0,5.7,0.0,,,0.00011999999999999999,4e-05,0.00051,0.00038,8e-05,,3.9399999999999995e-05,0.0,0.0,0.0,0.00035999999999999997,,,0.046,0.2,0.019,,0.0015,0.0016,0.0022,0.14,0.0,4.2000000000000004e-06,,
