name,brand,barcode,proteins,carbohydrates,fats,energy,saturated_fats,monounsaturated_fats,polyunsaturated_fats,omega3,omega6,sugars,salt,dietary_fiber,cholesterol,caffeine_milli,vitamin_a,vitamin_b1,vitamin_b2,vitamin_b3,vitamin_b5,vitamin_b6,vitamin_b7_micro,vitamin_b9,vitamin_b12,vitamin_c,vitamin_d,vitamin_e,vitamin_k_micro,manganese_milli,magnesium,potassium,calcium,copper_milli,zinc,sodium,iron,phosphorus,selenium,iodine,package_weight,serving_weight
Minestrone,,,2.0,7.0,1.8,53,0.7,0.7,0.2,,,2.6,1.0,0.4,0.001,,,2e-05,2e-05,0.00079,0.0001,4e-05,,7e-06,0.0,0.001,0.0,0.0,,,0.005,0.11,0.014,,0.0,0.39,0.0003,0.02,0.0,0.0,,
Minipic Würstchen,,,26.1,0.8,39.1,460,15.4,18.7,3.8,,,0.8,4.5,0.0,0.097,,,0.00028000000000000003,0.00016,0.0072,0.0009,0.00022,,2.5e-06,1.8000000000000001e-06,0.0039,1.6000000000000001e-06,0.0,,,0.028,0.39,0.0,,0.0039,1.78,0.003,0.33,1.3e-05,8.000000000000001e-07,,
"Mirabelle, gedünstet, abgetropft (ohne Zugabe von Zucker)",,,0.7,16.6,0.2,70,0.0,0.0,0.0,,,12.2,0.0,2.0,0.0,,,5e-05,1e-05,0.00014000000000000001,0.00016,4e-05,,4.5e-06,0.0,0.0025,0.0,0.00098,,,0.0075,0.17,0.012,,0.0001,0.0,0.0001,0.019,1.5e-06,1.1e-06,,
"Mirabelle, roh",,,0.6,18.0,0.2,76,0.0,0.0,0.0,,,13.3,0.0,2.2,0.0,,,7.000000000000001e-05,2e-05,0.00016,0.00017,5e-05,,7.8e-06,0.0,0.0055,0.0,0.00085,,,0.008199999999999999,0.24,0.011,,0.0001,0.0,0.0001,0.021,1.3e-06,1e-06,,
"Molke, süss",,,0.8,4.7,0.2,24,0.1,0.1,0.0,,,4.7,0.1,0.0,0.001,,,4e-05,0.00014000000000000001,0.0002,0.0004,4e-05,,1e-06,2.0000000000000002e-07,0.001,0.0,0.0,,,0.008,0.13,0.068,,0.0001,0.045,0.0001,0.04,0.0,8e-06,,
"Morchel, gedünstet (ohne Zugabe von Fett und Salz)",,,2.8,0.6,0.4,34,0.1,0.0,0.2,,,0.1,0.0,8.5,0.0,,,0.00011999999999999999,5.9999999999999995e-05,0.00488,0.0025,5e-05,,1.83e-05,0.0,0.0045,3.7999999999999996e-06,0.00022,,,0.016,0.37,0.013,,0.0005,0.0021000000000000003,0.0012,0.19,0.0,1.2e-05,,
"Morchel, roh",,,2.5,0.5,0.3,29,0.1,0.0,0.2,,,0.1,0.0,7.0,0.0,,,0.00013000000000000002,5.9999999999999995e-05,0.005,0.0025,5e-05,,2.5e-05,0.0,0.005,3.1e-06,0.00019,,,0.016,0.39,0.011,,0.0005,0.002,0.0012,0.16,0.0,1e-05,,
Mortadella,,,15.7,0.8,26.6,306,9.9,12.1,2.7,,,0.8,2.1,0.0,0.074,,,0.00035999999999999997,0.00011999999999999999,0.00297,0.00047999999999999996,0.00019,,3e-06,1.0500000000000001e-06,0.0248,0.0,0.00041,,,0.013,0.099,0.0038,,0.0013,0.83,0.0009,0.17,0.0,1.5e-06,,
Mostbröckli,,,32.6,0.5,1.9,150,0.9,0.8,0.2,,,0.5,4.7,0.0,0.069,,,0.0001,0.00017,0.0070999999999999995,0.0009,0.00037,,0.0,1.4e-06,0.0116,0.0,0.0,,,0.033,0.58,0.0,,0.005900000000000001,1.86,0.0033,0.3,1.4e-05,0.0,,
Mozzarella,,,19.5,0.7,19.5,256,11.4,6.0,0.7,,,0.7,0.4,0.0,0.046,,,2.9999999999999997e-05,0.00027,0.0004,0.00014000000000000001,7.000000000000001e-05,,1.6e-05,1.4e-06,0.0,3e-07,0.00039,,,0.01,0.008,0.34,,0.0026,0.14,0.0001,0.35,0.0,4.8e-06,,
"Müeslimischung, Getreideflocken mit Früchten und Nüssen, gezuckert ",,,11.4,62.3,5.6,365,0.7,1.7,1.7,,,10.5,0.1,10.1,0.0,,,0.00031,5.9999999999999995e-05,0.00185,0.00058,0.00016,,3.54e-05,0.0,0.0014,0.0,0.00132,,,0.1,0.38,0.045,,0.0024,0.033,0.0028,0.33,0.0,2.2e-06,,
"Müeslimischung, Getreideflocken mit Früchten und Nüssen, ungesüsst",,,11.3,57.4,8.3,372,1.4,2.9,2.5,,,11.6,0.0,10.8,0.0,,,0.00033,8.999999999999999e-05,0.0021000000000000003,0.00063,0.0002,,4.1700000000000004e-05,0.0,0.004200000000000001,0.0,0.00256,,,0.11,0.45,0.055,,0.0024,0.013,0.0031,0.32,0.0,2.4e-06,,
"Mürbeteig (mit Butter), süss, gebacken",,,9.8,57.3,28.6,530,16.3,6.9,1.9,,,13.2,0.9,2.0,0.126,,,0.00011,7.000000000000001e-05,0.0002,0.0005200000000000001,0.00011,,1.04e-05,2.1e-07,0.0,9.000000000000001e-07,0.0011,,,0.024,0.14,0.02,,0.001,0.35,0.0013,0.12,5.3e-06,7e-06,,
"Mürbeteig (mit Butter), süss, ungebacken",,,7.8,45.8,22.9,424,13.1,5.5,1.5,,,10.5,0.7,1.6,0.101,,,0.00011999999999999999,5.9999999999999995e-05,0.00017,0.00055,0.0001,,1.67e-05,1.7000000000000001e-07,0.0,7e-07,0.00088,,,0.019,0.12,0.016,,0.0008,0.28,0.001,0.092,4.2000000000000004e-06,5.6e-06,,
"Mürbeteig (mit pflanzlichem Fett), süss, gebacken",,,8.0,58.4,24.9,494,11.2,9.8,2.8,,,17.8,0.3,1.9,0.026,,,0.0001,4e-05,0.00017999999999999998,0.00034,8.999999999999999e-05,,7.2000000000000005e-06,1.0000000000000001e-07,0.0,2.0000000000000002e-07,0.00244,,,0.021,0.12,0.012,,0.0007,0.13,0.001,0.086,3e-06,3.5e-06,,
"Mürbeteig (mit pflanzlichem Fett), süss, ungebacken",,,6.4,46.7,19.9,395,9.0,7.9,2.2,,,14.2,0.3,1.5,0.021,,,0.0001,2.9999999999999997e-05,0.00015,0.00037,8e-05,,1.1400000000000001e-05,8e-08,0.0,2.0000000000000002e-07,0.00195,,,0.017,0.093,0.009300000000000001,,0.0006,0.1,0.0008,0.069,2.4e-06,2.8e-06,,
Mütschli,,,8.7,51.8,0.8,255,0.2,0.1,0.4,,,0.7,1.7,2.5,0.0,,,0.00011,4e-05,0.00043,0.00023,5.9999999999999995e-05,,1.54e-05,1e-08,0.0,0.0,0.00038,,,0.014,0.14,0.0078,,0.0005,0.69,0.0006,0.06,1.8999999999999998e-06,9.000000000000001e-07,,
"Nasi Goreng, zubereitet",,,10.8,16.1,1.8,124,0.3,1.1,0.3,,,0.7,1.3,0.5,0.023,,,0.0001,7.000000000000001e-05,0.00404,0.0004,0.00019,,5.2e-06,7e-08,0.0109,4.0000000000000003e-07,0.00037,,,0.017,0.17,0.018,,0.0007,0.51,0.0003,0.12,0.0,1.3e-06,,
"Nektarine, roh",,,1.0,11.3,0.3,55,0.0,0.1,0.1,,,8.8,0.0,1.3,0.0,,,2e-05,2e-05,0.00064,0.00023999999999999998,2e-05,,8e-06,0.0,0.0046,0.0,0.00061,,,0.009,0.26,0.007,,0.0001,0.001,0.0002,0.025,2.0000000000000002e-07,3e-06,,
"Nugget, vegan, aus Pflanzenproteinen, roh",,,15.5,19.7,10.9,250,1.1,6.1,3.2,,,1.8,1.2,5.4,0.0,,,7.000000000000001e-05,0.0001,0.00061,0.00034,4e-05,,3.15e-05,0.0,0.0005,3e-07,0.00376,,,0.056,0.39,0.067,,0.001,0.48,0.0022,0.17,5.9e-06,8.400000000000001e-06,,
Nussgipfel aus Blätterteig,,,6.8,36.2,26.9,419,9.9,12.4,2.1,,,15.8,0.5,2.7,0.071,,,0.00013000000000000002,4e-05,0.00033,0.00047999999999999996,0.00014000000000000001,,1.7800000000000002e-05,8e-08,0.0004,4.0000000000000003e-07,0.0035299999999999997,,,0.039,0.19,0.042,,0.001,0.21,0.0012,0.11,2e-06,4.4e-06,,
Nussgipfel aus Hefeteig,,,7.7,41.9,12.6,318,3.4,6.9,1.5,,,18.4,0.6,2.5,0.036,,,0.00019,0.00013000000000000002,0.0009,0.00046,0.00013000000000000002,,3.5e-05,1.0000000000000001e-07,0.0003,2.0000000000000002e-07,0.00264,,,0.032,0.2,0.048,,0.0008,0.26,0.001,0.12,8.000000000000001e-07,3.9e-06,,
"Nüsslisalat, roh",,,2.0,0.8,0.2,18,0.1,0.0,0.1,,,0.8,0.0,2.3,0.0,,,8e-05,7.000000000000001e-05,0.00037,0.00025,8.999999999999999e-05,,4.8200000000000006e-05,0.0,0.0245,0.0,0.0,,,0.019,0.33,0.041,,0.0001,0.004,0.0004,0.03,0.0,3.5e-05,,
Nussschnecke aus Hefeteig,,,12.2,54.9,18.7,445,5.7,9.6,1.9,,,12.9,1.2,3.8,0.061,,,0.00033,0.00019,0.00151,0.00076,0.00020999999999999998,,5.8299999999999994e-05,1.7000000000000001e-07,0.0005,4.0000000000000003e-07,0.00312,,,0.042,0.3,0.069,,0.0012,0.47,0.0016,0.17,0.0,6.5e-06,,
"Ofen-Frites, tiefgekühlt",,,2.4,23.4,5.1,154,0.5,4.0,0.4,,,1.1,0.0,2.5,0.0,,,8e-05,5.9999999999999995e-05,0.00135,0.00041,0.00016,,1.98e-05,0.0,0.0214,0.0,0.00174,,,0.027,0.48,0.0060999999999999995,,0.0003,0.0012,0.0003,0.061,3e-07,4.7e-06,,
"Olive, grün, in Salzlake, abgetropft",,,1.3,0.0,15.7,154,2.3,11.1,1.5,,,0.0,3.2,3.6,0.0,,,2e-05,1e-05,0.0001,4e-05,2e-05,,5e-06,0.0,0.0005,3e-07,0.00439,,,0.024,0.031,0.058,,0.0001,1.26,0.0002,0.0067,0.0,2e-06,,
Olivenöl,,,0.0,0.0,100.0,900,11.9,75.2,7.4,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0288,,,0.001,0.001,0.0,,0.0,0.001,0.0001,0.002,0.0,1.0000000000000001e-07,,
"Olive, schwarz",,,1.4,0.8,17.2,176,2.1,10.2,1.5,,,0.8,1.8,6.2,0.0,,,2e-05,1e-05,0.0001,4e-05,2.9999999999999997e-05,,5e-06,0.0,0.0005,0.0,0.0069500000000000004,,,0.016,0.019,0.08,,0.0001,0.71,0.0085,0.0079,0.0,4.5e-06,,
Orangeat,,,0.4,74.3,0.3,306,0.1,0.1,0.1,,,74.3,0.0,2.3,0.0,,,4e-05,2.9999999999999997e-05,0.0003,0.00015,5.9999999999999995e-05,,4e-06,0.0,0.004,0.0,0.0,,,0.007,0.07,0.05,,0.0001,0.001,0.0003,0.007,0.0,5e-07,,
Orangennektar,,,0.4,10.5,0.0,44,0.0,0.0,0.0,,,10.5,0.0,0.1,0.0,,,4e-05,1e-05,0.00014000000000000001,8e-05,2e-05,,1.2e-05,0.0,0.012,0.0,0.0001,,,0.007,0.11,0.006,,0.0001,0.001,0.0001,0.01,0.0,2e-06,,
Orangensaft,,,0.6,9.6,0.1,42,0.1,0.0,0.0,,,9.6,0.0,0.3,0.0,,,8e-05,2e-05,0.0003,0.00023999999999999998,0.0001,,3e-05,0.0,0.037,0.0,0.00019,,,0.01,0.17,0.008,,0.0,0.0048,0.0001,0.017,5e-07,7e-07,,
"Orange, roh",,,0.8,8.0,0.2,45,0.0,0.1,0.1,,,7.6,0.0,2.7,0.0,,,8.999999999999999e-05,2.9999999999999997e-05,0.00035,0.00017999999999999998,5e-05,,1.88e-05,0.0,0.0509,0.0,0.00019,,,0.015,0.18,0.045,,0.0002,0.0,0.0003,0.038,1.2e-06,1e-06,,
Palmöl - Palmfett,,,0.0,0.0,99.9,899,48.8,37.8,9.3,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0074,,,0.001,0.001,0.001,,0.0,0.001,0.0,0.001,0.0,0.0,,
Panettone,,,6.4,56.5,10.7,354,5.6,3.2,0.7,,,22.9,0.1,2.8,0.112,,,0.00013000000000000002,0.00011,0.00063,0.0,0.00011999999999999999,,3.3e-05,0.0,0.0,4.0000000000000003e-07,0.00062,,,0.0,0.23,0.15,,0.0006,0.038,0.003,0.13,0.0,0.0,,
Paniermehl,,,12.7,73.5,2.1,373,0.5,0.3,0.7,,,4.4,1.0,4.5,0.0,,,0.0002,5e-05,0.0008,0.0006,0.00011,,3.9e-05,0.0,0.0,0.0,0.0004,,,0.023,0.13,0.05,,0.0009,0.4,0.0012,0.1,0.0,2.8e-06,,
Pantli,,,21.1,0.9,50.0,538,19.5,23.8,4.3,,,0.9,4.0,0.0,0.085,,,0.00044,0.00023999999999999998,0.00615,0.00053,0.00028000000000000003,,2.5e-06,3.63e-06,0.0711,0.0,0.00068,,,0.022,0.34,0.005,,0.0031,1.6,0.0016,0.18,0.0,8.000000000000001e-07,,
"Papaya, reif, roh",,,0.5,9.5,0.1,44,0.0,0.0,0.0,,,9.5,0.0,1.8,0.0,,,2.9999999999999997e-05,2.9999999999999997e-05,0.00033,0.00016,4e-05,,1.7800000000000002e-05,0.0,0.0678,0.0,0.00028000000000000003,,,0.017,0.22,0.021,,0.0001,0.014,0.0002,0.009,9.000000000000001e-07,1.0000000000000001e-07,,
Paprika (Gewürz),,,14.8,34.9,13.0,358,2.1,1.2,8.4,,,33.2,0.1,20.9,0.0,,,0.00065,0.00174,0.015300000000000001,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.19,2.34,0.18,,0.0040999999999999995,0.034,0.024,0.35,0.0,5e-06,,
Paranuss,,,17.0,4.2,66.5,698,16.1,23.9,24.4,,,2.3,0.0,7.5,0.0,,,0.00062,4e-05,0.0003,0.00017999999999999998,0.0001,,2.2e-05,0.0,0.0007,0.0,0.0056500000000000005,,,0.35,0.64,0.16,,0.0043,0.0007,0.0024,0.65,0.00023,5e-06,,
Pariserbrot,,,9.0,51.2,0.9,255,0.2,0.1,0.5,,,0.5,1.6,2.9,0.0,,,0.00011999999999999999,2.9999999999999997e-05,0.00046,0.00026000000000000003,8.999999999999999e-05,,8.8e-06,1e-08,0.0,0.0,0.00035999999999999997,,,0.022,0.14,0.01,,0.0007,0.66,0.0009,0.081,2.7e-06,1e-06,,
Parmesan,,,30.5,0.0,31.0,401,20.6,7.2,1.0,,,0.0,1.6,0.0,0.077,,,2e-05,0.00029,0.0002,0.00079,0.0001,,2e-05,1.75e-06,0.0,8.000000000000001e-07,0.00078,,,0.044,0.1,1.34,,0.004,0.65,0.0007,0.8,0.0,4e-05,,
"Passionsfrucht, roh",,,2.1,10.9,3.0,102,0.5,0.5,1.8,,,8.5,0.0,6.8,0.0,,,0.0,7.000000000000001e-05,0.00147,0.00027,0.00023,,0.0001026,0.0,0.0256,0.0,0.0004,,,0.026,0.24,0.0081,,0.0008,0.005,0.0006,0.046,6e-07,1.3e-06,,
"Pastinake, gekocht (ohne Zugabe von Salz)",,,1.2,11.4,0.4,58,0.1,0.0,0.2,,,2.9,0.0,2.1,0.0,,,7.000000000000001e-05,0.0001,0.00069,0.00033,7.000000000000001e-05,,2.27e-05,0.0,0.0083,0.0,0.00093,,,0.013,0.2,0.042,,0.0004,0.0022,0.0003,0.068,5e-07,3.4e-06,,
"Pastinake, roh",,,1.3,12.1,0.4,62,0.1,0.0,0.3,,,3.1,0.0,2.1,0.0,,,0.0001,0.00013000000000000002,0.00094,0.0005200000000000001,8.999999999999999e-05,,4.32e-05,0.0,0.0197,0.0,0.00088,,,0.021,0.43,0.042,,0.0005,0.0038,0.0004,0.071,6e-07,3.6000000000000003e-06,,
"Peperoni, grün, gedünstet (ohne Zugabe von Fett und Salz)",,,1.1,3.7,0.4,27,0.1,0.0,0.2,,,3.2,0.0,2.2,0.0,,,2.9999999999999997e-05,2.9999999999999997e-05,0.00063,0.00016,0.00026000000000000003,,2.2e-05,0.0,0.1172,0.0,0.00082,,,0.012,0.19,0.011,,0.0001,0.006900000000000001,0.0004,0.034,1.0000000000000001e-07,5e-07,,
"Peperoni, grün, roh",,,0.9,3.0,0.3,22,0.1,0.0,0.2,,,2.6,0.0,1.8,0.0,,,2.9999999999999997e-05,2.9999999999999997e-05,0.0006,0.00015,0.00025,,2.78e-05,0.0,0.122,0.0,0.00063,,,0.011,0.19,0.0086,,0.0001,0.006,0.0004,0.027,1.0000000000000001e-07,4.0000000000000003e-07,,
"Peperoni, rot, gedünstet (ohne Zugabe von Fett und Salz)",,,1.1,7.2,0.1,39,0.0,0.0,0.1,,,6.4,0.0,2.1,0.0,,,2.9999999999999997e-05,8e-05,0.0010400000000000001,0.00017999999999999998,0.00031,,3.27e-05,0.0,0.1431,0.0,0.00297,,,0.013,0.25,0.0085,,0.0001,0.0004,0.0004,0.031,2.0000000000000002e-07,2.0000000000000002e-07,,
"Peperoni, rot, roh",,,0.9,5.9,0.1,32,0.0,0.0,0.1,,,5.2,0.0,1.7,0.0,,,2.9999999999999997e-05,8e-05,0.00098,0.00016,0.00029,,4.14e-05,0.0,0.149,0.0,0.00226,,,0.012,0.24,0.0066,,0.0001,0.0004,0.0003,0.025,1.0000000000000001e-07,1.0000000000000001e-07,,
"Pestosauce, grün",,,5.6,6.6,42.5,436,6.5,16.6,17.6,,,3.2,2.7,2.5,0.018,,,5e-05,0.0001,0.0005899999999999999,0.00031,7.000000000000001e-05,,2.58e-05,0.0,0.09259999999999999,3e-07,0.0179,,,0.036,0.2,0.15,,0.0007,1.06,0.0006,0.094,4e-06,4e-06,,
"Pestosauce, rot",,,6.2,13.1,36.2,410,5.0,15.2,13.8,,,11.2,2.1,3.5,0.005,,,0.00013000000000000002,0.00016,0.0029300000000000003,0.00062,0.00026000000000000003,,3.48e-05,8e-08,0.0214,0.0,0.01766,,,0.061,1.05,0.093,,0.001,0.83,0.0025,0.15,0.0,0.0,,
"Petersilie, roh",,,3.9,7.4,0.5,58,0.1,0.0,0.2,,,4.8,0.1,4.3,0.0,,,0.00015,0.0003,0.0014,0.00031,0.0002,,0.000132,0.0,0.182,0.0,0.00354,,,0.037,0.85,0.21,,0.0008,0.038,0.005900000000000001,0.11,0.0,3.4e-06,,
Petit Beurre,,,8.7,70.2,12.4,431,7.1,2.8,1.0,,,20.6,0.5,2.3,0.033,,,0.00015,2.9999999999999997e-05,0.00023,0.00035,0.00011999999999999999,,1.15e-05,1e-08,0.0,2.0000000000000002e-07,0.00063,,,0.024,0.13,0.011,,0.0008,0.22,0.0011,0.09,1.7e-06,1.8999999999999998e-06,,
Petit Beurre mit Schokolade,,,7.7,63.8,21.3,482,12.9,6.5,1.1,,,37.2,0.5,2.1,0.023,,,0.0001,0.00020999999999999998,0.00031,0.00023,7.000000000000001e-05,,6.3e-06,0.0,0.0013,1.0000000000000001e-07,0.00045,,,0.039,0.37,0.12,,0.0012,0.2,0.0016,0.16,0.0,9.1e-06,,
"Petit Beurre, Vollkorn",,,9.6,65.3,12.7,426,7.1,2.8,1.4,,,17.3,0.6,6.0,0.033,,,0.00026000000000000003,8.999999999999999e-05,0.00039,0.00067,0.00023,,2.59e-05,1e-08,0.0,2.0000000000000002e-07,0.00079,,,0.068,0.29,0.03,,0.0018,0.23,0.0028,0.19,3.2000000000000003e-06,2.5e-06,,
"Pfefferminze, roh",,,3.8,5.3,0.7,49,0.1,0.0,0.4,,,5.2,0.0,3.0,0.0,,,0.00011999999999999999,0.00033,0.0011,0.00019,5e-05,,0.00011,0.0,0.031,0.0,0.005,,,0.03,0.26,0.21,,0.0012,0.015,0.0095,0.075,0.0,4e-06,,
"Pferderagout mit Sauce, zubereitet",,,11.8,3.0,3.6,93,0.6,2.1,0.5,,,1.2,0.8,0.6,0.03,,,4e-05,5e-05,0.0015,0.00025,0.00011,,9.3e-06,1.03e-06,0.0007,1.0000000000000001e-07,0.0005600000000000001,,,0.011,0.14,0.013,,0.0016,0.3,0.0028,0.086,0.0,1.1e-06,,
"Pferd, Filet, gebraten (ohne Zusatz von Fett und Salz)",,,27.8,0.0,3.1,139,1.0,1.0,0.6,,,0.0,0.1,0.0,0.071,,,8.999999999999999e-05,0.00011,0.004730000000000001,0.00066,0.00029,,9.1e-06,3e-06,0.0,2.0000000000000002e-07,0.00014000000000000001,,,0.027,0.3,0.016,,0.004,0.051,0.0062,0.22,0.0,1.4e-06,,
"Pferd, Filet, roh",,,21.4,0.0,2.9,112,0.9,0.9,0.6,,,0.0,0.1,0.0,0.052,,,0.00013000000000000002,0.0001,0.0046,0.0006,0.00038,,8e-06,3e-06,0.0,2.0000000000000002e-07,0.00014000000000000001,,,0.023,0.33,0.013,,0.0029,0.044,0.0047,0.19,0.0,1e-06,,
"Pfirsich, gelb, roh",,,0.8,8.9,0.1,43,0.0,0.0,0.0,,,8.0,0.0,1.9,0.0,,,1e-05,2.9999999999999997e-05,0.00063,0.00017999999999999998,2e-05,,4.5e-06,0.0,0.0060999999999999995,0.0,0.0009599999999999999,,,0.009,0.19,0.0073,,0.0001,0.0013,0.0002,0.021,1.3e-06,3e-06,,
"Pfirsich in Sirup, Konserve, abgetropft",,,0.7,18.6,0.1,82,0.0,0.0,0.0,,,17.9,0.0,1.6,0.0,,,1e-05,2e-05,0.00051,0.00015,1e-05,,2.3e-06,0.0,0.0025,0.0,0.00098,,,0.0074,0.12,0.0072,,0.0001,0.0008,0.0001,0.017,1.3e-06,3.1e-06,,
"Pfirsich mit Süssungsmittel, Konserve, abgetropft",,,0.8,8.1,0.1,40,0.0,0.0,0.1,,,7.3,0.0,1.7,0.0,,,1e-05,2.9999999999999997e-05,0.00057,0.00017,2e-05,,2.5e-06,0.0,0.0028,0.0,0.00109,,,0.008199999999999999,0.13,0.0079,,0.0002,0.0009,0.0002,0.019,1.5e-06,3.4e-06,,
"Pflaume, gedünstet, abgetropft (ohne Zugabe von Zucker)",,,0.7,10.1,0.2,48,0.0,0.0,0.1,,,8.6,0.0,1.6,0.0,,,2.9999999999999997e-05,4e-05,0.00044,0.00016,2.9999999999999997e-05,,1.2e-06,0.0,0.0026,0.0,0.0010500000000000002,,,0.0073,0.12,0.009699999999999999,,0.0001,0.0013,0.0003,0.016,7e-07,1.7e-06,,
"Pflaume, getrocknet",,,1.6,55.4,0.4,227,0.2,0.1,0.1,,,38.1,0.0,5.1,0.0,,,2.9999999999999997e-05,2.9999999999999997e-05,0.00043,0.00038,0.00025,,1e-06,0.0,0.0005,0.0,0.0010500000000000002,,,0.03,0.61,0.05,,0.0003,0.003,0.0004,0.066,2.0000000000000002e-07,8.000000000000001e-07,,
"Pflaumenkuchen, hausgemacht, gebacken (mit Blätterteig)",,,2.9,18.7,7.5,157,3.3,2.9,0.9,,,8.4,0.3,1.6,0.02,,,5e-05,7.000000000000001e-05,0.00035,0.00029,4e-05,,4.2000000000000004e-06,8e-08,0.0031,2.0000000000000002e-07,0.00134,,,0.009,0.15,0.021,,0.0002,0.12,0.0004,0.039,2.1000000000000002e-06,4.2000000000000004e-06,,
"Pflaumenkuchen, hausgemacht, gebacken (mit Kuchenteig)",,,3.2,19.5,7.3,159,3.3,2.8,0.9,,,8.4,0.2,1.6,0.02,,,5e-05,7.000000000000001e-05,0.00035,0.0003,5e-05,,4.1e-06,8e-08,0.0031,2.0000000000000002e-07,0.0013,,,0.012,0.16,0.022,,0.0003,0.099,0.0005,0.049,2.1000000000000002e-06,4.2000000000000004e-06,,
"Pflaume, roh",,,0.6,10.2,0.2,48,0.0,0.0,0.1,,,8.8,0.0,1.6,0.0,,,4e-05,4e-05,0.00045,0.00017,2.9999999999999997e-05,,2e-06,0.0,0.0052,0.0,0.00085,,,0.0074,0.16,0.0083,,0.0001,0.0017,0.0003,0.016,6e-07,1.4e-06,,
"Pilz (Durchschnitt), gedünstet (ohne Zugabe von Fett und Salz)",,,4.1,1.2,0.3,30,0.1,0.0,0.2,,,0.3,0.0,2.8,0.0,,,0.0001,0.00031,0.00391,0.002,8.999999999999999e-05,,1.57e-05,0.0,0.002,2.4e-06,2e-05,,,0.011,0.36,0.008400000000000001,,0.0006,0.0058,0.0013,0.12,0.0,1.9e-05,,
"Pilz (Durchschnitt), roh",,,3.6,1.0,0.3,26,0.1,0.0,0.2,,,0.3,0.0,2.3,0.0,,,0.0001,0.00031,0.00401,0.002,8.999999999999999e-05,,2.14e-05,0.0,0.0023,2e-06,1e-05,,,0.011,0.38,0.0070999999999999995,,0.0005,0.0055,0.0013,0.1,0.0,1.7e-05,,
"Pilzrisotto, zubereitet",,,4.0,18.5,3.9,128,1.9,1.4,0.3,,,0.5,0.5,1.5,0.007,,,5e-05,0.00014000000000000001,0.00209,0.00047,2e-05,,7.2999999999999996e-06,8e-08,0.0004,6e-07,0.0003,,,0.01,0.055,0.07,,0.0006,0.21,0.0002,0.081,0.0,3.2999999999999997e-06,,
"Pilzsauce, gebunden",,,3.9,8.5,8.9,132,5.4,2.1,0.5,,,4.0,0.6,0.7,0.028,,,5e-05,0.00026000000000000003,0.00121,0.00047999999999999996,2.9999999999999997e-05,,4.2999999999999995e-06,1.3e-07,0.0008,4.0000000000000003e-07,0.00025,,,0.011,0.17,0.11,,0.0005,0.25,0.0001,0.09,0.0,8.7e-06,,
Pilzsuppe,,,1.1,5.5,1.2,38,0.5,0.2,0.5,,,2.0,0.9,0.5,0.0,,,2.9999999999999997e-05,7.000000000000001e-05,0.0004,0.0001,1e-05,,3e-06,0.0,0.0,0.0,0.00014000000000000001,,,0.005,0.068,0.04,,0.0003,0.37,0.0002,0.036,0.0,4.9000000000000005e-06,,
Pinienkerne,,,16.5,13.0,61.9,688,4.3,15.7,25.7,,,4.9,0.0,6.3,0.0,,,0.00049,0.00026000000000000003,0.00333,0.00041,0.00022,,6.34e-05,0.0,0.0005,0.0,0.01185,,,0.37,0.81,0.02,,0.0058,0.0019,0.0065,0.69,1e-06,1.1e-05,,
Pistazie,,,25.5,12.3,50.3,621,5.7,24.6,14.3,,,7.2,0.0,8.8,0.0,,,0.00043,0.00023999999999999998,0.0011,0.0005200000000000001,0.0009,,6.840000000000001e-05,0.0,0.0056,0.0,0.00164,,,0.12,1.0,0.092,,0.0033,0.001,0.0028,0.47,6.8e-06,5e-06,,
"Pizza al tonno, gebacken",,,11.9,26.6,7.5,225,3.0,3.4,0.6,,,1.4,0.7,1.5,0.016,,,8e-05,0.0001,0.00176,0.00022,0.00011,,1.12e-05,6.9e-07,0.0027,2.0000000000000002e-07,0.00152,,,0.015,0.18,0.084,,0.001,0.27,0.0006,0.13,0.0,3.6000000000000003e-06,,
"Pizza Calzone, gebacken",,,11.4,26.6,7.6,224,3.0,3.5,0.6,,,1.5,0.9,1.5,0.016,,,0.00015,0.00011,0.0013,0.00027,0.0001,,1.11e-05,2.9e-07,0.01,1.0000000000000001e-07,0.00146,,,0.015,0.2,0.084,,0.0011,0.35,0.0005,0.15,0.0,2.5e-06,,
"Pizza Hawaii, gebacken",,,9.5,24.3,6.3,195,2.5,2.9,0.5,,,3.6,0.7,1.5,0.013,,,0.00013000000000000002,0.0001,0.0011200000000000001,0.00026000000000000003,0.0001,,1e-05,2.4e-07,0.009699999999999999,1.0000000000000001e-07,0.00123,,,0.015,0.19,0.072,,0.0009,0.29,0.0005,0.13,0.0,2.1000000000000002e-06,,
"Pizza Margherita, gebacken",,,9.9,30.0,8.4,238,3.3,3.8,0.6,,,1.6,0.7,1.7,0.012,,,8.999999999999999e-05,0.0001,0.0007,0.00022,8e-05,,1.23e-05,3.2e-07,0.003,1.0000000000000001e-07,0.00163,,,0.013,0.18,0.093,,0.001,0.27,0.0005,0.13,0.0,2.3e-06,,
