name,brand,barcode,proteins,carbohydrates,fats,energy,saturated_fats,monounsaturated_fats,polyunsaturated_fats,omega3,omega6,sugars,salt,dietary_fiber,cholesterol,caffeine_milli,vitamin_a,vitamin_b1,vitamin_b2,vitamin_b3,vitamin_b5,vitamin_b6,vitamin_b7_micro,vitamin_b9,vitamin_b12,vitamin_c,vitamin_d,vitamin_e,vitamin_k_micro,manganese_milli,magnesium,potassium,calcium,copper_milli,zinc,sodium,iron,phosphorus,selenium,iodine,package_weight,serving_weight
Agar Agar,,,2.4,0.0,0.2,160,0.0,0.0,0.0,,,0.0,0.3,74.1,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.1,0.052,0.66,,0.0015,0.13,0.0045,0.034,0.0,0.0,,
Agavensirup,,,0.2,73.1,0.0,293,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.004,0.0,0.0,0.0,0.0,,
Ahornsirup,,,0.0,67.2,0.2,271,0.0,0.1,0.1,,,58.6,0.0,0.0,0.0,,,2e-05,0.00073,0.00016,4e-05,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.023,0.22,0.073,,0.002,0.011,0.0001,0.002,6e-07,0.0,,
"Alge, Nori, getrocknet",,,31.5,10.5,1.6,255,0.4,0.2,0.7,,,0.5,5.0,36.3,0.0,,,0.00058,0.00191,0.0058200000000000005,0.00025,0.00053,,2.17e-05,0.0,0.0573,6e-07,0.00287,,,0.49,1.73,0.32,,0.0045,1.98,0.037,0.52,5.1e-05,0.0051,,
"Älplermagronen, zubereitet",,,6.0,17.8,9.0,180,5.3,2.1,0.5,,,1.3,1.1,1.7,0.026,,,4e-05,8.999999999999999e-05,0.00069,0.00025,8e-05,,1.0199999999999999e-05,2.2e-07,0.004900000000000001,2.0000000000000002e-07,0.00020999999999999998,,,0.021,0.17,0.12,,0.0008,0.44,0.0003,0.12,0.0,6.5999999999999995e-06,,
"Amaranth, Samen, gekocht (ohne Zugabe von Fett und Salz)",,,5.0,18.1,2.1,119,0.4,0.5,0.8,,,0.5,0.0,3.5,0.0,,,2e-05,5.9999999999999995e-05,0.00034,0.00027,0.00011,,1.62e-05,0.0,0.001,0.0,0.0004,,,0.084,0.15,0.058,,0.0012,0.0019,0.003,0.18,0.0,8.000000000000001e-07,,
"Amaranth, Samen, roh",,,15.8,56.8,7.0,376,1.5,1.7,2.8,,,1.7,0.0,11.0,0.0,,,8e-05,0.00019,0.0012,0.00095,0.00053,,6.429999999999999e-05,0.0,0.004200000000000001,0.0,0.0011899999999999999,,,0.25,0.48,0.16,,0.0037,0.004,0.009,0.56,0.0,2.5e-06,,
Amaretti (Mandelgebäck),,,8.8,76.7,13.0,464,1.1,8.3,3.0,,,76.4,0.1,2.6,0.0,,,4e-05,0.00031,0.00047999999999999996,0.00017,4e-05,,1.5e-05,7e-08,0.0001,0.0,0.00633,,,0.062,0.22,0.069,,0.0008,0.042,0.0009,0.13,3.2000000000000003e-06,1.7e-06,,
"Ananas in Ananassaft, Konserve, abgetropft",,,0.5,13.6,0.1,60,0.0,0.0,0.0,,,12.8,0.0,1.4,0.0,,,5.9999999999999995e-05,0.0,0.0002,7.000000000000001e-05,8e-05,,5e-06,0.0,0.005,0.0,2e-05,,,0.012,0.13,0.011,,0.0001,0.001,0.0002,0.0078,1.0000000000000001e-07,3e-07,,
"Ananas in Ananassaft, Konserve, nicht abgetropft",,,0.4,13.6,0.1,59,0.0,0.0,0.0,,,12.6,0.0,0.9,0.0,,,5.9999999999999995e-05,1e-05,0.0002,5.9999999999999995e-05,5.9999999999999995e-05,,5e-06,0.0,0.005,0.0,1e-05,,,0.012,0.13,0.01,,0.0001,0.0002,0.0002,0.0070999999999999995,1.0000000000000001e-07,1.0000000000000001e-07,,
"Ananas in Sirup, Konserve, abgetropft",,,0.5,15.9,0.1,70,0.0,0.0,0.0,,,15.9,0.0,1.6,0.0,,,2.9999999999999997e-05,0.0,0.0002,4e-05,5e-05,,5e-06,0.0,0.0052,0.0,2e-05,,,0.011,0.095,0.0064,,0.0001,0.0019,0.0001,0.0048,1.0000000000000001e-07,3e-07,,
"Ananas mit Süssungsmittel, Konserve, abgetropft",,,0.5,9.4,0.1,42,0.0,0.0,0.0,,,8.4,0.0,1.0,0.0,,,4e-05,1e-05,0.00016,0.0001,5e-05,,4.7e-06,0.0,0.022600000000000002,0.0,2e-05,,,0.0088,0.073,0.013,,0.0001,0.0006,0.0001,0.0048,3e-07,1.4e-06,,
"Ananas, roh",,,0.5,11.7,0.1,52,0.0,0.0,0.0,,,10.5,0.0,1.2,0.0,,,7.000000000000001e-05,2e-05,0.0002,0.00013000000000000002,7.000000000000001e-05,,9.4e-06,0.0,0.0565,0.0,2e-05,,,0.011,0.12,0.014,,0.0001,0.001,0.0002,0.006,3e-07,1.4e-06,,
Ananassaft,,,0.4,12.1,0.1,51,0.0,0.0,0.1,,,12.1,0.0,0.2,0.0,,,5e-05,2e-05,0.0002,0.0001,0.0001,,2e-06,0.0,0.0121,0.0,2e-05,,,0.014,0.13,0.016,,0.0001,0.005,0.0002,0.004,1.0000000000000001e-07,0.0,,
"Apfel, gedünstet, abgetropft (ohne Zugabe von Zucker)",,,0.3,12.2,0.3,56,0.1,0.0,0.2,,,12.1,0.0,1.5,0.0,,,1e-05,1e-05,8.999999999999999e-05,8.999999999999999e-05,4e-05,,4e-06,0.0,0.0038,0.0,0.00011999999999999999,,,0.0068,0.094,0.0067,,0.0001,0.0012,0.0001,0.015,9.000000000000001e-07,1.1e-06,,
"Apfel, geschält, getrocknet",,,1.4,55.4,1.6,264,0.7,0.1,0.9,,,50.0,0.0,11.2,0.0,,,4e-05,2.9999999999999997e-05,0.00047999999999999996,0.00028000000000000003,0.00011999999999999999,,1.4e-05,0.0,0.0018,0.0,0.00157,,,0.023,0.62,0.03,,0.0002,0.01,0.0012,0.05,5e-07,4.1e-06,,
"Apfelkuchen, hausgemacht, gebacken (mit Blätterteig)",,,2.7,19.7,7.5,160,3.3,2.9,0.9,,,10.4,0.3,1.4,0.02,,,2.9999999999999997e-05,4e-05,0.00011,0.00022,4e-05,,5.3e-06,8e-08,0.0043,2.0000000000000002e-07,0.00078,,,0.0083,0.12,0.019,,0.0002,0.12,0.0002,0.038,2.2e-06,3.7999999999999996e-06,,
"Apfelkuchen, hausgemacht, gebacken (mit Kuchenteig)",,,2.9,20.5,7.3,162,3.3,2.7,0.9,,,10.4,0.2,1.5,0.02,,,4e-05,5e-05,0.00011,0.00023999999999999998,5e-05,,5.7999999999999995e-06,8e-08,0.0043,2.0000000000000002e-07,0.00074,,,0.011,0.13,0.02,,0.0003,0.099,0.0004,0.048,2.2e-06,3.7999999999999996e-06,,
"Apfelmus, gezuckert (Konserve)",,,0.3,20.5,0.3,89,0.1,0.0,0.1,,,20.4,0.0,1.9,0.0,,,2e-05,2e-05,8e-05,8e-05,4e-05,,5.9e-06,0.0,0.0023,0.0,0.00034,,,0.0036,0.097,0.0044,,0.0001,0.0036,0.0002,0.0081,0.0,7e-07,,
"Apfelmus, ungezuckert (Konserve)",,,0.3,11.7,0.3,55,0.1,0.0,0.1,,,11.6,0.0,2.1,0.0,,,2e-05,2e-05,8.999999999999999e-05,8.999999999999999e-05,5e-05,,6.5e-06,0.0,0.0025,0.0,0.00043,,,0.004,0.11,0.0048,,0.0001,0.004,0.0002,0.009,0.0,8.000000000000001e-07,,
"Apfel, roh",,,0.3,11.6,0.3,52,0.1,0.0,0.2,,,11.5,0.0,1.4,0.0,,,1e-05,1e-05,8e-05,8e-05,4e-05,,6e-06,0.0,0.0072,0.0,8.999999999999999e-05,,,0.0065,0.12,0.0053,,0.0001,0.0015,0.0001,0.014,7e-07,8.000000000000001e-07,,
Apfelsaft,,,0.2,11.4,0.1,48,0.0,0.0,0.0,,,10.9,0.0,0.2,0.0,,,1e-05,1e-05,4e-05,5e-05,4e-05,,6.8e-06,0.0,0.0070999999999999995,0.0,0.0,,,0.0046,0.11,0.0043,,0.0001,0.013,0.0003,0.0066,1.0000000000000001e-07,1e-06,,
"Apfelwein, 4 vol%",,,0.0,2.5,0.0,32,0.0,0.0,0.0,,,2.5,0.0,0.0,0.0,,,0.0,0.0,0.0,4e-05,1e-05,,0.0,0.0,0.0,0.0,0.0,,,0.004,0.12,0.009,,0.0002,0.004,0.0008,0.005,0.0,1e-05,,
"Apfelwein, 6.2 vol%",,,0.0,7.3,0.0,64,0.0,0.0,0.0,,,7.3,0.0,0.0,0.0,,,0.0,0.0,1e-05,2.9999999999999997e-05,1e-05,,1e-06,1.0000000000000001e-07,0.0,0.0,0.0,,,0.004,0.097,0.005,,0.0002,0.002,0.0003,0.009,0.0,1e-05,,
"Appenzeller, viertelfett",,,33.1,0.0,11.4,235,6.8,2.7,0.5,,,0.0,2.0,0.0,0.034,,,4e-05,0.0005,0.0001,0.00054,7.000000000000001e-05,,1.5e-05,1.3e-06,0.0,3e-07,0.00035999999999999997,,,0.036,0.12,1.09,,0.0025,0.81,0.0002,0.73,0.0,3.5e-05,,
"Appenzeller, vollfett",,,24.3,0.0,31.7,384,19.0,7.4,1.5,,,0.0,1.6,0.0,0.095,,,4e-05,0.00035999999999999997,0.0001,0.00033,7.000000000000001e-05,,1.5e-05,1.06e-06,0.0,5e-07,0.00095,,,0.029,0.082,0.74,,0.004,0.62,0.0003,0.54,0.0,8.400000000000001e-06,,
"Aprikose, gedünstet, abgetropft (ohne Zugabe von Zucker)",,,1.0,9.0,0.2,45,0.0,0.1,0.0,,,6.7,0.0,1.7,0.0,,,2e-05,2e-05,0.00038,0.00017999999999999998,5e-05,,3.5e-06,0.0,0.0018,0.0,0.00082,,,0.008400000000000001,0.2,0.018,,0.0001,0.0,0.0002,0.022,9.000000000000001e-07,6e-07,,
"Aprikose, getrocknet",,,2.9,59.1,0.5,239,0.2,0.1,0.2,,,34.3,0.0,8.3,0.0,,,1e-05,4e-05,0.00269,0.00058,0.00015,,8.900000000000001e-06,0.0,0.0002,0.0,0.004,,,0.05,1.37,0.082,,0.0004,0.011,0.0014,0.11,2.2e-06,2.7e-06,,
"Aprikose in Sirup, Konserve, abgetropft",,,0.9,13.7,0.1,62,0.0,0.1,0.0,,,13.3,0.0,1.4,0.0,,,2e-05,0.0,0.00011,0.00011999999999999999,2e-05,,6.9e-06,0.0,0.0022,0.0,0.00045,,,0.004900000000000001,0.14,0.018,,0.0001,0.009699999999999999,0.0001,0.011,2.0000000000000002e-07,5e-07,,
"Aprikose mit Süssungsmittel, Konserve, abgetropft",,,0.9,8.2,0.1,40,0.0,0.1,0.0,,,6.1,0.0,1.4,0.0,,,2e-05,2e-05,0.00034,0.00016,5e-05,,3.2000000000000003e-06,0.0,0.0016,0.0,0.00074,,,0.0076,0.18,0.016,,0.0001,0.0,0.0002,0.02,8.000000000000001e-07,6e-07,,
"Aprikosenkuchen, hausgemacht, gebacken (mit Blätterteig)",,,3.1,17.8,7.4,154,3.3,2.9,0.8,,,6.9,0.3,1.7,0.02,,,4e-05,5e-05,0.0003,0.0003,5e-05,,5.7999999999999995e-06,8e-08,0.0022,2.0000000000000002e-07,0.0012,,,0.009699999999999999,0.22,0.026,,0.0002,0.12,0.0003,0.044,2.2e-06,3.5e-06,,
"Aprikosenkuchen, hausgemacht, gebacken (mit Kuchenteig)",,,3.3,18.6,7.2,156,3.2,2.8,0.8,,,6.9,0.2,1.7,0.02,,,4e-05,5e-05,0.0003,0.00031,7.000000000000001e-05,,5.6e-06,8e-08,0.0022,2.0000000000000002e-07,0.00115,,,0.013,0.22,0.027,,0.0003,0.097,0.0005,0.053,2.2e-06,3.6000000000000003e-06,,
"Aprikose, roh",,,0.8,9.0,0.1,44,0.0,0.1,0.0,,,6.7,0.0,1.7,0.0,,,2e-05,2e-05,0.00038,0.00017999999999999998,5.9999999999999995e-05,,5.6e-06,0.0,0.0036,0.0,0.00065,,,0.008400000000000001,0.26,0.015,,0.0001,0.0,0.0002,0.022,7e-07,5e-07,,
"Artischocken, Herz, abgetropft (Konserve)",,,1.8,2.3,0.5,27,0.0,0.0,0.0,,,1.2,0.8,3.2,0.0,,,2e-05,2.9999999999999997e-05,0.00039,0.00013000000000000002,2.9999999999999997e-05,,5.43e-05,0.0,0.012199999999999999,3e-07,0.0011200000000000001,,,0.018,0.15,0.025,,0.0003,0.31,0.0004,0.034,0.0,2e-05,,
"Aubergine, gedämpft (ohne Zugabe von Salz)",,,1.1,2.4,0.1,21,0.0,0.0,0.1,,,2.4,0.0,2.7,0.0,,,2.9999999999999997e-05,2.9999999999999997e-05,0.00062,0.00023,7.000000000000001e-05,,1.58e-05,0.0,0.0015,0.0,0.00017999999999999998,,,0.014,0.21,0.012,,0.0001,0.0023,0.0003,0.021,4e-06,1.0000000000000001e-07,,
"Aubergine, gedünstet (ohne Zugabe von Fett und Salz)",,,1.3,2.8,0.2,24,0.0,0.0,0.1,,,2.8,0.0,3.2,0.0,,,4e-05,4e-05,0.0007199999999999999,0.00026000000000000003,8e-05,,1.84e-05,0.0,0.0017,0.0,0.00020999999999999998,,,0.015,0.23,0.015,,0.0002,0.0027,0.0003,0.025,4.6e-06,1.0000000000000001e-07,,
"Auberginen-Piccata, zubereitet",,,5.6,8.9,8.3,138,2.3,4.2,1.0,,,2.3,0.2,2.7,0.067,,,5e-05,8.999999999999999e-05,0.0005600000000000001,0.00057,8e-05,,1.88e-05,3.2e-07,0.0011,5e-07,0.00066,,,0.017,0.23,0.073,,0.0006,0.096,0.0006,0.093,0.0,9e-06,,
"Auberginenscheiben, paniert, zubereitet",,,4.7,14.6,5.8,136,0.7,3.6,0.9,,,2.7,0.2,3.1,0.047,,,5.9999999999999995e-05,7.000000000000001e-05,0.00063,0.00051,8e-05,,1.9399999999999997e-05,1.7000000000000001e-07,0.0011,4.0000000000000003e-07,0.00062,,,0.017,0.23,0.023,,0.0004,0.062,0.0006,0.06,0.0,5.7000000000000005e-06,,
"Aubergine, roh",,,1.1,2.4,0.1,21,0.0,0.0,0.1,,,2.4,0.0,2.7,0.0,,,4e-05,2.9999999999999997e-05,0.0007199999999999999,0.00025,8e-05,,2.45e-05,0.0,0.0019,0.0,0.00017,,,0.014,0.24,0.012,,0.0001,0.0025,0.0003,0.021,3.9e-06,1.0000000000000001e-07,,
Aufschnitt (Durchschnitt),,,13.8,0.7,24.0,274,9.1,11.2,2.2,,,0.7,2.0,0.0,0.058,,,0.00028000000000000003,0.00013000000000000002,0.0029100000000000003,0.00041999999999999996,0.00015,,1.8000000000000001e-06,9.100000000000001e-07,0.026600000000000002,5e-07,0.00020999999999999998,,,0.012,0.12,0.0081,,0.0015,0.79,0.0008,0.15,0.0,9.000000000000001e-07,,
"Avocado, roh",,,1.6,1.2,15.1,158,2.8,7.7,1.7,,,1.1,0.0,5.5,0.0,,,5e-05,0.00011,0.00122,0.00094,0.00014000000000000001,,5.79e-05,0.0,0.0037,0.0,0.0019399999999999999,,,0.029,0.43,0.015,,0.0005,0.0024,0.0005,0.045,0.0,0.0,,
"Bäckerhefe, gepresst",,,16.7,1.1,1.2,96,0.2,0.4,0.6,,,0.0,0.1,6.9,0.0,,,0.00083,0.00139,0.00975,0.00229,0.00063,,0.000642,0.0,0.0,0.0,0.0001,,,0.041,0.57,0.016,,0.0024,0.022,0.0029,0.37,1e-06,6e-07,,
Balsamicoessig,,,0.7,25.8,0.6,128,0.0,0.0,0.0,,,19.1,0.1,0.5,0.0,,,2e-05,1e-05,0.0001,7.000000000000001e-05,0.00171,,5.5e-06,0.0,0.0005,3e-07,0.0,,,0.012,0.16,0.018,,0.0001,0.027,0.001,0.024,2e-05,2e-05,,
"Bami Goreng, zubereitet",,,13.5,13.1,2.4,130,0.3,1.3,0.5,,,1.3,1.0,0.9,0.044,,,0.00011,8e-05,0.00357,0.00032,0.00014000000000000001,,5e-06,5.0000000000000004e-08,0.0116,3e-07,0.00041,,,0.018,0.2,0.009,,0.0006,0.4,0.0007,0.12,2.2e-05,1.5e-06,,
"Banane, gedörrt",,,3.9,80.7,1.8,370,0.7,0.2,0.3,,,65.3,0.0,7.6,0.0,,,0.00017999999999999998,0.00023999999999999998,0.0028,0.0,0.0,,0.0,0.0,0.007,0.0,0.0,,,0.11,1.49,0.022,,0.0,0.003,0.0012,0.074,0.0,0.0,,
"Banane, getrocknet",,,3.0,60.2,1.0,273,0.4,0.1,0.2,,,43.7,0.0,5.5,0.0,,,0.0001,0.00017999999999999998,0.002,0.00054,0.0008100000000000001,,3.3299999999999996e-05,0.0,0.004,0.0,0.0006,,,0.09,1.15,0.02,,0.0006,0.008,0.0013,0.075,0.0,8.1e-06,,
"Banane, roh",,,1.1,19.7,0.2,90,0.1,0.0,0.1,,,15.6,0.0,2.7,0.0,,,5e-05,2.9999999999999997e-05,0.0006,0.00023,0.00025,,2.5600000000000002e-05,0.0,0.0119,0.0,0.0,,,0.028,0.32,0.0050999999999999995,,0.0001,0.0,0.0002,0.029,5e-07,3e-06,,
Barbecue Grillsauce,,,0.6,30.3,0.6,131,0.1,0.2,0.2,,,27.5,1.8,1.2,0.0,,,2e-05,1e-05,0.00053,0.0001,4e-05,,9.3e-06,0.0,0.0005,3e-07,0.00117,,,0.012,0.22,0.046,,0.0001,0.71,0.0009,0.015,0.0,2.1000000000000002e-06,,
"Basilikum, roh",,,3.1,5.1,0.8,46,0.1,0.0,0.4,,,5.0,0.0,3.1,0.0,,,8e-05,0.00031,0.0011,0.0002,0.00017999999999999998,,5e-05,0.0,0.026,0.0,0.001,,,0.011,0.3,0.25,,0.0007,0.009,0.0055,0.037,0.0,9.000000000000001e-07,,
Basler Leckerli,,,7.5,75.0,7.9,412,0.7,4.8,1.9,,,52.0,0.0,2.8,0.0,,,5.9999999999999995e-05,0.00015,0.00044,0.00017999999999999998,0.00011,,1.1400000000000001e-05,0.0,0.0011,0.0,0.00382,,,0.04,0.18,0.051,,0.0007,0.0027,0.001,0.098,1.1e-06,4.0000000000000003e-07,,
Bauernbrot,,,9.2,44.3,2.0,242,0.7,0.3,0.6,,,2.4,1.8,4.8,0.004,,,0.0002,0.00013000000000000002,0.00109,0.0004,0.00011,,2.5e-05,3e-08,0.0002,0.0,0.00033,,,0.038,0.2,0.046,,0.0014,0.71,0.0015,0.17,3.4e-06,1.3e-06,,
Bauernschüblig,,,21.3,0.3,48.5,524,18.8,23.0,4.4,,,0.3,4.0,0.0,0.086,,,0.00053,0.00023999999999999998,0.00596,0.0005600000000000001,0.00033,,2.6e-06,3.29e-06,0.071,0.0,0.00069,,,0.023,0.35,0.0048,,0.0029,1.59,0.0015,0.27,0.0,1.1e-06,,
Baumnuss,,,15.7,6.9,67.3,709,6.5,14.1,43.6,,,3.0,0.0,6.7,0.0,,,0.00041999999999999996,5e-05,0.0004,0.00139,0.00019,,0.0001121,0.0,0.0008,0.0,0.002,,,0.14,0.42,0.078,,0.0027,0.0002,0.0026,0.36,1.2e-06,5e-06,,
Baumnussbrot,,,9.2,30.2,17.9,331,3.9,3.8,8.9,,,1.6,1.2,6.4,0.023,,,0.00023,0.0001,0.00075,0.00067,0.00017999999999999998,,4.34e-05,5.0000000000000004e-08,0.0001,2.0000000000000002e-07,0.0008,,,0.067,0.24,0.031,,0.0019,0.49,0.0021000000000000003,0.21,3e-06,3.7e-06,,
Baumnussöl,,,0.0,0.0,100.0,900,10.0,16.8,69.6,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0020499999999999997,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,
"Béchamelsauce, hausgemacht",,,4.2,10.1,9.9,147,6.0,2.3,0.5,,,4.8,0.7,0.2,0.031,,,2.9999999999999997e-05,0.00022,0.00013000000000000002,0.00033,2.9999999999999997e-05,,2.7e-06,1.5e-07,0.0007,2.0000000000000002e-07,0.00027,,,0.012,0.17,0.12,,0.0004,0.3,0.0001,0.099,1.3e-06,9.9e-06,,
"Beeren (Durchschnitt), gekocht (ohne Zugabe von Zucker)",,,0.9,5.9,0.5,38,0.1,0.1,0.3,,,5.5,0.0,3.1,0.0,,,1e-05,2.9999999999999997e-05,0.0003,0.00017,2.9999999999999997e-05,,1.53e-05,0.0,0.019899999999999998,0.0,0.0007,,,0.011,0.095,0.02,,0.0001,0.0009,0.0003,0.021,4.0000000000000003e-07,1.5e-06,,
"Beeren (Durchschnitt), roh",,,0.9,7.0,0.5,43,0.1,0.1,0.3,,,6.6,0.0,3.7,0.0,,,2e-05,2.9999999999999997e-05,0.00035,0.0002,4e-05,,2.9100000000000003e-05,0.0,0.047299999999999995,0.0,0.00067,,,0.013,0.15,0.02,,0.0001,0.0014,0.0003,0.025,4.0000000000000003e-07,1.4e-06,,
Berliner,,,8.4,45.8,12.8,336,6.8,4.0,0.9,,,17.1,0.6,2.2,0.104,,,5e-05,0.0001,0.00047999999999999996,0.00038,0.0001,,1.4e-05,0.0,0.0002,1e-06,0.00078,,,0.016,0.11,0.038,,0.0009,0.25,0.0013,0.1,0.0,4.1e-06,,
Berner Alpkäse,,,27.1,0.0,38.3,453,23.0,9.0,1.8,,,0.0,1.6,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.92,,0.0,0.66,0.0,0.0,0.0,0.0,,
Berner Hobelkäse,,,30.0,0.0,41.2,491,24.7,9.7,1.9,,,0.0,1.7,0.0,0.0,,,0.0,0.0005600000000000001,0.0,0.00043,0.0,,0.0,8.3e-07,0.0,8.000000000000001e-07,0.0,,,0.0,0.0,0.0,,0.0,0.69,0.0,0.0,0.0,0.0,,
Berner Zungenwurst,,,17.3,0.0,29.4,333,10.8,13.7,3.0,,,0.0,1.5,0.0,0.063,,,0.00053,0.0002,0.00495,0.00054,0.00031,,2.3e-06,2.61e-06,0.0,0.0,0.0005200000000000001,,,0.02,0.22,0.0034,,0.0024,0.61,0.0013,0.1,0.0,7e-07,,
Biber,,,7.8,65.4,5.6,355,0.7,3.1,1.4,,,36.9,0.1,3.2,0.022,,,8e-05,0.00011999999999999999,0.00039,0.00023999999999999998,0.00011,,1.26e-05,6e-08,0.0005,1.0000000000000001e-07,0.00244,,,0.032,0.15,0.056,,0.0008,0.057,0.0014,0.14,3.4e-06,2.5e-06,,
"Bier, alkoholfrei",,,0.4,4.9,0.0,23,0.0,0.0,0.0,,,2.6,0.0,0.0,0.0,,,1e-05,1e-05,0.00065,8e-05,4e-05,,5e-06,2e-08,0.0,0.0,0.0,,,0.0062,0.034,0.0048,,0.0,0.0015,0.0,0.011,0.0,1e-06,,
"Bierhefe, getrocknet",,,47.9,26.5,4.2,354,0.6,1.3,2.1,,,3.2,0.2,9.5,0.0,,,0.012,0.0038,0.045,0.0072,0.0044,,0.0032,0.0,0.0,0.0,0.0001,,,0.23,1.41,0.05,,0.008,0.077,0.018,1.9,0.0,4e-06,,
"Bier, Lager",,,0.5,3.1,0.0,42,0.0,0.0,0.0,,,2.2,0.0,0.0,0.0,,,0.0,2.9999999999999997e-05,0.0007700000000000001,2.9999999999999997e-05,5.9999999999999995e-05,,6.3e-06,2e-08,0.0,0.0,0.0,,,0.0096,0.055,0.0035,,0.0,0.0019,0.0,0.019,0.0,1.5e-06,,
Bier Panache (Durchschnitt),,,0.2,7.4,0.0,39,0.0,0.0,0.0,,,7.1,0.0,0.0,0.0,,,0.0,2e-05,0.00027,1e-05,2e-05,,2.1000000000000002e-06,1e-08,0.0,0.0,0.0,,,0.011,0.024,0.0045,,0.0,0.0026,0.0001,0.007,0.0,1.7e-06,,
Bierwurst,,,15.6,0.0,25.4,291,9.4,11.8,2.6,,,0.0,1.4,0.0,0.063,,,0.00023,0.00016,0.00265,0.00029,0.00013000000000000002,,1.6000000000000001e-06,1.52e-06,0.0,0.0,0.00043,,,0.013,0.12,0.0029,,0.0021000000000000003,0.57,0.0012,0.079,0.0,7e-07,,
"Birchermüesli, zubereitet (ungezuckert)",,,2.6,11.1,3.1,86,1.1,1.1,0.6,,,8.2,0.0,1.5,0.005,,,4e-05,8.999999999999999e-05,0.00019,0.00022,5e-05,,8e-06,9e-08,0.0047,0.0,0.00041,,,0.019,0.16,0.058,,0.0004,0.019,0.0003,0.078,0.0,5.7999999999999995e-06,,
"Birne, gedünstet, abgetropft (ohne Zugabe von Zucker)",,,0.6,11.3,0.4,57,0.1,0.1,0.2,,,9.4,0.0,3.0,0.0,,,1e-05,1e-05,0.0002,0.0001,2e-05,,7.5e-06,0.0,0.0023,0.0,0.00016,,,0.0086,0.1,0.008,,0.0001,0.0014,0.0001,0.016,4.0000000000000003e-07,5e-07,,
"Birne, getrocknet",,,2.3,59.7,1.4,288,0.2,0.3,0.6,,,49.6,0.0,13.5,0.0,,,5.9999999999999995e-05,8e-05,0.00065,0.00016,2.9999999999999997e-05,,3.9e-05,0.0,0.0021000000000000003,0.0,5.9999999999999995e-05,,,0.034,0.39,0.048,,0.0005,0.01,0.0008,0.053,2e-06,4e-06,,
"Birne in Sirup, Konserve, abgetropft",,,0.4,15.2,0.4,71,0.1,0.1,0.2,,,14.4,0.0,2.6,0.0,,,0.0,0.0,0.0,4e-05,1e-05,,0.0,0.0,0.0009,0.0,0.00011999999999999999,,,0.004,0.069,0.0088,,0.0001,0.0,0.0,0.0079,1.0000000000000001e-07,5e-07,,
"Birne mit Süssungsmittel, Konserve, abgetropft",,,0.5,9.9,0.3,50,0.1,0.1,0.1,,,8.2,0.0,2.6,0.0,,,1e-05,1e-05,0.00017,8e-05,2e-05,,6.5e-06,0.0,0.002,0.0,0.00014000000000000001,,,0.0075,0.09,0.007,,0.0001,0.0012,0.0001,0.014,3e-07,5e-07,,
Birnendicksaft,,,3.1,81.0,1.7,351,0.6,0.1,0.8,,,79.8,0.0,0.0,0.0,,,0.0002,0.00022,0.0012900000000000001,0.00035999999999999997,8.999999999999999e-05,,6.3e-05,0.0,0.0202,0.0,0.00314,,,0.049,0.71,0.07,,0.0008,0.014,0.0011,0.077,0.0,5.6e-06,,
"Birnenkuchen, hausgemacht, gebacken (mit Blätterteig)",,,2.8,19.2,7.5,161,3.3,2.9,0.9,,,8.6,0.3,2.5,0.02,,,2.9999999999999997e-05,5e-05,0.00017999999999999998,0.00023999999999999998,2.9999999999999997e-05,,8.400000000000001e-06,8e-08,0.0027,2.0000000000000002e-07,0.0008100000000000001,,,0.0096,0.13,0.02,,0.0002,0.12,0.0002,0.039,1.8000000000000001e-06,3.5e-06,,
"Birnenkuchen, hausgemacht, gebacken (mit Kuchenteig)",,,3.1,20.0,7.3,163,3.3,2.8,0.9,,,8.6,0.2,2.6,0.02,,,4e-05,5e-05,0.00017999999999999998,0.00023999999999999998,4e-05,,8.2e-06,8e-08,0.0027,2.0000000000000002e-07,0.00076,,,0.013,0.14,0.021,,0.0003,0.099,0.0004,0.048,1.8999999999999998e-06,3.5e-06,,
Birnensaft,,,0.4,11.6,0.2,50,0.0,0.1,0.1,,,9.6,0.0,0.0,0.0,,,2e-05,2e-05,0.00017999999999999998,5e-05,1e-05,,8.7e-06,0.0,0.0029,0.0,0.00045,,,0.0067,0.1,0.01,,0.0001,0.0019,0.0002,0.011,0.0,8.000000000000001e-07,,
Birnenweggen,,,4.9,57.2,10.4,363,5.9,2.5,0.9,,,33.5,0.8,6.9,0.025,,,8e-05,5.9999999999999995e-05,0.0005,0.00023999999999999998,8.999999999999999e-05,,1.58e-05,0.0,0.0007,2.0000000000000002e-07,0.00043,,,0.032,0.32,0.064,,0.0006,0.3,0.0016,0.075,0.0,2.2e-06,,
