name,brand,barcode,proteins,carbohydrates,fats,energy,saturated_fats,monounsaturated_fats,polyunsaturated_fats,omega3,omega6,sugars,salt,dietary_fiber,cholesterol_milli,caffeine_milli,vitamin_a_micro,vitamin_b1_milli,vitamin_b2_milli,vitamin_b3_milli,vitamin_b5_milli,vitamin_b6_milli,vitamin_b7_micro,vitamin_b9_micro,vitamin_b12_micro,vitamin_c_milli,vitamin_d_micro,vitamin_e_milli,vitamin_k_micro,manganese_milli,magnesium_milli,potassium_milli,calcium_milli,copper_milli,zinc_milli,sodium_milli,iron_milli,phosphorus_milli,selenium_micro,iodine_micro,package_weight,serving_weight
Salsiccia da cuocere non affumicata (media),,,13.3,0.8,21.5,250,8.1,10,2.2,,,0.8,2.0,0,57,,,0.22,0.13,2.94,0.46,0.15,,2,0.8,21.3,0.4,0.16,,,12,140,12,,1.4,810.0,0.7,170,nd,1.2,,
Salsiccia del birraio,,,15.6,0.0,25.4,291,9.4,11.8,2.6,,,0,1.4,0,63,,,0.23,0.16,2.65,0.29,0.13,,1.6,1.52,0,0,0.43,,,13,120,2.9,,2.1,570.0,1.2,79,nd,0.7,,
Salsiccia del cacciatore ,,,9.2,0.2,23.0,244,8.5,10.8,2.3,,,0.2,2.1,0,46,,,0.1,0.1,1.78,0.19,0.06,,1.4,0.8,52.2,0,0.31,,,7.3,82,5.5,,1.4,850.0,0.9,140,nd,0.6,,
Salsiccia di fegato,,,19.8,0.5,19.1,253,7.2,8.7,2.2,,,0.3,2.2,0.2,111,,,0.23,0.64,4.15,1.21,0.24,,19.6,5.14,3.9,0,0.49,,,16,170,4.7,,2,860.0,3.6,130,nd,4.3,,
Salsiccia di Lione,,,11.5,0.5,21.8,244,8.2,10.2,1.6,,,0.5,2.1,0,46,,,0.24,0.12,2.6,0.5,0.16,,nd,0.7,39.7,1,0,,,11,170,6.5,,1.3,850.0,0.5,180,6.1,nd,,
Salsiccia di maiale,,,16.2,0.5,22.4,268,9,10.4,1.9,,,0.5,2.3,0,61,,,0.29,0.13,4,0.6,0.16,,nd,0.8,34.6,0,0,,,17,260,10,,2.3,930.0,1,190,8.4,nd,,
Salsiccia di vitello ,,,12.5,1.2,19.2,228,7.9,8.7,1.9,,,1.2,1.9,0,53,,,0.16,0.11,2.54,0.3,0.13,,nd,0.65,5.7,0.8,0,,,12,150,20,,1.5,760.0,0.5,180,5.1,nd,,
Salsiccia di vitello (senza aggiunta di grassi o sale),,,13.0,1.3,19.4,232,8,8.7,2,,,1.3,1.8,0,56,,,0.12,0.11,2.3,0.27,0.1,,nd,0.62,4.9,0.8,0,,,12,140,21,,1.6,730.0,0.5,180,5.4,nd,,
"Salsiccia ""Saucisson""",,,18.2,0.5,36.4,403,13.2,17.2,4.1,,,0.5,2.5,0,73,,,0.72,0.2,4.36,0.52,0.42,,2.5,1.61,59.2,0,0.64,,,21,330,3.8,,1.7,1000.0,0.9,160,nd,1.2,,
"Salsiccia ""Saucisson"", cotto (senza aggiunta di grassi o sale)",,,21.1,0.6,39.4,442,14.3,18.6,4.5,,,0.6,2.6,0,88,,,0.65,0.23,3.94,0.47,0.38,,2,1.36,50,0,0.7,,,26,330,3.9,,2,1020.0,1.1,190,nd,1.4,,
"Salsiccia, vegana, a base di seitan o di proteine del grano",,,29.1,7.5,10.5,250,2.8,6.5,0.8,,,1.7,1.8,4.6,0,,,0.11,0.16,0.49,0.46,0.08,,40.6,0,0.5,0.3,nd,,,32,200,37,,1.8,730.0,1.7,110,20,nd,,
"Salsiccia, vegana, a base di tofu o di proteine di soia",,,13.4,5.7,16.3,229,2,5,8.6,,,0.5,1.7,3,0,,,0.04,0.03,0.18,0.19,0.03,,17.3,0,0.5,0.3,2.3,,,58,120,140,,1.4,670.0,2,210,9.8,nd,,
Salsiccia viennese,,,13.9,0.6,20.4,242,7.8,9.4,1.6,,,0.6,2.2,0,51,,,0.23,0.11,3.47,0.5,0.11,,1,0.64,17.5,1,0,,,13,190,7.9,,1.8,870.0,0.8,190,7.3,0.4,,
"Salsiccia viennese, cotta",,,13.0,0.6,18.4,220,7,8.5,1.4,,,0.6,1.8,0,50,,,0.17,0.1,2.53,0.36,0.08,,0.6,0.44,11.9,0.9,0,,,13,160,6.5,,1.7,720.0,0.7,180,7.1,0.4,,
Salsiccia vodese,,,16.5,0.2,32.3,358,12,14.8,2.9,,,0.2,2.1,0,71,,,0.45,0.12,4.7,0.9,0.21,,nd,0.7,19.5,0,0,,,17,260,14,,1.8,830.0,0.7,170,9.4,nd,,
Salsiz,,,25.2,0.0,34.9,415,13.6,15.7,3,,,0,3.9,0,80,,,0.42,0.15,6.9,0.9,0.34,,2.1,1.7,7,1.1,0,,,15,400,16,,4,1540.0,2.2,150,12,0.6,,
"Saltimbocca, cotto in olio di colza HOLL",,,28.8,0.1,11.2,216,1.8,7.2,1.2,,,0.1,1.7,0,85,,,0.21,0.3,8.2,1.19,0.3,,12.4,0.85,1,0.1,0.61,,,30,340,9.1,,3.1,670.0,3,250,11,0.2,,
"Salvia, fresca",,,1.7,6.9,2.1,59,1.1,0.3,0.3,,,6.8,0.0,2.9,0,,,0.12,0.06,0.92,0,0.54,,0,0,0,0,0.75,,,69,170,270,,0.8,2.0,4.5,15,nd,1,,
"Samosa, cotta al forno",,,6.8,32.5,21.0,353,8,9.3,2.8,,,1.4,0.9,3.3,0,,,0.14,0.06,0.93,0.44,0.12,,21.4,0,12.7,0,2.11,,,26,210,21,,0.7,350.0,0.9,76,1.4,2.2,,
"Samosa, fritta",,,6.4,30.6,25.3,382,7.9,12.9,3.3,,,1.3,0.8,3.1,0,,,0.13,0.06,0.88,0.41,0.12,,20.1,0,11.9,0,2.29,,,25,200,20,,0.6,330.0,0.9,72,1.3,2,,
Sandwich (Baguette) al formaggio a pasta semi dura,,,6.7,20.2,7.3,176,2.6,2.4,1.8,,,1.4,1.1,1.6,13,,,0.06,0.06,0.4,0.17,0.08,,14.3,0.19,7.3,0.1,2.22,,,17,150,110,,0.8,450.0,0.6,110,nd,3.7,,
Sandwich (baguette) al prosciutto,,,6.3,17.4,3.5,129,0.5,1.4,1.3,,,1.8,1.2,1.6,9,,,0.18,0.05,1.29,0.23,0.12,,14.4,0.03,15.8,0,1.81,,,15,200,14,,0.6,470.0,0.6,87,nd,2.4,,
Sandwich (baguette) al prosciutto crudo,,,8.8,18.8,5.4,162,1.1,2.3,1.6,,,1.3,1.4,1.5,16,,,0.22,0.07,2.19,0.41,0.15,,12.9,0.08,8.3,0.1,2.04,,,17,230,13,,0.8,550.0,0.9,89,3.4,2.2,,
Sandwich (baguette) con affettati,,,5.3,17.3,6.8,154,1.7,2.9,1.6,,,1.8,0.8,1.5,11,,,0.1,0.04,0.77,0.21,0.09,,14.9,0.15,11.2,0.1,1.81,,,13,160,14,,0.5,340.0,0.5,61,0.9,2.2,,
Sandwich (baguette) con carne secca,,,7.2,18.4,3.7,139,0.5,1.5,1.4,,,1.9,1.3,1.7,11,,,0.07,0.05,1.36,0.25,0.11,,15,0.17,7.1,0,1.9,,,16,200,13,,1,500.0,0.9,72,nd,2,,
Sandwich (baguette) con Fleischkäse (pasticcio di carne),,,8.0,25.3,9.0,217,2,3.8,2.5,,,1.1,1.2,1.6,65,,,0.11,0.07,0.76,0.5,0.09,,17.7,0.23,9.9,0.6,2.91,,,15,150,17,,0.7,470.0,0.8,93,5.7,6.2,,
Sandwich (baguette) con formaggio a pasta molle,,,6.3,21.5,7.3,181,2.5,2.4,1.8,,,1.2,1.3,1.7,13,,,0.07,0.08,0.44,0.21,0.08,,18.6,0.19,5.9,0.1,2.37,,,16,140,65,,0.6,530.0,0.7,79,nd,5,,
Sandwich (baguette) con mozzarella,,,5.9,20.2,5.9,161,1.7,2.2,1.7,,,1.5,1.0,1.6,8,,,0.07,0.06,0.42,0.15,0.07,,14.6,0.17,7.3,0.1,2.21,,,14,140,49,,0.7,410.0,0.6,80,nd,2.5,,
Sandwich (baguette) con salame,,,5.8,18.4,6.2,156,1.5,2.6,1.6,,,1.8,1.2,1.7,11,,,0.13,0.05,1.1,0.23,0.1,,15.3,0.12,8.8,0.2,1.9,,,14,180,13,,0.6,500.0,0.7,59,nd,2.1,,
Sandwich con scaloppina e salsa cocktail,,,14.5,25.1,11.2,262,1.1,6.7,2.7,,,0.5,1.3,1.3,47,,,0.08,0.14,3.07,0.6,0.14,,16.8,0.41,0.5,0.1,2.63,,,19,190,9.2,,1.4,520.0,1.5,130,nd,2.1,,
Sandwich con scaloppina e salsa tartara,,,13.9,23.2,10.1,242,1,6,2.4,,,0.4,1.2,1.3,53,,,0.07,0.14,2.86,0.61,0.13,,18.6,0.41,1.8,0.1,2.33,,,18,180,11,,1.4,480.0,1.4,130,nd,2.6,,
Sandwich (pane bigio) al formaggio a pasta molle,,,6.5,18.8,7.4,172,2.5,2.4,1.9,,,1.2,1.3,2.1,13,,,0.11,0.1,0.7,0.24,0.07,,23.2,0.19,5.9,0.1,2.34,,,22,150,69,,0.9,520.0,0.9,110,nd,5.2,,
Sandwich (pane bigio) al formaggio a pasta semi dura,,,6.9,17.6,7.4,169,2.6,2.4,1.8,,,1.4,1.1,2.1,13,,,0.11,0.08,0.64,0.2,0.07,,18.6,0.18,7.3,0.1,2.19,,,23,150,120,,1.1,440.0,0.9,130,nd,3.9,,
Sandwich (pane bigio) al prosciutto,,,6.4,15.3,3.6,123,0.5,1.4,1.4,,,1.8,1.1,1.9,9,,,0.21,0.07,1.49,0.25,0.12,,17.9,0.03,15.8,0,1.78,,,20,200,17,,0.8,460.0,0.8,110,nd,2.5,,
Sandwich (pane bigio) al prosciutto crudo,,,9.0,16.4,5.5,155,1.1,2.3,1.6,,,1.3,1.4,1.9,16,,,0.26,0.08,2.41,0.43,0.14,,16.9,0.08,8.3,0.1,2.01,,,23,240,16,,1,540.0,1.1,110,3.7,2.3,,
Sandwich (pane bigio) con affettati,,,5.5,15.3,6.8,148,1.7,3,1.7,,,1.8,0.8,1.9,11,,,0.13,0.05,0.97,0.24,0.08,,18.4,0.15,11.2,0.1,1.78,,,18,160,17,,0.7,330.0,0.7,83,nd,2.4,,
Sandwich (pane bigio) con carne secca,,,7.4,16.2,3.8,132,0.5,1.5,1.5,,,1.9,1.2,2,11,,,0.11,0.06,1.57,0.27,0.11,,18.8,0.17,7.1,0,1.87,,,21,210,16,,1.2,490.0,1.1,94,nd,2.1,,
Sandwich (pane bigio) con Fleischkäse (pasticcio di carne),,,8.2,22.0,9.1,207,2,3.8,2.6,,,1.1,1.2,2.2,65,,,0.17,0.09,1.07,0.54,0.08,,23.3,0.23,9.9,0.6,2.86,,,23,160,21,,1,460.0,1.1,130,6,6.4,,
Sandwich (pane bigio) con mozzarella,,,6.1,17.7,6.0,153,1.7,2.2,1.7,,,1.5,1.0,2.1,8,,,0.11,0.07,0.66,0.17,0.07,,18.9,0.17,7.3,0.1,2.18,,,20,150,52,,0.9,400.0,0.8,110,nd,2.7,,
Sandwich (pane bigio) con salame,,,5.9,16.2,6.3,149,1.5,2.6,1.7,,,1.8,1.2,2,11,,,0.17,0.06,1.3,0.25,0.09,,19.1,0.11,8.8,0.2,1.87,,,19,180,16,,0.8,490.0,0.9,82,nd,2.2,,
Sanguinaccio,,,10.2,2.5,10.9,149,4.6,4.6,1,,,2.4,2.0,0.1,32,,,0.05,0.12,0.38,0.39,0.19,,5.1,1.09,0.5,0,0.12,,,13,140,61,,1.6,790.0,30,64,nd,6.9,,
"Sardina, cruda",,,19.8,0.0,6.1,134,1.8,1.8,1.6,,,0,0.3,0,51,,,0,0.34,10.1,0.69,0.31,,7,8.3,0,4,0.31,,,32,390,50,,0.7,140.0,1.6,260,51,79,,
"Sardina, in salsa di pomodoro, in scatola",,,18.5,0.9,10.8,177,2.9,2.7,3.5,,,0.9,0.8,1.1,71,,,0.03,0.22,5.5,0.63,0.25,,4,8.9,0,3.3,2.3,,,38,370,460,,2,320.0,2.7,420,39,26,,
"Sardina sott'olio, sgocciolata",,,24.4,0.5,11.6,204,2.8,4.1,3.5,,,0,0.8,0,59,,,0.04,0.16,7.1,0.68,0.28,,16,13.6,0,7.6,1.7,,,39,370,570,,1.9,300.0,2,310,35,80,,
Saucisse aux choux,,,15.9,1.6,32.4,363,11.8,15.1,3.6,,,1.5,2.5,0.8,46,,,0.44,0.13,2.69,0.38,0.27,,12.1,1.05,72.9,0,0.68,,,17,160,15,,1.1,990.0,0.7,72,nd,1.4,,
"Scalogno, crudo",,,1.8,12.2,0.5,66,0,0,0,,,3.3,0.0,2.6,0,,,0.04,0.01,0.2,0.19,0.1,,10.2,0,8,0,0.08,,,7.5,220,9.5,,0.2,5.0,0.1,46,nd,nd,,
"Scaloppina di capriolo, cruda",,,22.5,0.0,1.7,105,0.6,0.4,0.6,,,0,0.1,0,75,,,0.26,0.6,6.4,0.69,0.71,,6,6.3,0,0.3,0.76,,,22,330,4.2,,2.1,44.0,2.8,200,nd,0.8,,
"Scaloppina di vitello, cotta in olio di colza HOLL",,,26.8,0.0,8.6,185,0.9,5.9,1.1,,,0,1.0,0,83,,,0.05,0.3,7.53,1.11,0.27,,15.1,0.98,0,0,0.57,,,29,280,5.8,,3,390.0,2.8,240,8.8,0.3,,
"Scampo, crudo",,,19.6,0.8,1.3,93,0.2,0.3,0.5,,,0,0.9,0,95,,,0.13,0.01,5.67,1.5,0.21,,17,0.9,3,0,1.5,,,68,210,29,,4.6,340.0,2,180,55,240,,
Schiumini ,,,4.2,83.5,9.9,444,6.2,3.4,0.3,,,82.4,0.1,2.2,0,,,0.03,0.14,0.2,0.12,0.02,,4.4,0.07,0,0,0,,,41,290,18,,0.7,46.0,2.1,46,4.8,2.4,,
Schiumini al cioccolato ,,,5.2,71.5,19.4,486,12.1,6.6,0.7,,,70.2,0.3,2,6,,,0.05,0.26,0.29,0.15,0.03,,5.6,0.04,1.3,0,0.11,,,47,450,120,,1.1,110.0,2.1,130,nd,9,,
Schüblig di campagna,,,21.3,0.3,48.5,524,18.8,23,4.4,,,0.3,4.0,0,86,,,0.53,0.24,5.96,0.56,0.33,,2.6,3.29,71,0,0.69,,,23,350,4.8,,2.9,1590.0,1.5,270,nd,1.1,,
Schüblig di San Gallo,,,12.6,0.2,20.7,237,7.6,9.8,2.2,,,0.2,2.1,0,42,,,0.09,0.11,2.02,0.17,0.05,,1,1.19,52.2,0,0.32,,,8.4,76,4.9,,1.7,850.0,0.9,140,nd,0.4,,
Sciroppo d'acero,,,0.0,67.2,0.2,271,0,0.1,0.1,,,58.6,0.0,0,0,,,0.02,0.73,0.16,0.04,0,,0,0,0,0,0,,,23,220,73,,2,11.0,0.1,2,0.6,0,,
Sciroppo di agave,,,0.2,73.1,0.0,293,0,nd,nd,,,nd,0.0,0,nd,,,nd,nd,nd,nd,nd,,nd,nd,nd,nd,nd,,,nd,nd,nd,,nd,4.0,nd,nd,nd,nd,,
Sciroppo non diluito,,,0.1,70.6,0.1,286,0,0,0.1,,,70.3,0.0,0.7,0,,,0.01,0.01,0.07,0.03,0.02,,2,0,4,0,0.16,,,2,49,3,,0.1,1.0,0.4,4,nd,0.7,,
Sciroppo pronto (diluito di regola 1:5.5),,,0.0,13.5,0.0,55,0,0,0,,,13.4,0.0,0.1,0,,,0,0,0.01,0.01,0,,0.4,0,0.8,0,0.03,,,1.2,9.4,6.2,,0,1.0,0.1,0.8,0,0.1,,
"Scorzonera, al vapore (senza aggiunta di sale)",,,1.5,2.2,0.3,56,0,0.1,0.2,,,2.2,0.0,19.3,0,,,0.12,0.04,0.27,0.21,0.09,,19.5,0,4.4,0,0.89,,,23,230,35,,0.4,2.7,1,86,0.2,0.2,,
"Scorzonera, cruda",,,1.4,2.1,0.3,54,0,0.1,0.2,,,2.1,0.0,18.5,0,,,0.14,0.04,0.3,0.22,0.1,,29.2,0,4.9,0,0.8,,,24,240,33,,0.4,3.0,1.1,82,0.2,0.2,,
"Sedano, crudo",,,0.6,2.4,0.2,18,0,0,0,,,1.3,0.2,2.2,0,,,0.03,0.08,0.55,0.27,0.06,,56.8,0,9.8,0,0.13,,,11,390,46,,0.1,79.0,0.1,24,0,1,,
"Sedano rapa, al vapore (senza aggiunta di sale)",,,1.4,4.0,0.3,32,0.1,0,0.2,,,1.6,0.1,3.8,0,,,0.05,0.04,0.26,0.5,0.17,,24.9,0,6,0,0.13,,,12,410,40,,0.3,47.0,0.3,57,0.9,2.4,,
"Sedano rapa, crudo",,,1.4,4.0,0.3,32,0.1,0,0.2,,,1.6,0.1,3.8,0,,,0.06,0.04,0.3,0.56,0.19,,39,0,7.1,0,0.12,,,13,460,40,,0.4,56.0,0.4,56,0.9,2.4,,
"Sedano verde, al vapore (senza aggiunta di sale)",,,0.6,2.4,0.2,19,0,0,0,,,1.3,0.2,2.2,0,,,0.02,0.07,0.47,0.24,0.06,,36.3,0,7.8,0,0.14,,,11,350,46,,0.1,71.0,0.1,24,0,1,,
Seitan,,,28.0,3.0,7.2,193,0.6,3.4,1.8,,,0.7,1.3,2.3,0,,,0.05,0.05,0.21,0.09,0.03,,16.6,0,0.5,0.3,1.48,,,21,94,32,,1.6,540.0,1.6,87,21,17,,
"Selvaggina (media), cotto (senza aggiunta di grassi o sale)",,,27.8,0.0,3.9,147,1.8,1.1,0.7,,,0,0.2,0,81,,,0.16,0.28,6.66,0.89,0.29,,5.2,1.52,0,0.1,0.38,,,26,350,20,,3.9,82.0,3.3,240,nd,1.6,,
"Selvaggina (media), cruda ",,,21.1,0.0,3.2,114,1.5,0.9,0.6,,,0,0.2,0,59,,,0.17,0.22,6.01,0.79,0.31,,5,1.44,0,0.1,0.31,,,21,320,15,,2.9,70.0,2.5,200,nd,1.2,,
Semi di chia,,,21.4,1.8,34.1,482,3.1,2.1,24.9,,,1.8,0.0,40.9,0,,,0.47,0.2,4.13,0.34,0.14,,70.7,0,1.6,0,0.5,,,320,640,550,,5.1,16.0,6.5,650,9.7,5,,
Semi di girasole,,,25.1,3.6,54.5,621,5.4,19.8,23.5,,,3.4,0.0,8,0,,,1.48,0.36,8.3,1.13,0.57,,227,0,1,0,36.85,,,330,750,86,,5.8,3.6,5,670,9.9,4,,
Semi di lino,,,21.3,3.6,42.2,533,4.6,8.3,27.2,,,1.4,0.1,26.9,0,,,0.47,0.01,0.1,0.81,0.17,,71.6,0,0,0,0.31,,,320,680,240,,4.3,40.0,6.3,530,13,2,,
"Semi di sesamo, decorticati",,,26.8,4.6,57.4,660,8.6,21.4,21.7,,,1.6,0.1,8.8,0,,,0.83,0.12,4.6,0.35,0.35,,115,0,0,0,0.08,,,350,470,37,,5.8,26.0,5.8,640,56,5,,
"Semi di sesamo, non decorticati",,,23.1,4.0,53.8,619,7.4,19.4,21.1,,,1.2,0.0,13.3,0,,,0.75,0.22,4.61,0.34,0.34,,171,0,0,0,0.08,,,330,500,930,,5.5,1.0,7.7,620,20,5,,
Semi di zucca,,,35.6,4.7,49.1,615,8.7,16.2,21,,,1.4,0.0,6,0,,,0.29,0.16,2.74,0.39,0.1,,129,0,1.9,0,1.97,,,520,900,63,,5,5.3,8.2,1090,11,2.7,,
"Semi e noci (media), senza aggiunta di sale",,,20.8,9.4,52.9,618,7.6,27.4,15,,,4.3,0.0,10.1,0,,,0.44,0.34,3.37,1.16,0.25,,82.4,0,1,0,12.04,,,210,670,160,,3.5,8.7,3.6,440,11,5,,
"Semola di grano duro, secca",,,13.3,66.8,1.6,347,0.2,0.1,0.5,,,1.7,0.0,6.3,0,,,0.11,0.04,0.55,0.39,0.09,,46.7,0,0,0,0.31,,,54,210,23,,1.8,1.6,2.6,170,7.2,5.1,,
"Semolino di mais, cotta",,,2.0,16.7,0.2,79,0,0.1,0.1,,,0.3,0.6,1.1,0,,,0.01,0.01,0.27,0.06,0.02,,1.1,0,0,0,0.08,,,5.4,18,7.3,,0.1,230.0,0.2,17,nd,0.7,,
"Semolino di mais, secco",,,8.8,73.8,1.1,350,0.1,0.4,0.4,,,1.5,0.0,5,0,,,0.05,0.04,1.2,0.26,0.1,,5,0,0,0,0.35,,,20,80,4,,0.4,1.0,1,73,nd,2.5,,
"Semolino, preparato (con latte intero, senza aggiunta di zucchero)",,,4.7,11.3,3.0,93,1.8,0.7,0.2,,,4.9,0.2,0.6,12,,,0.03,0.19,0.16,0.36,0.03,,6.5,0.15,0.4,0.1,0.12,,,16,180,130,,0.6,73.0,0.3,110,1.9,11,,
"Semolino, preparato (con latte parzialmente scremato, senza aggiunta di zucchero)",,,4.7,11.3,3.0,93,1.8,0.7,0.2,,,4.9,0.2,0.6,12,,,0.03,0.19,0.16,0.36,0.03,,6.5,0.15,0.4,0.1,0.12,,,16,180,130,,0.6,73.0,0.3,110,1.9,11,,
Senape,,,7.1,3.8,7.7,124,0.5,4.1,2.7,,,2.6,4.1,5.3,0,,,0.24,0.04,1.15,0.21,0.02,,18,0,0.5,0,1.34,,,95,200,110,,1.1,1640.0,1.7,210,nd,20,,
Sformato di semolino con zucchero,,,4.4,18.2,2.8,117,1.6,0.6,0.2,,,12.3,0.2,0.6,11,,,0.02,0.17,0.15,0.33,0.03,,6.1,0.14,0.3,0.1,0.11,,,15,170,120,,0.5,68.0,0.3,110,1.8,10,,
"Sherry, 18.5 vol%",,,0.1,3.6,0.0,118,0,0,0,,,3.6,0.0,0,0,,,0,0.01,0.08,0.04,0.02,,1,0.1,0,0,0,,,8,89,9,,0.3,6.0,0.5,7,nd,10,,
"Sidro di mele, 4 vol%",,,0.0,2.5,0.0,32,0,0,0,,,2.5,0.0,0,0,,,0,0,0,0.04,0.01,,0,0,0,0,0,,,4,120,9,,0.2,4.0,0.8,5,nd,10,,
"Sidro di mele, 6.2 vol%",,,0.0,7.3,0.0,64,0,0,0,,,7.3,0.0,0,0,,,0,0,0.01,0.03,0.01,,1,0.1,0,0,0,,,4,97,5,,0.2,2.0,0.3,9,nd,10,,
"Siero di latte, dolce",,,0.8,4.7,0.2,24,0.1,0.1,0,,,4.7,0.1,0,1,,,0.04,0.14,0.2,0.4,0.04,,1,0.2,1,0,0,,,8,130,68,,0.1,45.0,0.1,40,nd,8,,
"Sminuzzato/macinato/scaloppina, vegano, a base di mycoproteina, crudo",,,13.4,1.6,2.3,92,0.3,0.4,1.2,,,0,0.4,6,1,,,0.04,0.35,0.95,0.23,0.08,,40.8,0,0,0,0.04,,,41,110,170,,6.6,160.0,0.3,240,2.5,1,,
"Sminuzzato, vegano, a base di proteine di soia o pisello, crudo",,,20.7,3.5,3.3,139,0.4,1.1,1.3,,,1.4,1.5,6.5,0,,,0.11,0.1,0.71,0.36,0.08,,44.4,0,0.5,0.3,1.09,,,89,660,86,,1.6,610.0,3.1,270,6.4,5.3,,
Snack Flips di arachidi,,,13.2,56.5,24.2,507,4.4,11.7,6.9,,,0,1.9,4.9,0,,,0.18,0.04,3.26,0.6,0.13,,17,0,0,0,3.5,,,43,170,16,,0.8,770.0,0.9,110,nd,5,,
"Sogliola, cruda",,,18.7,0.0,0.6,80,0.1,0.1,0.2,,,0,0.3,0,50,,,0.07,0.05,3.5,0.3,0.31,,10,0.8,2,8,1.03,,,25,350,29,,0.1,120.0,0.6,270,23,25,,
"Soia estrusa, parzialmente sgrassata (sminuzzata, granulata), secca",,,49.9,9.0,4.4,322,0.6,0.7,2.5,,,7.2,0.0,23.5,0,,,0.15,0.04,2.02,1.79,0.29,,119,0,0,0,0.61,,,270,1980,350,,4.5,1.5,12,580,8.8,0.7,,
"Sorbetto, alla frutta",,,0.2,32.1,0.0,137,0,0,0,,,32.1,0.0,0.4,0,,,0.02,0.01,0.07,0.05,0.01,,5,0,10,0,0.05,,,4,41,12,,0.1,1.0,0.2,6,nd,2.6,,
"Sostituto del formaggio, a base di anacardi",,,14.5,15.2,35.3,442,5.8,19.5,8.4,,,0.3,1.2,2.6,0,,,0.3,0.07,0.52,0.42,0.27,,34.3,0,0.5,0.3,3.79,,,150,340,44,,3.6,490.0,3.9,310,12,nd,,
Sostituto del formaggio a base di olio di cocco e amido,,,0.5,21.2,20.1,272,17.4,1.5,0.4,,,0.3,1.9,2.3,0,,,0.02,0.01,0.1,0.06,0.01,,5.6,0,0.5,0.3,0.26,,,5.2,34,46,,0.1,750.0,0.2,16,0,0,,
"Sostituto dello yogurt, a base di cocco, con frutta o aromi, con zucchero",,,0.7,12.3,5.9,107,5.5,0.3,0.1,,,8,0.1,0.7,0,,,0.02,0.01,0.13,0.1,0.01,,5,0,0.5,0,0.08,,,8.2,46,17,,0.1,28.0,0.2,18,nd,nd,,
"Sostituto dello yogurt, a base di cocco, naturale",,,0.7,5.0,7.6,92,7.1,0.4,0.1,,,0.7,0.1,0.3,0,,,0,0,0.1,0.03,0,,0.5,0,0,0,0,,,9.7,92,5,,0.1,25.0,0.3,22,1.3,nd,,
"Sostituto dello yogurt, a base di mandorla, con frutta o aromi, con zucchero",,,2.3,10.3,5.4,99,0.4,3.3,1,,,7.2,0.1,0.1,0,,,0.01,0.02,0.15,0.02,0,,2.1,0,0.4,0,0.78,,,16,64,15,,0.3,24.0,0.3,61,0.4,nd,,
"Sostituto dello yogurt, a base di mandorla, naturale",,,1.3,4.8,4.0,60,0.3,2.5,0.8,,,0.4,0.1,nd,0,,,0.01,0.02,0.16,0.02,0,,1.9,0,0,0,0.86,,,18,65,16,,0.3,23.0,0.3,68,0.4,nd,,
"Sostituto dello yogurt, a base di soia, con frutta o aromi, con zucchero",,,3.6,11.1,1.7,76,0.3,0.4,0.9,,,10.6,0.1,1.1,0,,,0.02,0.01,0.1,0.06,0.02,,17.7,0,0.5,0.3,0.27,,,14,91,36,,0.3,34.0,0.4,53,1,5,,
"Sostituto dello yogurt, a base di soia, con frutta o aromi, con zucchero, arricchito di calcio e vitamine",,,3.0,12.9,2.3,85,0.8,0.4,1,,,11.6,0.1,0.5,0,,,0.02,0.21,0.1,0.05,0.01,,12.9,0.38,0.5,0.8,0.19,,,13,89,87,,0.2,28.0,0.4,63,nd,5,,
"Sostituto dello yogurt, a base di soia, naturale",,,4.1,2.1,1.9,43,0.2,0.5,1.1,,,0.7,0.1,0.8,0,,,0.02,0.01,0.1,0.04,0.01,,18.6,0,0.5,0.3,0.23,,,17,110,14,,0.3,34.0,0.4,48,1,nd,,
"Sostituto dello yogurt, a base di soia, naturale, arricchito di calcio e vitamine",,,3.9,1.1,2.1,40,0.3,0.5,1.2,,,0.3,0.1,0.6,0,,,0.02,0.01,0.1,0.07,0.03,,15.1,0.38,0.5,0.8,0.23,,,16,130,120,,0.3,21.0,0.4,87,nd,nd,,
"Spätzli, arrostiti con burro",,,7.3,26.2,6.9,199,3.3,1.8,0.8,,,0.2,1.1,1.3,82,,,0.07,0.06,0.11,0.46,0.07,,10.5,0.21,0,0.6,0.48,,,16,100,16,,0.7,430.0,0.9,86,5.2,8.3,,
"Spätzli, cotti, sgocciolati, fatto in casa",,,6.7,24.2,2.3,146,0.6,0.7,0.6,,,0.2,1.0,1.2,64,,,0.08,0.06,0.11,0.53,0.07,,13.9,0.19,0,0.5,0.42,,,15,92,14,,0.6,390.0,0.9,78,4.8,7.3,,
"Spezzatino di pollo con salsa al curry, fatto in casa",,,14.6,3.3,4.8,116,1.5,2.4,0.5,,,1.5,0.5,0.4,44,,,0.06,0.08,4.15,0.36,0.29,,5.4,0.1,0.6,0.6,0.76,,,17,170,15,,0.4,210.0,0.9,110,nd,1.2,,
"Spezzatino di vitello con salsa al curry, fatto in casa",,,13.1,3.3,5.0,111,1.6,2.4,0.6,,,1.5,0.5,0.4,46,,,0.03,0.11,2.85,0.68,0.14,,4.6,0.6,0.6,2.3,0.76,,,15,170,15,,2.1,220.0,1.1,110,nd,1.8,,
