name,brand,barcode,proteins,carbohydrates,fats,energy,saturated_fats,monounsaturated_fats,polyunsaturated_fats,omega3,omega6,sugars,salt,dietary_fiber,cholesterol,caffeine_milli,vitamin_a,vitamin_b1,vitamin_b2,vitamin_b3,vitamin_b5,vitamin_b6,vitamin_b7_micro,vitamin_b9,vitamin_b12,vitamin_c,vitamin_d,vitamin_e,vitamin_k_micro,manganese_milli,magnesium,potassium,calcium,copper_milli,zinc,sodium,iron,phosphorus,selenium,iodine,package_weight,serving_weight
"Cipolline, sott'aceto",,,0.9,4.9,0.2,28,0.0,0.0,0.1,,,3.5,1.1,1.3,0.0,,,2e-05,0.0,0.0001,0.0,0.0001,,1.4e-05,0.0,0.0,0.0,0.00031,,,0.0,0.093,0.022,,0.0001,0.45,0.0002,0.023,0.0,0.0,,
"Cocktail di gamberi, preparato",,,4.4,4.0,13.4,168,7.9,3.1,0.7,,,3.3,0.4,0.3,0.097,,,5.9999999999999995e-05,8e-05,0.00073,0.00017,5.9999999999999995e-05,,1e-05,6e-08,0.0054,2.0000000000000002e-07,0.0010400000000000001,,,0.0056,0.18,0.044,,0.0004,0.18,0.0003,0.1,0.0,3.5e-05,,
"Composta di rabarbaro, con zucchero",,,0.7,18.8,0.2,84,0.0,0.0,0.1,,,18.8,0.0,2.1,0.0,,,1e-05,2e-05,0.00016,5e-05,4e-05,,4.5e-06,0.0,0.0075,0.0,0.00027,,,0.011,0.18,0.11,,0.0001,0.0022,0.0002,0.016,4.0000000000000003e-07,1.8999999999999998e-06,,
Concentrato di pomodoro,,,4.5,12.9,0.2,77,0.0,0.0,0.1,,,12.4,0.6,2.8,0.0,,,0.00022,0.00011999999999999999,0.0035,0.001,0.00044,,5.4e-05,0.0,0.038,0.0,0.00537,,,0.048,1.15,0.048,,0.0007,0.24,0.0016,0.094,0.0,4e-06,,
"Coniglio, filetto, crudo",,,24.3,0.0,1.5,111,0.5,0.5,0.4,,,0.0,0.1,0.0,0.051,,,5e-05,0.00011,0.004,0.00069,0.00074,,4e-06,8.7e-06,0.0,0.0,0.00035,,,0.028,0.38,0.0045,,0.0006,0.033,0.0003,0.21,0.0,4.1e-06,,
"Coniglio (media), cotto (senza aggiunta di grassi o sale)",,,26.1,0.0,8.0,177,2.7,1.3,2.1,,,0.0,0.1,0.0,0.096,,,5.9999999999999995e-05,7.000000000000001e-05,0.00528,0.00058,0.00017999999999999998,,7.2000000000000005e-06,8.220000000000001e-06,0.0,0.0,0.00043,,,0.022,0.24,0.016,,0.0018,0.031,0.0022,0.21,1.4e-05,8.000000000000001e-07,,
"Coniglio (media), crudo ",,,20.5,0.0,7.5,150,2.5,1.2,2.0,,,0.0,0.1,0.0,0.07,,,0.00011,7.000000000000001e-05,0.0072699999999999996,0.0008,0.0003,,8e-06,1e-05,0.0,0.0,0.0004,,,0.025,0.33,0.014,,0.0014,0.045,0.0016,0.21,1e-05,6e-07,,
Cono gelato,,,3.4,37.8,13.5,292,9.8,2.4,0.7,,,25.7,0.1,3.0,0.006,,,5e-05,0.00023,0.00020999999999999998,0.00035,7.000000000000001e-05,,8e-06,1.3e-07,0.001,0.0,0.0007700000000000001,,,0.018,0.22,0.11,,0.0005,0.052,0.001,0.1,1.1e-06,5.0999999999999995e-06,,
Cookie al cioccolato,,,6.5,59.0,25.9,502,12.9,9.6,2.3,,,31.5,1.0,3.4,0.017,,,0.00026000000000000003,0.00023999999999999998,0.0010500000000000002,0.00043,8.999999999999999e-05,,3.8e-05,8e-08,0.001,5e-07,0.0026,,,0.07,0.27,0.031,,0.0012,0.4,0.0034,0.15,5e-06,1.1e-05,,
Coppa,,,28.8,0.3,22.5,319,8.5,9.9,1.6,,,0.3,3.8,0.0,0.081,,,0.00087,0.00028000000000000003,0.0076,0.0024,0.00043,,4e-06,3e-07,0.0064,8.000000000000001e-07,0.00015,,,0.026,0.49,0.013,,0.0043,1.52,0.0014,0.27,1.5e-05,0.0,,
"Cordon bleu di maiale, preparato",,,23.2,10.3,11.7,241,3.2,5.9,1.3,,,0.6,0.9,0.6,0.094,,,0.00038,0.0002,0.00298,0.00076,0.00023,,1.45e-05,8.6e-07,0.0068,3e-07,0.00088,,,0.023,0.21,0.11,,0.0027,0.35,0.0016,0.23,0.0,6.5e-06,,
"Cordon bleu di vitello, preparato",,,22.9,10.3,11.0,233,3.1,5.6,1.2,,,0.6,0.9,0.6,0.096,,,0.00011999999999999999,0.00026000000000000003,0.004900000000000001,0.00099,0.00020999999999999998,,1.75e-05,8.3e-07,0.0068,3e-07,0.00063,,,0.027,0.25,0.11,,0.0025,0.35,0.002,0.26,0.0,5.9e-06,,
"Coregone lavarello, crudo",,,19.2,0.0,2.3,98,0.5,0.7,0.4,,,0.0,0.1,0.0,0.054,,,7.000000000000001e-05,7.000000000000001e-05,0.004,0.0,0.00045,,1e-05,1e-06,0.0,2.2100000000000002e-05,0.0013,,,0.028,0.39,0.011,,0.0006,0.02,0.0004,0.25,2.7e-05,1.5e-06,,
Cornetti (media),,,7.8,40.4,22.0,398,12.8,5.1,1.4,,,2.3,1.2,3.9,0.07,,,0.00011999999999999999,8.999999999999999e-05,0.00063,0.00035999999999999997,0.00011,,2.1899999999999997e-05,7e-08,0.0001,4.0000000000000003e-07,0.0007199999999999999,,,0.024,0.16,0.033,,0.001,0.46,0.001,0.11,2.8e-06,2.8e-06,,
"Cornetto al burro, bianco",,,8.7,43.5,24.2,432,14.1,5.7,1.5,,,3.3,1.2,2.6,0.077,,,0.00011999999999999999,0.00011,0.0005899999999999999,0.00038,0.00011,,2.15e-05,1.0000000000000001e-07,0.0003,5e-07,0.0007099999999999999,,,0.025,0.17,0.052,,0.0009,0.49,0.001,0.12,3.5e-06,3e-06,,
"Cornetto al burro, integrale",,,6.8,37.3,19.7,365,11.4,4.6,1.3,,,1.2,1.1,5.2,0.063,,,0.00011999999999999999,7.000000000000001e-05,0.00067,0.00034,0.0001,,2.24e-05,4e-08,0.0,4.0000000000000003e-07,0.0007199999999999999,,,0.024,0.16,0.015,,0.001,0.44,0.001,0.11,2.1000000000000002e-06,2.5e-06,,
"Cornetto alle nocciole, pasta lievitata",,,7.7,41.9,12.6,318,3.4,6.9,1.5,,,18.4,0.6,2.5,0.036,,,0.00019,0.00013000000000000002,0.0009,0.00046,0.00013000000000000002,,3.5e-05,1.0000000000000001e-07,0.0003,2.0000000000000002e-07,0.00264,,,0.032,0.2,0.048,,0.0008,0.26,0.001,0.12,8.000000000000001e-07,3.9e-06,,
"Cornetto alle nocciole, pasta sfoglia",,,6.8,36.2,26.9,419,9.9,12.4,2.1,,,15.8,0.5,2.7,0.071,,,0.00013000000000000002,4e-05,0.00033,0.00047999999999999996,0.00014000000000000001,,1.7800000000000002e-05,8e-08,0.0004,4.0000000000000003e-07,0.0035299999999999997,,,0.039,0.19,0.042,,0.001,0.21,0.0012,0.11,2e-06,4.4e-06,,
Cornetto al prosciutto,,,11.1,26.0,20.9,340,9.5,8.1,2.2,,,0.7,1.4,1.4,0.043,,,0.00020999999999999998,8.999999999999999e-05,0.0016699999999999998,0.00041999999999999996,0.0001,,9.5e-06,1.2e-07,0.0202,2.0000000000000002e-07,0.00206,,,0.016,0.21,0.024,,0.0009,0.57,0.0007,0.13,0.0,5.0999999999999995e-06,,
Cornetto di Sils (con sale iodato),,,9.1,39.4,25.0,423,14.7,5.8,1.5,,,1.3,4.1,1.9,0.076,,,0.00011,8.999999999999999e-05,0.00039,0.00035,5e-05,,2e-05,8e-08,0.0,5e-07,0.00075,,,0.011,0.14,0.035,,0.0005,1.63,0.0004,0.068,2e-06,0.0001,,
Cornflakes,,,7.6,81.5,1.2,376,0.2,0.1,0.4,,,5.0,1.0,4.4,0.0,,,2.9999999999999997e-05,2.9999999999999997e-05,0.00033,5.9999999999999995e-05,5e-05,,6.9e-06,0.0,0.0,0.0,8e-05,,,0.017,0.11,0.004,,0.0003,0.4,0.0002,0.064,4.7e-06,2e-06,,
"Cornflakes, glassati con zucchero",,,5.7,86.0,0.9,382,0.2,0.1,0.3,,,28.3,0.8,3.3,0.0,,,2e-05,2.9999999999999997e-05,0.00025,5e-05,4e-05,,5.2e-06,0.0,0.0,0.0,5.9999999999999995e-05,,,0.012,0.086,0.0033,,0.0002,0.3,0.0002,0.048,3.6000000000000003e-06,1.5e-06,,
"Costoletta (media di vitello, maiale e agnello), cotta in padella (senza aggiunta di grassi o sale)",,,28.8,0.0,12.0,223,4.6,5.3,1.2,,,0.0,0.1,0.0,0.081,,,0.0007199999999999999,0.00020999999999999998,0.00563,0.001,0.00064,,2.8999999999999998e-06,9.8e-07,0.0,1.3e-06,0.0004,,,0.026,0.39,0.007,,0.0021000000000000003,0.054,0.0006,0.23,0.0,1.4e-06,,
"Costoletta (media di vitello, maiale e agnello), cruda",,,21.3,0.0,10.2,177,3.9,4.5,1.0,,,0.0,0.1,0.0,0.057,,,0.00073,0.00016,0.00488,0.00086,0.00068,,2.7e-06,9.000000000000001e-07,0.0,1.1e-06,0.00034,,,0.021,0.35,0.0050999999999999995,,0.0016,0.045,0.0005,0.19,0.0,1e-06,,
Cotechino,,,17.2,0.0,42.3,450,14.0,20.3,6.0,,,0.0,4.4,0.0,0.098,,,0.0002,0.00016,0.0073,0.0,7.000000000000001e-05,,1e-06,0.0,0.0,0.0,0.00023999999999999998,,,0.0,0.27,0.03,,0.0040999999999999995,1.74,0.0021000000000000003,0.11,1e-06,0.0,,
Cotto,,,15.7,0.6,3.1,93,1.2,1.5,0.2,,,0.6,2.3,0.0,0.035,,,0.00047,0.00015,0.004200000000000001,0.0007,0.00027,,0.0,0.0,0.046299999999999994,0.0,0.0,,,0.018,0.38,0.0075,,0.0021000000000000003,0.91,0.0007,0.24,7.4e-06,0.0,,
"Couscous (granelli di semola di grano duro precotta), cotto (senza aggiunta di grassi o sale)",,,5.0,31.0,1.0,158,0.3,0.3,0.4,,,1.6,0.0,2.3,0.0,,,5.9999999999999995e-05,1e-05,0.00023999999999999998,0.00032,0.00043,,1.24e-05,0.0,0.0005,0.0,8e-05,,,0.019,0.11,0.015,,0.0006,0.005,0.0005,0.073,3.2000000000000003e-06,2.3e-06,,
"Cozza, cotta",,,17.2,5.1,2.1,108,0.4,0.3,0.7,,,0.0,0.8,0.0,0.052,,,4e-05,0.00029,0.00116,0.00028000000000000003,4e-05,,4.8e-05,1.76e-05,0.005900000000000001,3e-07,0.00298,,,0.067,0.17,0.059,,0.0029,0.32,0.004,0.18,5.6e-05,0.00011,,
"Cozze, crude",,,11.7,3.4,2.7,85,0.5,0.6,0.6,,,0.0,0.7,0.0,0.108,,,0.00011999999999999999,0.00016,0.0016,0.00029,8e-05,,3.7e-05,8e-06,0.0,0.0,0.0011,,,0.036,0.32,0.088,,0.0016,0.29,0.0058,0.24,4.9e-05,0.00013,,
"Cracker, salatini, salatini da aperitivo",,,9.2,66.3,15.9,449,6.0,6.8,2.4,,,0.0,1.5,2.1,0.0,,,0.00022,5e-05,0.00165,0.00029,0.00011999999999999999,,2.13e-05,0.0,0.0,0.0,0.0017,,,0.024,0.12,0.11,,0.0007,0.59,0.0016,0.11,0.0,1.3e-05,,
"Crauti, sott’aceto",,,1.3,1.7,0.3,19,0.1,0.0,0.2,,,0.0,1.4,2.2,0.0,,,2.9999999999999997e-05,5e-05,0.0002,0.0002,0.00017,,1.2e-05,0.0,0.017,0.0,0.0001,,,0.011,0.22,0.036,,0.0003,0.55,0.0005,0.03,0.0,3.1e-06,,
"Crema, al cioccolato",,,3.6,20.0,3.0,122,1.5,0.9,0.2,,,18.7,0.2,0.5,0.11,,,4e-05,0.00020999999999999998,0.0003,0.0005,5e-05,,0.0,1.0000000000000001e-07,0.0,1.0000000000000001e-07,0.0001,,,0.014,0.23,0.15,,0.0006,0.065,0.0009,0.1,0.0,7e-06,,
"Crema alla vaniglia, fatta in casa, cotta",,,4.3,12.7,4.6,109,2.3,1.3,0.4,,,11.6,0.1,0.0,0.062,,,2.9999999999999997e-05,0.00019,8e-05,0.0005,2.9999999999999997e-05,,1.09e-05,3.9e-07,0.0005,4.0000000000000003e-07,0.00027,,,0.009800000000000001,0.14,0.1,,0.0005,0.052,0.0003,0.099,4.1e-06,1.3e-05,,
Crema da spalmare alle nocciole e cioccolato,,,6.0,55.9,32.8,549,12.6,15.3,3.6,,,54.5,0.1,2.7,0.0,,,8.999999999999999e-05,0.00019,0.00032,0.00053,8.999999999999999e-05,,1.7e-05,1.8e-07,0.0004,1.0000000000000001e-07,0.0038,,,0.055,0.42,0.13,,0.001,0.047,0.003,0.16,0.0,3.9e-06,,
"Crêpes ai funghi prataiolo, preparati",,,5.9,7.9,9.0,139,4.8,2.2,0.7,,,1.7,0.4,1.6,0.068,,,8.999999999999999e-05,0.00028000000000000003,0.0023,0.0015300000000000001,8.999999999999999e-05,,1.93e-05,2.1e-07,0.0023,1.7e-06,0.00032,,,0.015,0.33,0.045,,0.0007,0.14,0.0011,0.13,0.0,2e-05,,
"Crêpes al formaggio Camembert, preparati",,,11.9,14.9,15.5,247,8.2,4.0,1.2,,,2.3,0.8,0.6,0.142,,,7.000000000000001e-05,0.00023,0.00035999999999999997,0.00099,0.0001,,3.55e-05,8.4e-07,0.0005,1e-06,0.00063,,,0.019,0.17,0.15,,0.0012,0.32,0.0008,0.18,0.0,2.1e-05,,
"Crêpes alla Nutella, preparati",,,7.9,35.8,22.1,377,9.3,8.9,2.3,,,26.4,0.3,1.7,0.088,,,8.999999999999999e-05,0.00020999999999999998,0.00023,0.0008100000000000001,8e-05,,2.0300000000000002e-05,3.9e-07,0.0005,7e-07,0.0021000000000000003,,,0.035,0.29,0.11,,0.001,0.11,0.0019,0.16,0.0,1.3e-05,,
"Crêpes al lardo, preparati",,,11.3,15.0,16.3,253,7.4,5.6,1.4,,,2.4,0.9,0.6,0.137,,,0.00020999999999999998,0.00020999999999999998,0.00101,0.00095,0.00011,,1.87e-05,5.2e-07,0.0058,1e-06,0.0005899999999999999,,,0.018,0.21,0.074,,0.0012,0.37,0.0009,0.16,1e-05,1.6e-05,,
"Crêpes alla verdura, preparati",,,6.1,13.9,9.2,166,4.0,3.1,0.9,,,4.1,0.2,1.6,0.095,,,8e-05,0.00016,0.00035999999999999997,0.0007,0.00014000000000000001,,2.68e-05,3.4000000000000003e-07,0.0277,7e-07,0.00106,,,0.015,0.22,0.063,,0.0006,0.096,0.0007,0.1,6e-06,1.3e-05,,
"Crêpes al naturale, preparati",,,9.4,19.0,13.2,234,6.6,3.6,1.2,,,2.9,0.4,0.7,0.161,,,8.999999999999999e-05,0.00023,0.00015,0.0010500000000000002,8e-05,,2.3100000000000002e-05,5.699999999999999e-07,0.0006,1.2e-06,0.00068,,,0.018,0.19,0.092,,0.001,0.16,0.001,0.16,1e-05,2.1e-05,,
"Crêpes al prosciutto, preparati",,,12.9,13.2,9.7,193,4.7,2.8,0.9,,,2.2,1.0,0.5,0.124,,,0.00031,0.00022,0.00213,0.00094,0.00017999999999999998,,1.64e-05,4.2e-07,0.0197,8.000000000000001e-07,0.0005200000000000001,,,0.02,0.27,0.068,,0.0013,0.41,0.0009,0.21,9.4e-06,1.5e-05,,
"Crêpes al zucchero con cannella, preparati",,,8.3,29.0,11.5,254,5.7,3.1,1.1,,,14.9,0.3,0.7,0.141,,,8e-05,0.0002,0.00014000000000000001,0.00092,7.000000000000001e-05,,2.0300000000000002e-05,5e-07,0.0005,1e-06,0.0006,,,0.016,0.17,0.083,,0.0008,0.14,0.001,0.14,8.8e-06,1.8e-05,,
"Crescione, crudo",,,1.7,1.9,0.2,19,0.1,0.0,0.1,,,0.6,0.2,1.2,0.0,,,8.999999999999999e-05,0.0001,0.0006,0.00016,0.00017999999999999998,,7.05e-05,0.0,0.0363,0.0,0.001,,,0.017,0.31,0.083,,0.0002,0.06,0.0016,0.068,1e-06,1.4e-05,,
Creste di gallo all'anice,,,8.6,75.3,2.9,366,0.7,1.1,0.7,,,40.5,0.2,2.0,0.069,,,8e-05,5.9999999999999995e-05,0.00019,0.00049,4e-05,,9e-06,2.6e-07,0.0,5e-07,0.00051,,,0.014,0.16,0.032,,0.0006,0.063,0.0018,0.082,5.7999999999999995e-06,8.2e-06,,
Croque Monsieur,,,16.4,26.6,9.4,260,4.4,2.9,1.1,,,2.6,2.3,1.8,0.031,,,0.00031,0.00015,0.00214,0.00051,0.00020999999999999998,,1.55e-05,3.4000000000000003e-07,0.0162,2.0000000000000002e-07,0.0007,,,0.039,0.24,0.18,,0.0022,0.92,0.0012,0.37,0.0,1.2e-05,,
"Crostaceo (media), crudi",,,15.5,1.0,1.2,77,0.2,0.2,0.4,,,0.0,0.7,0.0,0.123,,,0.00014000000000000001,5e-05,0.0038399999999999997,0.00075,0.00015,,1.55e-05,4.5000000000000003e-07,0.002,0.0,0.0015,,,0.034,0.21,0.03,,0.0027,0.27,0.0012,0.19,4.4e-05,0.00017,,
"Crostone al formaggio, preparato",,,13.8,26.0,12.1,272,6.8,2.9,1.0,,,1.0,1.4,2.3,0.073,,,0.00011,0.00017999999999999998,0.00067,0.0005200000000000001,7.000000000000001e-05,,1.2e-05,5.8e-07,0.0001,6e-07,0.00049,,,0.034,0.15,0.31,,0.0019,0.56,0.0012,0.29,0.0,1.6e-05,,
Crusca d'avena,,,18.5,50.8,7.0,371,1.3,2.4,2.8,,,1.5,0.0,15.4,0.0,,,0.00085,0.00022,0.00093,0.00125,0.00035999999999999997,,5.2e-05,0.0,0.0,0.0,0.00101,,,0.24,0.57,0.058,,0.0031,0.004,0.0054,0.73,0.0,8.000000000000001e-07,,
Crusca di frumento,,,15.2,17.7,5.5,271,0.9,0.7,2.9,,,1.9,0.0,45.1,0.0,,,0.00083,0.00051,0.018,0.00225,0.00054,,0.000195,0.0,0.0,0.0,0.0016,,,0.48,1.34,0.067,,0.0092,0.002,0.016,1.14,0.0,2.4e-06,,
"Datteri, secchi",,,2.4,64.7,0.4,287,0.0,0.0,0.0,,,64.7,0.0,7.5,0.0,,,5.9999999999999995e-05,5.9999999999999995e-05,0.00136,0.0006,0.00011999999999999999,,1.84e-05,0.0,0.0002,0.0,0.00067,,,0.055,0.73,0.068,,0.0004,0.011,0.0022,0.068,2e-06,1e-06,,
Discoletto (Frollini alla marmellata),,,5.8,60.3,25.6,499,15.1,5.9,1.4,,,30.9,0.1,1.9,0.067,,,7.000000000000001e-05,4e-05,0.00035,0.00017,7.000000000000001e-05,,3.6000000000000003e-06,1e-08,0.001,4.0000000000000003e-07,0.00063,,,0.016,0.11,0.014,,0.0006,0.034,0.001,0.06,1.6000000000000001e-06,1e-06,,
Dolcetti (Maddalena) (con burro),,,7.3,51.3,24.8,460,13.9,6.2,1.7,,,27.8,0.6,1.1,0.159,,,5.9999999999999995e-05,7.000000000000001e-05,0.00011,0.0005899999999999999,2.9999999999999997e-05,,1.09e-05,3.6e-07,0.0,1.1e-06,0.0008100000000000001,,,0.008,0.099,0.016,,0.0006,0.24,0.0007,0.075,7.1e-06,1.1e-05,,
Dolcetti (Maddalena) (con olio vegetale),,,7.9,55.1,20.0,434,2.5,7.8,8.3,,,27.8,0.6,1.2,0.097,,,7.000000000000001e-05,7.000000000000001e-05,0.00013000000000000002,0.0006,2.9999999999999997e-05,,1.12e-05,3.6e-07,0.0,8.000000000000001e-07,0.00492,,,0.0087,0.11,0.016,,0.0005,0.24,0.0007,0.078,7.2000000000000005e-06,1.1e-05,,
"Doppia panna, pastorizzata",,,1.9,2.7,50.0,468,30.0,11.7,2.3,,,2.7,0.1,0.0,0.147,,,2e-05,0.00019,0.0,0.00023,1e-05,,7e-06,6e-07,0.001,3e-07,0.00164,,,0.005,0.065,0.049,,0.0002,0.022,0.0001,0.052,0.0,3.5e-05,,
Dulce de Leche,,,5.7,52.6,7.3,299,4.4,1.7,0.3,,,52.6,0.2,0.0,0.028,,,2.9999999999999997e-05,0.00037,0.00019,0.00055,4e-05,,5e-06,2.7e-07,0.0013,1.0000000000000001e-07,0.00023,,,0.018,0.28,0.21,,0.0006,0.069,0.0001,0.16,1.8999999999999998e-06,1.7e-05,,
"Edamame (fagioli di soia, immaturi), decorticato, congelato",,,11.5,5.1,7.4,143,0.9,2.4,2.7,,,1.4,0.0,5.5,0.0,,,0.00015,0.00011999999999999999,0.00088,0.0016899999999999999,8.999999999999999e-05,,0.000108,0.0,0.0154,0.0,0.00249,,,0.06,0.4,0.07,,0.0012,0.009800000000000001,0.0019,0.16,1e-06,0.0,,
"Energy drink, con caffeina, taurina e vitamine, con edulcoranti",,,0.0,0.2,0.0,1,0.0,0.0,0.0,,,0.0,0.2,0.0,0.0,,,0.0,0.00043,0.00777,0.00155,0.0015400000000000001,,0.0,1.77e-06,0.0,0.0,0.0,,,0.001,0.003,0.004,,0.0,0.063,0.0,0.003,1.0000000000000001e-07,0.0,,
"Energy drink, con caffeina, taurina e vitamine, con zucchero",,,0.0,10.9,0.0,44,0.0,0.0,0.0,,,10.8,0.2,0.0,0.0,,,0.0,0.00043,0.00754,0.00155,0.0014199999999999998,,0.0,1.6299999999999999e-06,0.0,0.0,0.0,,,0.001,0.003,0.004,,0.0,0.063,0.0,0.003,1.0000000000000001e-07,0.0,,
"Erba cipollina, fresca",,,3.0,1.9,0.6,30,0.1,0.1,0.2,,,1.9,0.0,2.3,0.0,,,8e-05,0.00011,0.0007,0.0003,0.00013000000000000002,,0.00013,0.0,0.06,0.0,0.0016,,,0.04,0.28,0.086,,0.0005,0.003,0.0015,0.054,0.0,4.2000000000000004e-06,,
"Espresso, con cremino, non zuccherato",,,0.5,0.8,2.5,28,1.5,0.6,0.1,,,0.7,0.0,0.1,0.008,,,0.0,2e-05,0.00013000000000000002,7.000000000000001e-05,0.0,,5e-07,8e-08,0.0002,1.0000000000000001e-07,5.9999999999999995e-05,,,0.0040999999999999995,0.045,0.023,,0.0,0.014,0.0,0.017,0.0,1.8999999999999998e-06,,
"Fagioli di soia, secchi",,,38.2,8.7,18.3,396,2.4,3.7,10.7,,,6.8,0.0,22.0,0.0,,,0.00103,0.00046,0.0027,0.0017,0.001,,0.00025,0.0,0.034,0.0,0.00064,,,0.22,1.8,0.2,,0.004200000000000001,0.0047,0.0066,0.55,0.0,6.3e-06,,
"Fagiolini verdi, al vapore (senza agigunta di sale)",,,2.0,4.4,0.2,34,0.1,0.0,0.1,,,3.4,0.0,3.2,0.0,,,0.00011,8.999999999999999e-05,0.0007,0.00011999999999999999,8e-05,,3.51e-05,0.0,0.008400000000000001,0.0,0.00039,,,0.024,0.24,0.054,,0.0004,0.0036,0.0009,0.04,1e-06,2.6e-06,,
"Fagiolini verdi, secchi",,,20.2,42.1,2.0,318,0.4,0.1,1.1,,,22.2,0.1,25.3,0.0,,,0.00045,0.0007099999999999999,0.0040999999999999995,0.00219,0.00133,,0.000186,0.0,0.0676,0.0,0.001,,,0.23,2.51,0.54,,0.0025,0.021,0.0072,0.4,0.0,2.5e-05,,
"Fagiolini verdi secchi, messi a bagno, cotti al vapore (senza aggiunta di sale)",,,5.1,10.5,0.5,79,0.1,0.0,0.3,,,5.6,0.0,6.3,0.0,,,0.00011,0.00017999999999999998,0.00103,0.00055,0.00033,,4.65e-05,0.0,0.0169,0.0,0.00025,,,0.057,0.63,0.14,,0.0006,0.005900000000000001,0.0018,0.099,0.0,6.3e-06,,
"Fagiolino verde, crudo",,,1.9,4.1,0.2,32,0.1,0.0,0.1,,,3.3,0.0,3.0,0.0,,,0.00011999999999999999,8.999999999999999e-05,0.0008,0.00013000000000000002,8.999999999999999e-05,,5.3299999999999995e-05,0.0,0.0108,0.0,0.00035999999999999997,,,0.025,0.26,0.052,,0.0004,0.0039,0.001,0.038,1e-06,2.5e-06,,
"Fagiolo comune (tutti tipi), seme mature, secco",,,20.9,40.7,1.5,305,0.3,0.1,0.7,,,1.2,0.0,22.6,0.0,,,0.00034,8e-05,0.0034,0.00039,0.00025,,0.00041,0.0,0.0027,0.0,0.00015,,,0.16,1.51,0.13,,0.0032,0.0013,0.0063,0.44,0.0,1.1e-06,,
"Fagiolo comuno (tutti tipi), seme mature, cotto (senza aggiunta di grassi e sale)",,,7.7,14.5,0.6,111,0.1,0.0,0.3,,,0.4,0.0,8.5,0.0,,,8e-05,2e-05,0.00083,8e-05,7.000000000000001e-05,,7.68e-05,0.0,0.0006,0.0,5e-05,,,0.051,0.42,0.045,,0.0011,0.001,0.002,0.15,0.0,4.0000000000000003e-07,,
"Fagiolo di soia, cotto (senza aggiunta di grassi o sale)",,,15.0,3.3,7.3,157,1.0,1.5,4.3,,,2.6,0.0,8.8,0.0,,,0.00027,0.00014000000000000001,0.0007,0.00037,0.00028000000000000003,,5e-05,0.0,0.008199999999999999,0.0,0.00023,,,0.075,0.54,0.072,,0.0015,0.002,0.0022,0.2,0.0,2.5e-06,,
"Fagottini di cereali, ripieni con cioccolato e nocciole",,,6.3,66.6,16.1,446,3.2,2.8,6.9,,,27.4,0.4,4.9,0.0,,,8e-05,5e-05,0.0017900000000000001,0.00026000000000000003,7.000000000000001e-05,,2.09e-05,0.0,0.0,0.0,0.0068200000000000005,,,0.07,0.33,0.061,,0.0016,0.18,0.0031,0.18,1.8999999999999998e-06,0.0,,
"Falafel, fritto (in olio di colza HOLL)",,,8.4,26.9,7.9,225,0.7,5.0,1.8,,,1.9,0.7,6.4,0.0,,,0.00014000000000000001,4e-05,0.00047999999999999996,0.00026000000000000003,0.00011,,5.19e-05,0.0,0.0046,0.0,0.00226,,,0.047,0.36,0.047,,0.0009,0.3,0.0019,0.14,0.0,9.000000000000001e-07,,
Farina bianca (media),,,12.0,69.7,1.3,345,0.3,0.2,0.7,,,0.3,0.0,3.3,0.0,,,0.0002,2.9999999999999997e-05,0.00035,0.00045,0.00014000000000000001,,1.55e-05,0.0,0.0,0.0,0.00053,,,0.03,0.18,0.01,,0.001,0.002,0.0013,0.11,2.6e-06,8.000000000000001e-07,,
Farina di frumento (farina bianca) tipo 400,,,11.5,71.0,1.1,346,0.3,0.1,0.6,,,0.3,0.0,3.2,0.0,,,0.00016,1e-05,0.00032,0.00033,5e-05,,1e-05,0.0,0.0,0.0,0.00054,,,0.014,0.17,0.005,,0.0005,0.0015,0.0006,0.062,2.3e-06,7e-07,,
Farina di frumento (farina bianca) tipo 550,,,12.0,69.5,1.3,344,0.3,0.2,0.7,,,0.3,0.0,3.2,0.0,,,0.00020999999999999998,4e-05,0.00032,0.00047999999999999996,0.00016,,1.6e-05,0.0,0.0,0.0,0.00054,,,0.034,0.18,0.011,,0.0011,0.0021000000000000003,0.0015,0.12,2.3e-06,9.000000000000001e-07,,
Farina di frumento (farina bigia) tipo 1100,,,13.5,64.6,1.7,339,0.3,0.2,0.9,,,0.6,0.0,5.7,0.0,,,0.00041,7.000000000000001e-05,0.0014199999999999998,0.0005600000000000001,0.00011,,2.2e-05,0.0,0.0,0.0,0.00039,,,0.054,0.2,0.024,,0.0019,0.0026,0.0022,0.21,6e-06,1.4e-06,,
Farina di frumento (farina integrale) tipo 1700,,,13.5,61.0,2.0,338,0.3,0.2,1.5,,,1.0,0.0,11.0,0.0,,,0.00047,0.00017,0.00064,0.0012,0.00046,,5e-05,0.0,0.0,0.0,0.00085,,,0.13,0.39,0.026,,0.0034,0.017,0.005,0.35,5e-06,2.4e-06,,
Farina di frumento (farina semibianca) tipo 720,,,13.0,66.2,1.5,340,0.2,0.2,0.7,,,0.5,0.0,5.0,0.0,,,0.00026000000000000003,5.9999999999999995e-05,0.0008900000000000001,0.00063,0.00028000000000000003,,2.2e-05,0.0,0.0,0.0,0.0004,,,0.053,0.19,0.017,,0.0017,0.0027,0.0024,0.18,6e-06,1.1e-06,,
