name,brand,barcode,proteins,carbohydrates,fats,energy,saturated_fats,monounsaturated_fats,polyunsaturated_fats,omega3,omega6,sugars,salt,dietary_fiber,cholesterol_milli,caffeine_milli,vitamin_a_micro,vitamin_b1_milli,vitamin_b2_milli,vitamin_b3_milli,vitamin_b5_milli,vitamin_b6_milli,vitamin_b7_micro,vitamin_b9_micro,vitamin_b12_micro,vitamin_c_milli,vitamin_d_micro,vitamin_e_milli,vitamin_k_micro,manganese_milli,magnesium_milli,potassium_milli,calcium_milli,copper_milli,zinc_milli,sodium_milli,iron_milli,phosphorus_milli,selenium_micro,iodine_micro,package_weight,serving_weight
Agar Agar,,,2.4,0.0,0.2,160,n.d.,n.d.,n.d.,,,n.d.,0.3,74.1,n.d.,,,n.d.,n.d.,n.d.,,n.d.,,n.d.,n.d.,n.d.,n.d.,n.d.,,,100,52,660,,1.5,130.0,4.5,34,n.d.,n.d.,,
Agave syrup,,,0.2,73.1,0.0,293,0,n.d.,n.d.,,,n.d.,0.0,0,n.d.,,,n.d.,n.d.,n.d.,,n.d.,,n.d.,n.d.,n.d.,n.d.,n.d.,,,n.d.,n.d.,n.d.,,n.d.,4.0,n.d.,n.d.,n.d.,n.d.,,
"Fondue, prepared",,,18.2,1.0,22.0,306,13.2,5.2,1,,,0.1,1.0,0,66,,,0.01,0.24,0.16,,0.08,,4,0.92,0.5,0.5,0.24,,,27,93,620,,3,410.0,0.4,420,n.d.,11,,
"Fondue, prepared with cider",,,18.7,1.6,21.5,283,13.4,5.2,1,,,1,0.3,0,55,,,0,0.19,0.12,,0.07,,3.1,0.99,0,0.3,0.23,,,22,100,680,,3.2,110.0,0.6,410,n.d.,17,,
"French fries (baked in the oven), unsalted",,,3.8,32.6,6.6,213,0.6,5.1,0.5,,,0.3,0.0,4.2,0,,,0.1,0.02,1.15,,0.52,,40.6,0,2.4,0,2.26,,,29,590,11,,0.5,1.6,0.7,81,0.4,6.2,,
"French fries (deep fried in HO sunflower oil), unsalted",,,3.2,32.4,15.4,286,1.6,12.6,0.7,,,1.6,0.0,2.5,0,,,0.25,0.03,0.81,,0.7,,39.8,0,21.4,0,1.3,,,26,580,9.4,,0.4,15.0,0.6,60,n.d.,5.1,,
"French fries for oven, deep-frozen",,,2.4,23.4,5.1,154,0.5,4,0.4,,,1.1,0.0,2.5,0,,,0.08,0.06,1.35,,0.16,,19.8,0,21.4,0,1.74,,,27,480,6.1,,0.3,1.2,0.3,61,0.3,4.7,,
"French omelette, prepared",,,11.4,1.4,11.1,151,3.8,3.8,1.5,,,1.4,0.8,0,310,,,0.08,0.26,0.07,,0.07,,41.5,1.11,0.2,2.3,1.05,,,13,170,70,,1.1,340.0,1.5,190,20,36,,
"French omelette with bacon, prepared",,,12.5,1.3,13.4,175,4.8,5.1,1.6,,,1.3,0.7,0.1,268,,,0.14,0.25,0.62,,0.09,,37.3,0.98,5.5,2,0.96,,,14,180,64,,1.3,280.0,1.4,180,19,30,,
"French omelette with cheese, prepared",,,14.0,1.2,14.5,192,6.4,4.4,1.5,,,1.2,1.0,0.1,275,,,0.07,0.29,0.11,,0.09,,38.4,1.17,2,2,0.97,,,17,160,210,,1.7,380.0,1.4,260,n.d.,32,,
"French omelette with ham, prepared",,,12.8,1.3,9.6,143,3.3,3.3,1.3,,,1.3,1.0,0.1,266,,,0.16,0.25,0.93,,0.11,,37,0.94,10.8,1.9,0.94,,,15,210,65,,1.3,420.0,1.5,210,18,31,,
"French pizza from Alsace, baked",,,7.8,27.0,12.3,254,6.6,3.4,0.9,,,1.9,1.1,2,33,,,0.13,0.08,0.82,,0.11,,12.1,0.07,3.6,0.2,0.39,,,20,150,28,,0.9,460.0,0.8,92,n.d.,3,,
French toast unsweetened,,,8.0,24.5,9.9,222,5.1,2.6,0.9,,,1.7,0.9,1.2,104,,,0.06,0.14,0.24,,0.05,,19.5,0.3,0.2,0.7,0.59,,,13,140,56,,0.6,370.0,0.7,100,6.4,12,,
"Fresh goat's cheese, spreadable",,,10.6,2.4,12.2,162,8.1,2.8,0.5,,,2.4,0.9,0,45,,,0.04,0.2,0.34,,0.03,,26.5,0.08,0.5,0.5,0.21,,,9.7,93,78,,0.4,370.0,0.1,100,5.2,33,,
"Fruit (average), dried",,,2.5,60.5,1.1,278,0.3,0.2,0.3,,,51.8,0.1,8.2,0,,,0.06,0.07,1.2,,0.22,,30.4,0,5.1,0,1.43,,,53,810,70,,0.4,23.0,1.4,75,n.d.,3.9,,
"Fruit cocktail in syrup, canned, drained",,,0.6,17.3,0.2,77,0,0,0.1,,,16.2,0.0,1.8,0,,,0.01,0.02,0.32,,0.02,,4.5,0,4.1,0,0.52,,,7.4,100,8.2,,0.1,1.0,0.1,15,0.9,1.8,,
"Fruit cocktail with sweetener, canned, drained",,,0.7,9.5,0.2,47,0,0,0.1,,,8.4,0.0,2,0,,,0.02,0.02,0.35,,0.02,,4.8,0,4.4,0,0.56,,,8,110,8.7,,0.1,1.0,0.2,16,0.9,2,,
"Fruit juice (average), no sugar added",,,0.4,10.8,0.1,47,0,0,0,,,10.6,0.0,0.2,0,,,0.05,0.02,0.21,,0.08,,18.8,0,22.9,0,0.14,,,8.4,140,7.5,,0.1,7.3,0.2,12,0.6,0.7,,
"Fruit juice diluted (average, 60% juice - 40% water), no sugar added",,,0.3,6.5,0.1,28,0,0,0,,,6.4,0.0,0.1,0,,,0.03,0.01,0.13,,0.05,,11.3,0,13.7,0,0.09,,,5.4,85,7.3,,0,4.8,0.1,7.3,0.3,0.4,,
Fruit pie (average),,,3.2,19.5,8.9,176,4.1,3.2,1,,,8.5,0.2,2.7,20,,,0.04,0.05,0.26,,0.05,,7.8,0.07,7.9,0.2,1.12,,,14,180,35,,0.3,86.0,0.5,49,n.d.,3.3,,
Fruit pie with cake dough (average),,,3.3,18.4,7.4,158,3.3,2.8,0.9,,,7.6,0.2,2.4,20,,,0.04,0.06,0.26,,0.05,,6.6,0.08,5.5,0.2,1.03,,,14,180,37,,0.3,99.0,0.5,53,2.1,3.9,,
Fruit pie with puff pastry (average),,,3.0,17.6,7.6,155,3.3,2.9,0.9,,,7.6,0.3,2.4,20,,,0.04,0.05,0.25,,0.04,,6.7,0.08,5.5,0.2,1.07,,,11,180,36,,0.3,120.0,0.4,43,2.1,3.8,,
Fruit pie with sweet short pastry base (average),,,3.3,22.5,11.7,215,5.8,3.9,1.2,,,10.4,0.1,3.4,19,,,0.04,0.05,0.28,,0.05,,10,0.05,12.7,0.1,1.25,,,16,170,32,,0.3,42.0,0.5,51,n.d.,2.1,,
"Fruits (average), cooked (without addition of sugar)",,,0.6,10.1,0.3,50,0.1,0,0.2,,,9.4,0.0,2.2,0,,,0.01,0.02,0.24,,0.03,,6.7,0,7.1,0,0.45,,,8.6,120,14,,0.1,1.1,0.2,18,0.8,1.4,,
"Fruits, raw (average)",,,0.7,11.5,0.3,56,0.1,0,0.1,,,10.2,0.0,2.1,0,,,0.04,0.02,0.33,,0.07,,17.1,0,22.4,0,0.3,,,12,190,14,,0.1,2.2,0.2,21,0.8,1.6,,
"Game meat (average), cooked (without addition of fat and Salt)",,,27.8,0.0,3.9,147,1.8,1.1,0.7,,,0,0.2,0,81,,,0.16,0.28,6.66,,0.29,,5.2,1.52,0,0.1,0.38,,,26,350,20,,3.9,82.0,3.3,240,n.d.,1.6,,
"Game meat (average), raw",,,21.1,0.0,3.2,114,1.5,0.9,0.6,,,0,0.2,0,59,,,0.17,0.22,6.01,,0.31,,5,1.44,0,0.1,0.31,,,21,320,15,,2.9,70.0,2.5,200,n.d.,1.2,,
"Garlic, raw",,,6.4,16.3,0.5,107,0.1,0,0.3,,,1.6,0.0,5.8,0,,,0.2,0.11,0.7,,1.24,,26.1,0,17,0,0.01,,,20,530,11,,0.7,9.0,1.7,130,2,1.4,,
Gazpacho,,,0.7,3.4,1.6,33,0.3,0.7,0.2,,,2.3,0.7,1,n.d.,,,0.01,0.02,0.56,,0.04,,5,0,2,0.3,1.31,,,8.9,210,11,,0.1,290.0,0.1,25,n.d.,1.3,,
"Ginger, root, raw",,,1.1,3.4,1.1,33,0.1,0.8,0.1,,,1,0.0,2.7,0,,,0.02,0.01,0.1,,0.1,,11.8,0,0.5,0.3,n.d.,,,26,320,11,,0.2,6.3,0.4,26,0.7,0,,
Glucose,,,0.0,99.8,0.0,399,0,0,0,,,99.8,0.0,0,0,,,0,0,0,,0,,0,0,0,0,0,,,0,2,1,,0,0.0,0.3,0,n.d.,0,,
"Goat (average), raw",,,19.5,0.0,7.9,149,3.6,3.3,0.4,,,0,0.1,0,70,,,0.15,0.28,4.9,,0.3,,5,3,0,0,1,,,20,300,10,,3,50.0,2,190,n.d.,1,,
Goat milk,,,2.8,4.2,3.2,57,2,0.7,0.1,,,4.2,0.1,0,11,,,0.02,0.15,0.32,,0.03,,1,0.04,2,0.1,0.08,,,10,200,120,,0.3,32.0,0,87,n.d.,4.6,,
"Gooseberry, raw",,,0.8,7.1,0.2,39,0,0,0.1,,,7.1,0.0,3,0,,,0.02,0.02,0.28,,0.02,,16,0,40.3,0,0.61,,,15,200,29,,0.2,2.0,0.6,30,1.3,1,,
Gorgonzola,,,19.0,0.1,31.2,357,18.7,7.4,1.4,,,0.1,3.6,0,94,,,0.01,0.36,0.32,,0.07,,52,0.9,0,0.6,0.54,,,20,140,610,,2.5,1450.0,0.3,360,n.d.,40,,
Goulash soup,,,4.8,6.3,2.4,67,1,1,0.2,,,1.4,0.6,0.4,7,,,0.02,0.06,1.13,,0.08,,3,0.2,1.9,0,0.13,,,13,220,10,,0.6,230.0,0.5,35,n.d.,0.5,,
"Grapefruit (white or red), raw",,,0.9,8.0,0.2,39,0,0,0.1,,,6.6,0.0,0.9,0,,,0.06,0.02,0.2,,0.03,,23,0,36,0,0.27,,,8,130,23,,0.1,1.0,0.1,18,1.4,0.3,,
"Grape, green, fresh",,,0.7,15.2,0.3,69,0.1,0,0.1,,,14.6,0.0,1.5,0,,,0.05,0.01,0.12,,0.04,,16.3,0,2.9,0,0.16,,,7.6,200,12,,0,2.0,0.4,19,0.9,1,,
Grape juice,,,0.3,16.3,0.1,67,0,0,0,,,16,0.0,0.1,0,,,0.02,0.03,0.29,,0.05,,5,0,1.6,0,0.4,,,8.4,110,8.3,,0.1,3.8,0.5,13,4,0.5,,
Grape seed oil,,,0.0,0.0,100.0,900,11.2,18.5,65.3,,,0,0.0,0,0,,,0,0,0,,0,,0,0,0,0,19.27,,,0,1,0,,0,0.0,0,0,0,0,,
Graubünden barley soup,,,1.4,6.7,0.9,42,0.5,0.3,0.2,,,1.3,0.9,0.5,1,,,0.03,0.03,0.32,,0.07,,9,0,3.6,0.1,0.23,,,11,110,29,,0.3,350.0,0.5,34,n.d.,4.2,,
"Gravy, brown",,,1.5,3.5,2.5,44,0.5,1.3,0.3,,,1.5,2.3,0.5,0,,,0.02,0.04,0.58,,0.03,,3,0,1.7,0,0.14,,,8,95,18,,0.8,900.0,0.6,40,n.d.,3,,
"Gravy, thickened",,,1.6,4.6,3.0,53,0.7,1.3,0.3,,,0.8,1.4,0.5,0,,,0.02,0.04,0.58,,0.03,,3,0,1.7,0,0.1,,,8,95,18,,0.8,580.0,0.6,40,n.d.,3,,
"Green bean, dried, soaked, steamed (without addition of salt)",,,5.1,10.5,0.5,79,0.1,0,0.3,,,5.6,0.0,6.3,0,,,0.11,0.18,1.03,,0.33,,46.5,0,16.9,0,0.25,,,57,630,140,,0.6,5.9,1.8,99,n.d.,6.3,,
"Green bean, steamed (without addition of salt)",,,2.0,4.4,0.2,34,0.1,0,0.1,,,3.4,0.0,3.2,0,,,0.11,0.09,0.7,,0.08,,35.1,0,8.4,0,0.39,,,24,240,54,,0.4,3.6,0.9,40,1,2.6,,
"Green pea, frozen",,,5.3,10.8,0.7,81,0.1,0.1,0.4,,,5.7,0.0,5.3,0,,,0.6,0.08,2.3,,0.12,,50,0,22,0,0.11,,,26,170,36,,0.8,4.0,1.8,86,0.9,2,,
"Green pea, raw",,,6.9,11.3,0.7,90,0.1,0.1,0.3,,,2.3,0.0,5.3,0,,,0.19,0.13,2.09,,0.11,,60.3,0,43,0,0.21,,,27,190,45,,0.7,1.8,1.1,61,1.8,1.7,,
"Green peas and carrots, canned",,,4.2,9.6,0.6,68,0.1,0.1,0.2,,,3.8,1.0,4.1,0,,,0.12,0.08,1.31,,0.09,,58.7,0,25.8,0,0.23,,,18,200,38,,0.4,410.0,0.7,44,1.1,1.9,,
"Green peas and carrots (canned), heated (without addition of salt)",,,4.3,9.8,0.6,70,0.1,0.1,0.2,,,3.9,0.9,4.2,0,,,0.1,0.08,1.12,,0.09,,37.5,0,19.5,0,0.24,,,17,180,38,,0.4,370.0,0.6,45,1.1,1.9,,
"Green peas, canned",,,4.8,12.8,0.8,87,0.1,0.1,0.4,,,0,0.7,5,0,,,0.12,0.08,1,,0.05,,40,0,9,0,0.2,,,21,120,32,,0.6,270.0,1.6,83,n.d.,5.2,,
"Green peas (canned), heated (without addition of salt)",,,4.9,13.1,0.8,89,0.1,0.1,0.4,,,0,0.6,5.1,0,,,0.1,0.08,0.85,,0.04,,25.5,0,6.8,0,0.21,,,20,110,32,,0.5,240.0,1.4,84,n.d.,5.3,,
"Green pea, steamed (without addition of salt)",,,7.6,12.5,0.8,99,0.1,0.1,0.3,,,2.5,0.0,5.8,0,,,0.17,0.14,1.92,,0.11,,41.6,0,35.1,0,0.24,,,28,190,49,,0.7,1.7,1.1,66,2,1.9,,
"Greyerzer, at least 45% fidm",,,26.4,0.0,32.0,396,19.2,7.5,1.5,,,0,1.5,0,96,,,0.02,0.37,0.2,,0.13,,10,1.45,0,0.7,0.35,,,35,90,900,,4.2,590.0,0.4,600,n.d.,11,,
Grittibänz (Swiss bread man),,,9.2,46.9,11.1,329,6.4,2.6,0.9,,,2.8,1.4,2.2,41,,,0.11,0.13,0.5,,0.06,,23.2,0.1,0.2,0.3,0.56,,,14,180,49,,0.6,570.0,0.5,91,2.7,5.4,,
Ground meat sauce,,,6.3,8.3,4.0,96,1.4,2.1,0.4,,,2.6,0.6,0.6,9,,,0.06,0.08,1.29,,0.1,,6,0.3,3.9,0.1,0.44,,,14,240,14,,0.6,220.0,0.5,47,n.d.,1.5,,
Guacamole,,,2.2,5.9,16.5,192,4,10.2,1.7,,,2.7,1.4,5.7,4,,,0.09,0.09,1.45,,0.36,,60.3,0,359,0.5,2.4,,,27,440,18,,0.4,540.0,0.6,27,5,4,,
"Halibut, Atlantic, raw",,,20.6,0.0,3.9,118,0.5,0.9,1.2,,,0,0.2,0,60,,,0.04,0.05,4,,0.42,,12,0.96,0,9,0.7,,,23,400,15,,0.5,64.0,0.5,220,60,1,,
"Hamburger, double",,,11.9,24.7,12.1,258,6.3,4.1,1,,,3.3,1.4,1.7,30,,,0.18,0.14,2.06,,0.13,,23,1.1,0.9,0.1,0.79,,,24,220,100,,1.9,560.0,1.2,220,16,6.5,,
"Ham, cooked",,,20.2,0.7,2.3,104,0.9,1.1,0.2,,,0.7,2.4,0,42,,,0.79,0.19,6.37,,0.39,,2,0.09,60.8,0,0.19,,,24,450,17,,1.9,940.0,0.6,330,8,3.6,,
Ham croissant,,,11.1,26.0,20.9,340,9.5,8.1,2.2,,,0.7,1.4,1.4,43,,,0.21,0.09,1.67,,0.1,,9.5,0.12,20.2,0.2,2.06,,,16,210,24,,0.9,570.0,0.7,130,n.d.,5.1,,
"Ham, raw",,,31.0,0.3,11.5,229,4.3,5.3,0.7,,,0.3,4.4,0,78,,,0.97,0.24,10.73,,0.5,,2,0.39,4.4,0.6,0.2,,,30,560,9,,2.9,1760.0,2.8,290,15,0,,
"Hard and semi hard cheese, full fat (average)",,,26.6,0.0,32.1,397,19.5,7.6,1.5,,,0,1.2,0,92,,,0.02,0.34,0.18,,0.12,,12.6,1.5,0,0.6,0.47,,,32,86,910,,4.3,460.0,0.3,590,n.d.,16,,
Hard caramels,,,0.5,95.0,0.3,385,0.2,0.1,0,,,95,0.1,0,0,,,0,0,0,,0,,0,0,0,0,0,,,3,9,4,,0,25.0,0.1,12,n.d.,0,,
"Hare (Durchschnitt), cooked (without addition of fat and salt)",,,26.1,0.0,8.0,177,2.7,1.3,2.1,,,0,0.1,0,96,,,0.06,0.07,5.28,,0.18,,7.2,8.22,0,0,0.43,,,22,240,16,,1.8,31.0,2.2,210,14,0.8,,
"Hare, filet, raw",,,24.3,0.0,1.5,111,0.5,0.5,0.4,,,0,0.1,0,51,,,0.05,0.11,4,,0.74,,4,8.7,0,n.d.,0.35,,,28,380,4.5,,0.6,33.0,0.3,210,n.d.,4.1,,
"Hare, fresh",,,22.0,0.0,1.9,105,0.6,0.2,0.9,,,0,0.1,0,65,,,0.09,0.06,8.07,,0.3,,5,1,0,0,0.1,,,24,280,14,,2.2,44.0,2.8,210,17,0.6,,
"Hare, meat, raw",,,20.5,0.0,7.5,150,2.5,1.2,2,,,0,0.1,0,70,,,0.11,0.07,7.27,,0.3,,8,10,0,0,0.4,,,25,330,14,,1.4,45.0,1.6,210,10,0.6,,
Hazelnut,,,16.4,10.1,59.5,661,4.2,46.6,6.1,,,3,0.0,9.7,0,,,0.46,0.05,1.32,,0.5,,76.6,0,2,0,15.92,,,160,720,160,,2.9,0.9,3.6,320,0.7,6.5,,
Hazelnut-chocolate spread,,,6.0,55.9,32.8,549,12.6,15.3,3.6,,,54.5,0.1,2.7,0,,,0.09,0.19,0.32,,0.09,,17,0.18,0.4,0.1,3.8,,,55,420,130,,1,47.0,3,160,n.d.,3.9,,
Hazelnut cookie,,,6.7,47.4,27.7,473,8,16,2.3,,,23.3,0.1,3.5,32,,,0.09,0.07,0.57,,0.11,,11,0,0.6,0,7.27,,,49,220,80,,0.9,52.0,1.6,160,n.d.,2,,
Hazelnut macaroon,,,12.2,37.5,37.0,544,2.6,29,3.8,,,33,0.2,6,0,,,0.29,0.1,0.83,,0.32,,48.6,0.06,1.2,0,9.9,,,100,480,100,,1.8,85.0,2.3,200,2.6,5.5,,
Hazelnut oil,,,0.0,0.0,100.0,900,8.3,75.4,12.9,,,0,0.0,0,0,,,0,0,0,,0,,0,0,0,0,28.6,,,0,0,0,,0,0.0,0,0,0,0,,
Hempseed oil,,,0.0,0.0,100.0,900,9.9,12.7,72.2,,,0,0.0,0,0,,,0,0,0,,0,,0,0,0,0,1.8,,,0,0,0,,0,0.0,0,0,0,0,,
Hollandaise sauce,,,3.0,9.3,18.0,212,9,5.3,0.7,,,6.2,1.0,0.1,60,,,0.03,0.06,0,,0,,18,0.3,6,0.5,8.08,,,6,45,41,,0.7,400.0,0.7,30,n.d.,4.5,,
"Honey, from flowers",,,0.4,76.0,0.0,306,0,0,0,,,76,0.0,0,0,,,0,0.05,0.2,,0.3,,5.3,0,1.7,0,0,,,3,47,5,,0.4,7.0,0.5,17,n.d.,0.5,,
"Horse, filet, pan fried (without addition of fat and salt)",,,27.8,0.0,3.1,139,1,1,0.6,,,0,0.1,0,71,,,0.09,0.11,4.73,,0.29,,9.1,3,0,0.2,0.14,,,27,300,16,,4,51.0,6.2,220,n.d.,1.4,,
"Horse, filet, raw",,,21.4,0.0,2.9,112,0.9,0.9,0.6,,,0,0.1,0,52,,,0.13,0.1,4.6,,0.38,,8,3,0,0.2,0.14,,,23,330,13,,2.9,44.0,4.7,190,n.d.,1,,
"Horse ragout with sauce, prepared",,,11.8,3.0,3.6,93,0.6,2.1,0.5,,,1.2,0.8,0.6,30,,,0.04,0.05,1.5,,0.11,,9.3,1.03,0.7,0.1,0.56,,,11,140,13,,1.6,300.0,2.8,86,n.d.,1.1,,
Hot Dog in white bread with ketchup and mustard,,,9.1,29.6,6.3,216,2.2,2.8,0.9,,,2.5,2.0,1.9,14,,,0.12,0.06,1.15,,0.07,,8.7,0.12,4.7,0.3,0.44,,,21,170,17,,0.9,810.0,0.8,110,n.d.,2.3,,
Hummus,,,7.3,9.1,14.0,202,1.8,6.8,4.2,,,0.8,1.1,5.3,0,,,0.18,0.06,0.93,,0.15,,47.8,0,4.9,0,1.62,,,75,250,170,,1.3,460.0,2.2,160,n.d.,1.3,,
Huntsman sauce,,,2.2,8.0,1.8,58,0.5,0.7,0.2,,,2.5,1.5,0.5,0,,,0.01,0.06,0.5,,0.01,,4,0,1.4,0.4,0.08,,,8,120,17,,0.7,620.0,0.7,47,n.d.,4,,
"Iceberg lettuce, raw",,,0.8,2.1,0.2,15,0,0,0.1,,,2.1,0.0,1,0,,,0.04,0.03,0.14,,0.04,,30.9,0,4,0,0.09,,,7.1,180,22,,0.2,6.4,0.3,22,0.2,0,,
"Ice cream bar or stick, chocolate coated",,,5.1,35.8,21.4,359,15.2,4.4,1.4,,,27.7,0.3,1.3,9,,,0.07,0.32,0.82,,0.13,,0.9,0.26,1,0.5,1.5,,,40,250,150,,1.1,120.0,1.1,48,5,16,,
Ice cream cone,,,3.4,37.8,13.5,292,9.8,2.4,0.7,,,25.7,0.1,3,6,,,0.05,0.23,0.21,,0.07,,8,0.13,1,0,0.77,,,18,220,110,,0.5,52.0,1,100,1.1,5.1,,
"Ice cream, dairy, fruit",,,3.5,24.7,8.0,185,5,2.6,0.3,,,23.7,0.2,0,26,,,0.04,0.26,0,,0.07,,9,0,1,0.1,0.17,,,0,180,110,,0.4,61.0,0.5,99,n.d.,0,,
"Ice cream, with flavor",,,4.1,24.2,17.9,278,10.8,3.7,0.8,,,21.9,0.2,2,73,,,0.05,0.18,0.1,,0.04,,15.6,0.47,1,0,0.3,,,21,210,110,,0.6,62.0,1.3,110,3,17,,
"Ice Tea, sweetened",,,0.0,7.5,0.0,30,0,0,0,,,7.5,0.0,0,0,,,0,0,0.09,,0,,4.6,0,0,0,0,,,0.9,18,0.1,,0,0.0,0,0.9,n.d.,0.9,,
Jam,,,0.5,58.7,0.5,246,0,0,0,,,58.7,0.0,2.2,0,,,0.02,0.02,0.9,,0,,0,0,4,0,0,,,2,100,18,,0.2,12.0,1.4,7,n.d.,1,,
"Jam, low calorie with sweetener",,,0.5,31.9,0.5,136,0,0,0,,,31.9,0.1,0.8,0,,,0,0,0,,0,,0,0,26,0,0,,,1,120,19,,0,20.0,0.4,15,n.d.,2,,
Jelly babies with fruit essence,,,6.6,78.6,0.0,341,0,0,0,,,74.7,0.2,0,0,,,0,0,0,,0,,0,0,0,0,0,,,2,12,9,,1.4,62.0,0.2,4,n.d.,0,,
"Jerusalem artichoke, cooked (without addition of salt)",,,2.3,3.8,0.4,52,0.1,0,0.2,,,3.8,0.0,11.8,0,,,0.08,0.04,0.96,,0.06,,17.9,0,3.1,0,0.16,,,9.9,250,24,,0.2,1.0,0.2,64,0.1,0.1,,
"Jerusalem artichoke, raw",,,2.4,4.0,0.4,54,0.1,0,0.2,,,4,0.0,12.1,0,,,0.1,0.06,1.3,,0.08,,34,0,7.3,0,0.15,,,16,530,24,,0.2,1.7,0.3,68,0.2,0.1,,
Kakaobutter,,,0.0,0.0,100.0,900,59.7,32.9,3,,,0,0.0,0,0,,,0,0,0,,0,,0,0,0,0,0.5,,,0,0,0,,0,0.0,0,0,0,0,,
"Kaki, raw",,,0.9,16.0,0.3,77,0,0.1,0.1,,,13.9,0.0,3.4,0,,,0.03,0.07,0.2,,0.03,,19,0,15.1,0,0.12,,,7.2,160,6.9,,0.4,5.0,0.1,13,1.3,1.8,,
"Kale, raw",,,4.3,2.5,0.9,44,0.1,0,0.5,,,2.5,0.3,4.2,0,,,0.1,0.25,2.1,,0.22,,85.4,0,74,0,1.7,,,38,440,240,,0.7,110.0,1.4,67,1.2,4.5,,
"Kale, stewed (without addition of salt and fat)",,,4.3,2.6,0.9,44,0.1,0,0.5,,,2.6,0.3,4.2,0,,,0.09,0.24,1.79,,0.2,,54.5,0,43.3,0,1.81,,,36,400,240,,0.6,98.0,1.2,67,1.2,4.5,,
Kebab in pita bread,,,7.6,14.6,3.4,121,0.6,1.5,1,,,2.2,0.6,1.1,15,,,0.06,0.07,1.58,,0.1,,14.5,0.47,4.9,0.1,1.51,,,13,190,24,,0.9,240.0,0.5,75,n.d.,3.1,,
Ketchup,,,2.0,26.0,0.4,117,0.1,0.1,0.2,,,24.8,2.8,0.9,0,,,0.06,0.06,1,,0.16,,10,0,15,0,1.54,,,19,480,19,,0.1,1120.0,0.9,40,n.d.,0.9,,
"Kiwi fruit, raw",,,0.9,11.0,0.6,58,0.1,0.2,0.3,,,8.9,0.0,2.4,0,,,0.01,0.01,0.27,,0.05,,33,0,75.3,0,2.17,,,13,290,33,,0.1,1.0,0.2,33,0.3,1.7,,
"Kohlrabi, raw",,,1.9,3.7,0.2,27,0,0,0.1,,,3.6,0.0,1.4,0,,,0.03,0.05,1.8,,0.08,,39.5,0,57.6,0,0.48,,,16,310,23,,0.2,16.0,0.2,43,0.9,0.7,,
"Kohlrabi, steamed (without addition of salt)",,,2.0,3.9,0.2,28,0,0,0.1,,,3.8,0.0,1.5,0,,,0.03,0.05,1.6,,0.07,,26.4,0,48,0,0.53,,,16,300,25,,0.2,16.0,0.2,45,0.9,0.8,,
Ladyfinger cookie,,,12.2,71.8,8.3,413,2.4,3.2,1.2,,,34.9,0.8,1.4,281,,,0.07,0.2,0.26,,0.1,,25,1,0,1,1.53,,,15,140,65,,1.4,310.0,2.1,330,n.d.,8,,
"Lamb (average excluding offal, chop), raw",,,20.5,0.0,6.1,137,2.7,2.1,0.5,,,0,0.1,0,67,,,0.17,0.1,6.56,,0.38,,10.5,3.26,0,3.8,0.4,,,22,310,6.3,,3.3,58.0,1.7,190,6.7,0.7,,
"Lamb, leg, roast (without addition of fat and salt)",,,28.6,0.0,9.8,203,4.7,3.7,0.8,,,0,0.2,0,97,,,0.16,0.07,6.81,,0.41,,7.2,3.77,0,7.2,0.48,,,25,390,6.3,,5.4,77.0,2.3,240,7,1.2,,
"Lamb, ragout, raw (Switzerland)",,,19.6,0.0,8.4,154,3.9,2.9,0.7,,,0,0.2,0,66,,,0.18,0.06,6.52,,0.36,,6,3.61,0,6.1,0.5,,,18,310,4.6,,4.3,60.0,1.3,170,7.4,0.7,,
"Lamb ragout with sauce, prepared",,,11.1,3.0,6.1,113,2,3,0.6,,,1.2,0.8,0.6,38,,,0.05,0.03,2.1,,0.11,,8.5,1.24,0.7,2.8,0.72,,,8.7,130,9,,2.5,310.0,0.8,84,n.d.,1,,
"Lamb (sheep), cutlet, raw (Switzerland)",,,20.2,0.0,10.9,179,5.2,4,0.9,,,0,0.2,0,72,,,0.18,0.06,6.6,,0.32,,6,3.61,0,5.2,0.5,,,20,310,8.4,,2.1,69.0,1.5,180,7,0.9,,
"lamb (sheep), filet, pan fried ""medium"" (without addition of fat and salt)",,,25.8,0.0,4.8,147,1.8,1.5,0.4,,,0,0.2,0,88,,,0.1,0.25,6.08,,0.14,,25.6,2.05,0,0,0.2,,,31,290,14,,4.3,77.0,2.4,220,7.9,0.9,,
"Lamb (sheep), filet, raw",,,20.4,0.0,4.5,122,1.7,1.4,0.4,,,0,0.2,0,66,,,0.13,0.23,6.51,,0.17,,24,2.2,0,0,0.19,,,27,280,12,,3.2,68.0,1.9,190,5.9,0.7,,
"Lamb (sheep), filet, raw (Australia, New Zealand)",,,21.8,0.0,3.3,117,1.3,1,0.3,,,0,0.1,0,72,,,0.18,0.06,6.7,,0.51,,6,3.61,0,2.9,0.5,,,23,330,3.8,,2.3,44.0,1.9,200,8.7,0.8,,
"Lamb (sheep), leg, raw (Switzerland, New Zealand)",,,20.2,0.0,8.2,155,3.9,3.1,0.6,,,0,0.2,0,65,,,0.18,0.06,6.52,,0.46,,6,3.61,0,6.1,0.4,,,20,330,4.7,,3.6,61.0,1.6,190,4.7,0.8,,
