name,brand,barcode,proteins,carbohydrates,fats,energy,saturated_fats,monounsaturated_fats,polyunsaturated_fats,omega3,omega6,sugars,salt,dietary_fiber,cholesterol_milli,caffeine_milli,vitamin_a_micro,vitamin_b1_milli,vitamin_b2_milli,vitamin_b3_milli,vitamin_b5_milli,vitamin_b6_milli,vitamin_b7_micro,vitamin_b9_micro,vitamin_b12_micro,vitamin_c_milli,vitamin_d_micro,vitamin_e_milli,vitamin_k_micro,manganese_milli,magnesium_milli,potassium_milli,calcium_milli,copper_milli,zinc_milli,sodium_milli,iron_milli,phosphorus_milli,selenium_micro,iodine_micro,package_weight,serving_weight
Maïs doux (petits épis) au vinaigre,,,3.4,21.0,1.4,119,0.2,0.4,0.6,,,2,0.0,4.2,0,,,0.22,0.07,1.7,0.7,0.1,,50,0,7,0,0.7,,,33,250,3,,0,17.0,0.6,100,n.i.,0,,
"Mandarine, crue",,,0.8,9.2,0.2,45,0,0.1,0.1,,,8.6,0.0,1.7,0,,,0.09,0.03,0.32,0.19,0.06,,18.1,0,39.4,0,0.21,,,9.3,140,23,,0.1,1.0,0.1,18,2.4,1,,
"Mangue, crue",,,0.6,14.3,0.6,68,0.1,0.2,0.1,,,12.9,0.0,1.6,0,,,0.03,0.04,0.5,0.18,0.06,,50.4,0,37.3,0,1,,,9,150,15,,0.1,4.0,0.1,13,0.2,1.6,,
"Mangue, séchée",,,2.9,61.1,2.2,293,0.5,0.9,0.4,,,59.9,0.1,8.4,0,,,0.08,0.12,1.97,0.55,0.27,,142,0,36.7,0,4.42,,,88,840,59,,0.6,25.0,2,64,2,8,,
"Manioc, racine, crue",,,1.4,36.3,0.3,157,0.1,0.1,0,,,1.7,0.0,1.8,0,,,0.09,0.05,0.85,0.11,0.09,,27,0,20.6,0,0.19,,,21,270,16,,0.3,14.0,0.5,27,0.7,2,,
"Manioc, racine, cuite (sans adjonction de sel)",,,1.4,33.8,0.3,147,0.1,0.1,0,,,1.6,0.0,1.8,0,,,0.07,0.04,0.64,0.08,0.07,,17,0,14.4,0,0.19,,,19,220,15,,0.3,11.0,0.5,25,0.6,1.8,,
"Margarine, 35 - 40 % de matière grasse",,,0.3,1.1,39.0,357,11,18,10,,,0.4,0.3,0,1,,,0.05,0.03,0.05,0.05,0.05,,5,0.1,0,4.6,9.46,,,0.7,200,2.2,,0,120.0,0,16,0,1,,
"Margarine, sans beurre, 70 - 80 % de matière grasse",,,0.5,0.2,77.0,696,23.8,37.3,14,,,0.1,0.2,0,0,,,0.01,0.03,0.21,0.08,0,,2,0.03,0,3.3,11.8,,,1.8,42,10,,0,80.0,0.1,23,0,1.5,,
Mascarpone,,,4.5,4.1,44.5,435,29.5,11.7,1.9,,,4.1,0.2,0,123,,,0.01,0.26,0.1,0.41,0.04,,11,0.33,0,0.5,1,,,0,53,68,,0.4,86.0,0.2,97,n.i.,29,,
Massepain,,,8.0,68.6,17.6,474,1.5,12,3.3,,,68.6,0.0,4.9,0,,,0.07,0.2,1.36,0.19,0.05,,31,0,0.3,0,8.49,,,72,270,82,,0.9,2.0,1.5,150,n.i.,0.7,,
Mayonnaise,,,1.4,2.6,75.2,693,7.3,33.4,31.2,,,1,1.4,0.3,70,,,0.04,0.04,0.14,0.23,0.03,,16,0.39,0.5,0.5,43.25,,,6.4,28,18,,0.1,550.0,0.3,23,n.i.,30,,
"Mayonnaise, à l'huile de colza, faite maison",,,2.4,0.1,86.9,792,7,51.3,24,,,0.1,0.4,0,184,,,0.03,0.09,0.01,0.67,0.05,,18.4,0.5,1.1,0.8,25.5,,,2,21,20,,0.6,150.0,0.8,82,7,17,,
"Mayonnaise, à valeur énergétique réduite",,,0.9,3.3,34.5,327,4.6,6.7,19.6,,,0,0.7,0,131,,,0.05,0.16,0.12,0.71,0.06,,26,0.6,4.6,0.6,16.57,,,12,88,66,,0.6,280.0,1,140,n.i.,5.3,,
"Mélange pour muesli coquant, enrichi en vitamines et minéraux",,,10.3,63.4,11.9,420,2.9,3.8,4.3,,,17,0.5,9.1,0,,,0.9,1.2,13.4,5,1.2,,306.3,2.1,66.5,2.5,10,,,130,300,180,,1.9,200.0,4.3,260,n.i.,1.5,,
"Mélange pour muesli croquant, avec chocolat",,,9.0,59.0,17.4,443,5.2,4.9,5.4,,,19.6,0.3,7.2,0,,,0.15,0.05,0.44,0.27,0.09,,10.6,0,0.2,0,3.68,,,82,320,37,,2,130.0,2.7,250,n.i.,1.2,,
"Mélange pour muesli croquant, avec fruits à coque et graines oléagineuses, sucré ",,,11.3,56.2,16.2,432,3.2,5.4,5.6,,,15,0.3,8.2,0,,,0.22,0.09,1.15,0.4,0.13,,24.1,0,0.2,0,4.94,,,100,330,46,,2.3,120.0,2.6,310,n.i.,1.6,,
"Mélange pour muesli croquant, avec fruits, sucré",,,8.7,60.0,15.1,426,3.5,3.7,6.2,,,18.6,0.4,7.7,0,,,0.16,0.04,0.92,0.34,0.11,,15.5,0,2.2,0,4.47,,,71,270,30,,1.8,170.0,2.1,240,n.i.,1.6,,
"Mélange pour muesli croquant, sucré (moyenne)",,,9.4,58.8,15.9,432,3.8,4.4,5.8,,,17.9,0.4,7.7,0,,,0.17,0.06,0.86,0.34,0.11,,16.4,0,1.2,0,4.39,,,82,300,36,,1.9,140.0,2.3,260,n.i.,1.5,,
"Mélange pour muesli, flocons de céréales avec fruits et fruits à coque, non sucré",,,11.3,57.4,8.3,372,1.4,2.9,2.5,,,11.6,0.0,10.8,0,,,0.33,0.09,2.1,0.63,0.2,,41.7,0,4.2,0,2.56,,,110,450,55,,2.4,13.0,3.1,320,n.i.,2.4,,
"Mélange pour muesli, flocons de céréales avec fruits et fruits à coque, sucré",,,11.4,62.3,5.6,365,0.7,1.7,1.7,,,10.5,0.1,10.1,0,,,0.31,0.06,1.85,0.58,0.16,,35.4,0,1.4,0,1.32,,,100,380,45,,2.4,33.0,2.8,330,n.i.,2.2,,
"Mélasse, sirop de mélasse",,,1.2,67.2,0.0,274,0,0,0,,,67.2,0.2,0,0,,,0.08,0.1,0,0,0,,0,0,0,0,0,,,140,1470,500,,0.9,96.0,9.2,31,n.i.,0,,
"Melon, à chaire orange, cru",,,1.1,14.8,0.1,62,0,0,0,,,10.6,0.1,1.3,0,,,0.05,0.02,0.82,0.12,0.08,,37,0,41.9,0,0.08,,,16,380,11,,0.2,24.0,0.2,17,0.5,2,,
"Menthe, crue",,,3.8,5.3,0.7,49,0.1,0,0.4,,,5.2,0.0,3,0,,,0.12,0.33,1.1,0.19,0.05,,110,0,31,0,5,,,30,260,210,,1.2,15.0,9.5,75,n.i.,4,,
Meringue,,,5.0,94.0,0.5,401,0,0,0,,,94,0.3,0,0,,,0,0.25,0.1,0.2,0,,0,0,0,0,0,,,5,90,4,,0,100.0,0.2,22,n.i.,0,,
Meringue (petite) au cacao,,,4.2,83.5,9.9,444,6.2,3.4,0.3,,,82.4,0.1,2.2,0,,,0.03,0.14,0.2,0.12,0.02,,4.4,0.07,0,0,0,,,41,290,18,,0.7,46.0,2.1,46,4.8,2.4,,
"Meringue (petite), avec nappage de chocolat",,,5.2,71.5,19.4,486,12.1,6.6,0.7,,,70.2,0.3,2,6,,,0.05,0.26,0.29,0.15,0.03,,5.6,0.04,1.3,0,0.11,,,47,450,120,,1.1,110.0,2.1,130,n.i.,9,,
"Merlu, cru",,,17.0,0.0,0.6,74,0.1,0.2,0.2,,,0,0.2,0,50,,,0.05,0.08,1.43,0.19,0.18,,12,2.1,1.5,0,0.2,,,25,320,25,,0.4,77.0,0.7,190,22,120,,
Merveilles de carnaval,,,11.5,51.7,32.9,553,16.1,10.5,2.6,,,1.9,0.1,2.3,159,,,0.14,0.1,0.25,0.88,0.06,,23.7,0.35,0,1,2.57,,,14,170,28,,0.7,58.0,0.8,100,n.i.,13,,
Miel (miel de fleurs),,,0.4,76.0,0.0,306,0,0,0,,,76,0.0,0,0,,,0,0.05,0.2,0.1,0.3,,5.3,0,1.7,0,0,,,3,47,5,,0.4,7.0,0.5,17,n.i.,0.5,,
Milanais,,,7.1,53.2,20.8,431,11.6,5.1,1.5,,,22.5,0.1,1.4,124,,,0.08,0.06,0.14,0.44,0.08,,8.7,0.24,0,0.7,0.82,,,17,100,18,,0.8,47.0,1,96,4.9,7.9,,
Mille-feuille,,,4.1,28.8,18.8,301,11,4.5,1,,,21.3,0.3,0.3,78,,,0.03,0.14,0.09,0.37,0.04,,6.7,0.25,0.3,0.5,0.55,,,11,130,77,,0.4,120.0,0.3,86,n.i.,8.9,,
"Millet, flocons complets",,,10.6,68.8,3.9,360,0.9,0.8,1.7,,,1.6,0.0,3.9,0,,,0.33,0.11,1.8,0.71,0.41,,20,0,0,0,0.1,,,120,170,10,,2.9,3.0,6.9,280,2,2.5,,
"Millet, grains décortiqués",,,10.6,68.8,3.9,360,1,0.9,1.9,,,1.5,0.0,3.8,0,,,0.34,0.11,1.8,0.38,0.32,,20,0,0,0,0.1,,,120,170,9.5,,2.9,3.0,6.9,280,2,2.5,,
Minestrone,,,2.0,7.0,1.8,53,0.7,0.7,0.2,,,2.6,1.0,0.4,1,,,0.02,0.02,0.79,0.1,0.04,,7,0,1,0,0,,,5,110,14,,n.i.,390.0,0.3,20,n.i.,n.i.,,
"Mirabelle, crue",,,0.6,18.0,0.2,76,0,0,0,,,13.3,0.0,2.2,0,,,0.07,0.02,0.16,0.17,0.05,,7.8,0,5.5,0,0.85,,,8.2,240,11,,0.1,0.0,0.1,21,1.3,1,,
"Mirabelle, cuite,  égouttée (sans adjonction de sucre)",,,0.7,16.6,0.2,70,0,0,0,,,12.2,0.0,2,0,,,0.05,0.01,0.14,0.16,0.04,,4.5,0,2.5,0,0.98,,,7.5,170,12,,0.1,0.0,0.1,19,1.5,1.1,,
"Morille, à l'étuvée (sans adjonction de graisse ni de sel)",,,2.8,0.6,0.4,34,0.1,0,0.2,,,0.1,0.0,8.5,0,,,0.12,0.06,4.88,2.5,0.05,,18.3,0,4.5,3.8,0.22,,,16,370,13,,0.5,2.1,1.2,190,n.i.,12,,
"Morille, crue",,,2.5,0.5,0.3,29,0.1,0,0.2,,,0.1,0.0,7,0,,,0.13,0.06,5,2.5,0.05,,25,0,5,3.1,0.19,,,16,390,11,,0.5,2.0,1.2,160,n.i.,10,,
Mortadella,,,15.7,0.8,26.6,306,9.9,12.1,2.7,,,0.8,2.1,0,74,,,0.36,0.12,2.97,0.48,0.19,,3,1.05,24.8,0,0.41,,,13,99,3.8,,1.3,830.0,0.9,170,n.i.,1.5,,
Mostbröckli,,,32.6,0.5,1.9,150,0.9,0.8,0.2,,,0.5,4.7,0,69,,,0.1,0.17,7.1,0.9,0.37,,0,1.4,11.6,0,0,,,33,580,0,,5.9,1860.0,3.3,300,14,0,,
"Moule, crue",,,11.7,3.4,2.7,85,0.5,0.6,0.6,,,0,0.7,0,108,,,0.12,0.16,1.6,0.29,0.08,,37,8,0,0,1.1,,,36,320,88,,1.6,290.0,5.8,240,49,130,,
"Moule, cuite",,,17.2,5.1,2.1,108,0.4,0.3,0.7,,,n.i.,0.8,0,52,,,0.04,0.29,1.16,0.28,0.04,,48,17.6,5.9,0.3,2.98,,,67,170,59,,2.9,320.0,4,180,56,110,,
Moutarde,,,7.1,3.8,7.7,124,0.5,4.1,2.7,,,2.6,4.1,5.3,0,,,0.24,0.04,1.15,0.21,0.02,,18,0,0.5,0,1.34,,,95,200,110,,1.1,1640.0,1.7,210,n.i.,20,,
Mozzarella,,,19.5,0.7,19.5,256,11.4,6,0.7,,,0.7,0.4,0,46,,,0.03,0.27,0.4,0.14,0.07,,16,1.4,0,0.3,0.39,,,10,8,340,,2.6,140.0,0.1,350,n.i.,4.8,,
"Mûre, crue",,,1.1,6.5,0.7,47,0.1,0.2,0.4,,,6.1,0.0,5.2,0,,,0.01,0.03,0.47,0.24,0.02,,16.1,0,10.7,0,0.76,,,20,200,31,,0.2,1.0,0.4,25,0,0.4,,
"Myrtille, crue",,,0.9,10.6,0.2,51,0,0,0.1,,,10,0.0,1.5,0,,,0.03,0.03,0.22,0.12,0.05,,9,0,7.5,0,1.34,,,5,66,10,,0.1,2.0,0.6,16,0.5,2,,
"Myrtille, lyophilisée",,,6.1,56.4,4.4,338,0.3,0.6,1.7,,,46.4,0.0,24.4,0,,,0.42,0.42,3.7,0.89,0.46,,25,0,15,0,7.6,,,49,540,120,,1.1,1.7,1.8,140,1.4,5.6,,
"Nasi Goreng, préparé",,,10.8,16.1,1.8,124,0.3,1.1,0.3,,,0.7,1.3,0.5,23,,,0.1,0.07,4.04,0.4,0.19,,5.2,0.07,10.9,0.4,0.37,,,17,170,18,,0.7,510.0,0.3,120,n.i.,1.3,,
Nectar d'orange,,,0.4,10.5,0.0,44,0,0,0,,,10.5,0.0,0.1,0,,,0.04,0.01,0.14,0.08,0.02,,12,0,12,0,0.1,,,7,110,6,,0.1,1.0,0.1,10,n.i.,2,,
"Nectarine, crue",,,1.0,11.3,0.3,55,0,0.1,0.1,,,8.8,0.0,1.3,0,,,0.02,0.02,0.64,0.24,0.02,,8,0,4.6,0,0.61,,,9,260,7,,0.1,1.0,0.2,25,0.2,3,,
Noisette,,,16.4,10.1,59.5,661,4.2,46.6,6.1,,,3,0.0,9.7,0,,,0.46,0.05,1.32,1.61,0.5,,76.6,0,2,0,15.92,,,160,720,160,,2.9,0.9,3.6,320,0.7,6.5,,
Noix,,,15.7,6.9,67.3,709,6.5,14.1,43.6,,,3,0.0,6.7,0,,,0.42,0.05,0.4,1.39,0.19,,112.1,0,0.8,0,2,,,140,420,78,,2.7,0.2,2.6,360,1.2,5,,
Noix de cajou,,,21.5,23.2,48.1,619,8.2,29.1,8.7,,,3.1,0.0,3.6,0,,,0.59,0.06,1.1,1.2,0.42,,45.5,0,0.5,0,0.28,,,270,660,40,,4,9.2,5.9,540,15,5,,
Noix de coco,,,4.6,4.8,36.5,384,32.1,2.2,0.7,,,4.8,0.1,9,0,,,0.06,0.01,0.38,0.2,0.06,,30,0,2,0,0.15,,,39,380,20,,0.8,35.0,2.3,94,4,1.2,,
"Noix de coco, sèche ",,,7.6,5.3,61.3,653,53.3,2.4,0.4,,,5.3,0.0,24.7,0,,,0.03,0,0.6,0,0.09,,20.6,0,0,0,0.08,,,100,710,11,,1.5,19.0,2.8,180,6.9,6,,
Noix du Brésil,,,17.0,4.2,66.5,698,16.1,23.9,24.4,,,2.3,0.0,7.5,0,,,0.62,0.04,0.3,0.18,0.1,,22,0,0.7,0,5.65,,,350,640,160,,4.3,0.7,2.4,650,230,5,,
"Nugget, végétalien, à base de protéines végétales, cru",,,15.5,19.7,10.9,250,1.1,6.1,3.2,,,1.8,1.2,5.4,0,,,0.07,0.1,0.61,0.34,0.04,,31.5,0,0.5,0.3,3.76,,,56,390,67,,1,480.0,2.2,170,5.9,8.4,,
"Oeuf de poule, entier, cru",,,12.6,0.3,9.8,140,2.6,3.7,1.7,,,0.3,0.4,0,350,,,0.1,0.29,0.05,2.43,0.09,,67,1.31,0,2.8,1.23,,,12,150,48,,1.2,150.0,1.8,200,23,39,,
"Oeuf de poule, entier, cuit dur",,,14.0,0.3,10.9,156,2.9,4.1,1.8,,,0.3,0.4,0,389,,,0.09,0.26,0.04,2.16,0.08,,59.6,1.16,0,2.9,1.37,,,12,150,46,,1.2,160.0,1.7,180,26,27,,
"Oeufs brouillés au fromage, préparés",,,11.8,1.3,11.6,157,4.3,3.8,1.5,,,1.3,0.9,0,297,,,0.07,0.26,0.07,1.69,0.07,,39.8,1.12,0.2,2.2,1.01,,,14,160,110,,1.2,340.0,1.5,210,n.i.,36,,
"Oeufs brouillés au jambon, préparés",,,12.8,1.3,9.7,143,3.4,3.3,1.3,,,1.3,1.0,0,268,,,0.16,0.25,0.91,1.58,0.11,,35.2,0.95,9.1,1.9,0.91,,,14,200,62,,1.3,420.0,1.4,210,18,31,,
"Oeufs brouillés aux champignons, préparés",,,9.8,1.5,9.0,127,3.1,3,1.3,,,1.3,0.7,0.4,251,,,0.08,0.26,0.61,1.71,0.08,,36.6,0.9,0.6,2.2,0.85,,,12,200,59,,1,270.0,1.4,170,n.i.,32,,
"Oeufs brouillés aux herbes, préparés",,,10.6,1.9,10.0,141,3.5,3.4,1.4,,,1.6,0.8,0.4,279,,,0.08,0.26,0.18,1.61,0.08,,49,1,16.3,2.1,1.25,,,15,230,82,,1.1,310.0,1.9,180,18,33,,
"Oeufs brouillés, préparés",,,11.2,1.3,10.8,147,3.8,3.7,1.5,,,1.3,0.8,0,303,,,0.08,0.26,0.07,1.73,0.07,,40.6,1.09,0.2,2.3,1.02,,,13,160,69,,1.1,330.0,1.5,190,20,35,,
"Oignon, à l'étuvée (sans adjonction de graisse ni de sel)",,,1.2,7.0,0.7,43,0.2,0,0.1,,,5.4,0.0,2.2,0,,,0.04,0.02,0.2,0.15,0.09,,21.4,0,4.1,0,0.07,,,8.4,130,24,,0.2,7.2,0.2,34,0.6,2.1,,
Oignon au vinaigre,,,0.9,4.9,0.2,28,0,0,0.1,,,3.5,1.1,1.3,0,,,0.02,0,0.1,0,0.1,,14,0,0,0,0.31,,,0,93,22,,0.1,450.0,0.2,23,n.i.,0,,
"Oignon, cru",,,1.1,6.3,0.6,39,0.2,0,0.1,,,4.8,0.0,1.9,0,,,0.04,0.02,0.2,0.16,0.09,,29.6,0,5,0,0.06,,,8.5,140,20,,0.2,7.7,0.2,30,0.6,1.8,,
"Oignon, grillé (sans adjonction de graisse ni de sel)",,,2.6,14.9,1.5,92,0.5,0,0.2,,,11.4,0.0,4.5,0,,,0.09,0.05,0.45,0.34,0.2,,49.3,0,9,0,0.13,,,20,340,48,,0.4,18.0,0.5,72,1.3,4.3,,
"Olive, noire",,,1.4,0.8,17.2,176,2.1,10.2,1.5,,,0.8,1.8,6.2,0,,,0.02,0.01,0.1,0.04,0.03,,5,0,0.5,0,6.95,,,16,19,80,,0.1,710.0,8.5,7.9,n.i.,4.5,,
"Olive, verte, en saumure, égouttée",,,1.3,0.0,15.7,154,2.3,11.1,1.5,,,0,3.2,3.6,0,,,0.02,0.01,0.1,0.04,0.02,,5,0,0.5,0.3,4.39,,,24,31,58,,0.1,1260.0,0.2,6.7,0,2,,
"Omelette à la française au fromage, préparée",,,14.0,1.2,14.5,192,6.4,4.4,1.5,,,1.2,1.0,0.1,275,,,0.07,0.29,0.11,1.56,0.09,,38.4,1.17,2,2,0.97,,,17,160,210,,1.7,380.0,1.4,260,n.i.,32,,
"Omelette à la française au jambon, préparée",,,12.8,1.3,9.6,143,3.3,3.3,1.3,,,1.3,1.0,0.1,266,,,0.16,0.25,0.93,1.57,0.11,,37,0.94,10.8,1.9,0.94,,,15,210,65,,1.3,420.0,1.5,210,18,31,,
"Omelette à la française au lard, préparée",,,12.5,1.3,13.4,175,4.8,5.1,1.6,,,1.3,0.7,0.1,268,,,0.14,0.25,0.62,1.57,0.09,,37.3,0.98,5.5,2,0.96,,,14,180,64,,1.3,280.0,1.4,180,19,30,,
"Omelette à la française, préparée",,,11.4,1.4,11.1,151,3.8,3.8,1.5,,,1.4,0.8,0,310,,,0.08,0.26,0.07,1.76,0.07,,41.5,1.11,0.2,2.3,1.05,,,13,170,70,,1.1,340.0,1.5,190,20,36,,
"Orangeat, écorce d'orange confite",,,0.4,74.3,0.3,306,0.1,0.1,0.1,,,74.3,0.0,2.3,0,,,0.04,0.03,0.3,0.15,0.06,,4,0,4,0,0,,,7,70,50,,0.1,1.0,0.3,7,n.i.,0.5,,
"Orange, crue",,,0.8,8.0,0.2,45,0,0.1,0.1,,,7.6,0.0,2.7,0,,,0.09,0.03,0.35,0.18,0.05,,18.8,0,50.9,0,0.19,,,15,180,45,,0.2,0.0,0.3,38,1.2,1,,
"Orge, flocons",,,8.5,66.1,1.5,333,0.3,0.1,0.7,,,2.2,0.0,10.3,0,,,0.2,0.08,3.1,0.49,0.29,,19,0,0,0,0.25,,,66,160,16,,1.3,3.0,2,190,1,1,,
Orge perlé,,,9.1,64.0,2.0,337,0.4,0.1,0.6,,,1.4,0.0,13.4,0,,,0.24,0.06,1.27,0.16,0.23,,50.3,0,0,0,0.08,,,71,300,18,,2,1.8,1.9,250,2.8,1,,
Pain au gruau de seigle,,,7.7,40.0,1.1,225,0.1,0.1,0.6,,,0.9,1.4,12.5,0,,,0.2,0.08,1.23,0.55,0.21,,23.1,0,0,0,0.59,,,56,260,21,,2.4,570.0,2.2,230,2.4,3.3,,
Pain aux noix,,,9.2,30.2,17.9,331,3.9,3.8,8.9,,,1.6,1.2,6.4,23,,,0.23,0.1,0.75,0.67,0.18,,43.4,0.05,0.1,0.2,0.8,,,67,240,31,,1.9,490.0,2.1,210,3,3.7,,
Pain bis,,,9.5,44.3,1.2,234,0.2,0.1,0.6,,,0.5,1.6,4.1,0,,,0.23,0.07,1.12,0.33,0.08,,20.5,0,0,0,0.27,,,38,150,20,,1.3,630.0,1.6,150,3.4,1.3,,
Pain bis (avec sel iodé),,,9.5,44.3,1.2,234,0.2,0.1,0.6,,,0.5,1.6,4.1,0,,,0.23,0.07,1.12,0.33,0.08,,20.5,0,0,0,0.27,,,38,150,20,,1.3,620.0,1.6,150,3.4,40,,
Pain blanc,,,8.5,48.9,0.8,242,0.2,0.1,0.4,,,0.2,1.7,2.5,0,,,0.11,0.04,0.46,0.24,0.06,,16.7,0,0,0,0.36,,,15,130,8.3,,0.5,680.0,0.6,61,1.9,0.9,,
Pain complet de froment,,,8.6,38.3,1.3,213,0.2,0.1,0.9,,,0.7,1.4,7,0,,,0.23,0.11,0.48,0.58,0.26,,21.7,0,0,0,0.53,,,82,250,20,,2.2,580.0,3.1,220,3.1,1.8,,
"Pain croustillant, complet",,,12.0,57.9,1.7,325,0.2,0.2,1.1,,,1.1,1.5,14.8,0,,,0.31,0.14,1.19,0.85,0.36,,29.6,0,0,0,0.85,,,100,380,26,,3.4,610.0,4,340,4,3.7,,
"Pain croustillant, complet, au sésame",,,13.1,52.4,6.9,354,1,2.1,3.1,,,1.1,1.5,14.6,0,,,0.35,0.14,1.53,0.8,0.36,,43.7,0,0,0,0.77,,,130,390,120,,3.6,610.0,4.4,370,5.6,3.9,,
"Pain croustillant, complet, aux graines de lin",,,12.9,52.4,5.8,345,0.7,1,3.7,,,1.1,1.5,16,0,,,0.33,0.12,1.08,0.84,0.34,,33.7,0,0,0,0.8,,,130,410,47,,3.5,610.0,4.3,360,4.9,3.6,,
Pain de mie à l'huile végétale,,,8.7,49.2,3.3,267,0.3,1.6,1.1,,,4.4,1.3,2.9,0,,,0.16,0.06,0.62,0.38,0.16,,25,0,0,0,0.85,,,30,140,13,,1,520.0,1.4,110,2.8,0.9,,
Pain de mie au beurre,,,8.9,45.7,10.4,316,5.9,2.4,0.9,,,2.7,1.4,2.2,38,,,0.11,0.12,0.48,0.36,0.06,,22,0.1,0.2,0.2,0.54,,,14,180,46,,0.6,540.0,0.5,88,2.6,5.1,,
"Pain de mie, complet",,,9.3,43.7,4.9,271,0.5,1.9,2.3,,,4.2,1.3,7.4,0,,,0.25,0.14,0.63,0.65,0.29,,31.6,0,0,0,1.59,,,87,270,21,,2.3,510.0,3.4,240,3.3,1.8,,
"Pain de mie, foncé ou multicéréales",,,9.1,45.6,4.7,272,0.5,1.9,2,,,4,1.3,5.2,0,,,0.19,0.1,0.72,0.49,0.23,,26.5,0,0,0,1.43,,,59,200,17,,1.7,500.0,2.4,180,3.7,1.4,,
Pain d'épice,,,6.5,61.6,13.8,404,1.4,7.9,3.6,,,41.2,0.3,4.2,27,,,0.07,0.11,0.91,0.31,0.12,,11,0,2.7,0,6.68,,,45,310,69,,0.9,120.0,1.9,200,n.i.,2.2,,
"Pain d'épice, enrobé de chocolat",,,6.5,60.2,18.9,444,6.8,8.7,2.9,,,45.4,0.4,3.5,22,,,0.07,0.19,0.75,0.28,0.09,,9.8,0,2.7,0,4.75,,,48,410,120,,1.1,140.0,2,210,n.i.,6.6,,
Pain de seigle au levain,,,6.5,39.0,0.9,210,0.1,0.1,0.4,,,2,1.3,10.2,0,,,0.16,0.07,0.98,0.43,0.17,,18.3,0,0,0,0.49,,,45,230,20,,1.9,530.0,1.8,180,1.8,2.7,,
Pain de seigle valaisan,,,7.6,38.8,1.0,218,0.1,0.1,0.5,,,0.7,1.4,11.6,0,,,0.19,0.09,1.28,0.56,0.21,,32.7,0,0,0,0.55,,,53,250,20,,2.2,570.0,2.1,220,2.3,3,,
Pain mi-blanc,,,9.4,46.4,1.1,240,0.1,0.1,0.5,,,0.4,1.7,3.7,0,,,0.15,0.07,0.79,0.38,0.19,,21,0,0,0,0.29,,,38,150,16,,1.3,680.0,1.8,130,2.7,1.1,,
Pain mi-blanc (avec sel iodé),,,9.4,46.4,1.1,240,0.1,0.1,0.5,,,0.4,1.7,3.7,0,,,0.15,0.07,0.79,0.38,0.19,,21,0,0,0,0.29,,,38,150,16,,1.3,670.0,1.8,130,2.7,44,,
Pain (moyenne),,,9.2,44.6,4.6,264,2.3,1,0.7,,,1.3,1.6,3.7,14,,,0.17,0.1,0.74,0.39,0.12,,21.8,0.04,0.1,0.1,0.41,,,36,170,29,,1.2,620.0,1.5,130,2.9,2.7,,
Pain paysan,,,9.2,44.3,2.0,242,0.7,0.3,0.6,,,2.4,1.8,4.8,4,,,0.2,0.13,1.09,0.4,0.11,,25,0.03,0.2,0,0.33,,,38,200,46,,1.4,710.0,1.5,170,3.4,1.3,,
Pain perdu non sucré,,,8.0,24.5,9.9,222,5.1,2.6,0.9,,,1.7,0.9,1.2,104,,,0.06,0.14,0.24,0.66,0.05,,19.5,0.3,0.2,0.7,0.59,,,13,140,56,,0.6,370.0,0.7,100,6.4,12,,
Pain tessinois,,,10.3,57.1,5.2,323,0.7,1.3,2.9,,,0.6,1.7,2.9,0,,,0.16,0.07,0.58,0.37,0.14,,28.3,0.01,0,0,2.22,,,29,170,13,,1,670.0,1.3,110,3.3,1.1,,
"Pamplemousse (blanc ou rouge), cru",,,0.9,8.0,0.2,39,0,0,0.1,,,6.6,0.0,0.9,0,,,0.06,0.02,0.2,0.22,0.03,,23,0,36,0,0.27,,,8,130,23,,0.1,1.0,0.1,18,1.4,0.3,,
"Panais, cru",,,1.3,12.1,0.4,62,0.1,0,0.3,,,3.1,0.0,2.1,0,,,0.1,0.13,0.94,0.52,0.09,,43.2,0,19.7,0,0.88,,,21,430,42,,0.5,3.8,0.4,71,0.6,3.6,,
"Panais, cuit (sans adjonction de sel)",,,1.2,11.4,0.4,58,0.1,0,0.2,,,2.9,0.0,2.1,0,,,0.07,0.1,0.69,0.33,0.07,,22.7,0,8.3,0,0.93,,,13,200,42,,0.4,2.2,0.3,68,0.5,3.4,,
Panettone,,,6.4,56.5,10.7,354,5.6,3.2,0.7,,,22.9,0.1,2.8,112,,,0.13,0.11,0.63,n.i.,0.12,,33,n.i.,0,0.4,0.62,,,n.i.,230,150,,0.6,38.0,3,130,n.i.,n.i.,,
Pantli,,,21.1,0.9,50.0,538,19.5,23.8,4.3,,,0.9,4.0,0,85,,,0.44,0.24,6.15,0.53,0.28,,2.5,3.63,71.1,0,0.68,,,22,340,5,,3.1,1600.0,1.6,180,n.i.,0.8,,
"Papaye, mûre, crue",,,0.5,9.5,0.1,44,0,0,0,,,9.5,0.0,1.8,0,,,0.03,0.03,0.33,0.16,0.04,,17.8,0,67.8,0,0.28,,,17,220,21,,0.1,14.0,0.2,9,0.9,0.1,,
Paprika (épice),,,14.8,34.9,13.0,358,2.1,1.2,8.4,,,33.2,0.1,20.9,0,,,0.65,1.74,15.3,0,0,,0,0,0,0,0,,,190,2340,180,,4.1,34.0,24,350,n.i.,5,,
